	SeqID	Database	OrgGene	Gene	EValue	Bitscore	AlnLength
36	EJW09446.1|Rhodovulum_sp._1	Zehr	nifH	vnfH	8.70E-179	591.6	291
37	ABA24076.1|Anabaena_variabilis_1	Zehr	nifH	vnfH	1.20E-178	592.5	285
38	AFY41676.1|Nostoc_sp._1	Zehr	nifH	vnfH	1.20E-178	591.1	283
39	ACH83478.1|Acidithiobacillus_ferrooxidans_1	Zehr	nifH	vnfH	1.40E-178	590.9	290
40	EGK89721.1|Acidithiobacillus_ferrivorans_1	Zehr	nifH	vnfH	1.70E-178	590.6	291
41	EGW62911.1|Dechlorosoma_suillum_1	Zehr	nifH	vnfH	1.70E-178	590.6	288
42	ABA23658.1|Anabaena_variabilis_1	Zehr	nifH	vnfH	2.20E-178	590.2	292
43	EAW46334.1|Nodularia_spumigena_1	Zehr	nifH	vnfH	2.30E-178	590.2	291
44	AFZ58852.1|Anabaena_cylindrica_1	Zehr	nifH	vnfH	3.10E-178	589.8	291
45	BAL23130.1|Azoarcus_sp._1	Zehr	nifH	vnfH	3.10E-178	589.8	286
46	ACA17917.1|Methylobacterium_sp._1	Zehr	nifH	vnfH	3.50E-178	589.6	291
47	EHC09729.1|Fischerella_sp._1	Zehr	nifH	vnfH	5.50E-178	589.9	289
48	AEI38202.1|Zymomonas_mobilis_1	Zehr	nifH	vnfH	6.20E-178	588.8	292
49	ACC79763.1|Nostoc_punctiforme_1	Zehr	nifH	vnfH	6.70E-178	588.7	291
50	AFZ22902.1|Cylindrospermum_stagnale_1	Zehr	nifH	vnfH	6.80E-178	588.6	290
51	BAL26358.1|Azoarcus_sp._1	Zehr	nifH	vnfH	6.80E-178	588.6	290
52	ACF03590.1|Rhodopseudomonas_palustris_1	Zehr	nifH	vnfH	6.90E-178	588.6	291
53	AFY43944.1|Nostoc_sp._1	Zehr	nifH	vnfH	6.90E-178	589.6	288
54	EKV30731.1|Caenispirillum_salinarum_1	Zehr	nifH	vnfH	7.40E-178	588.5	291
55	AFZ22411.1|Cylindrospermum_stagnale_1	Zehr	nifH	vnfH	7.90E-178	588.4	289
56	ACL58883.1|Methylobacterium_nodulans_1	Zehr	nifH	vnfH	8.80E-178	588.3	291
57	AEW16329.1|Rhizobium_sp._1	Zehr	nifH	vnfH	9.50E-178	589.1	292
58	EGD60366.1|Novosphingobium_nitrogenifigens_1	Zehr	nifH	vnfH	9.50E-178	588.2	288
59	AFY35853.1|Calothrix_sp._1	Zehr	nifH	vnfH	1.00E-177	588	291
60	CAP54379.1|Gluconacetobacter_diazotrophicus_1	Zehr	nifH	vnfH	1.00E-177	588	292
61	BAE50378.1|Magnetospirillum_magneticum_1	Zehr	nifH	vnfH	1.10E-177	588	289
62	EIG54448.1|Desulfovibrio_sp._1	Zehr	nifH	anfH	1.10E-177	587.6	275
63	AAA22014.1|Anabaena_sp._1	Zehr	nifH	vnfH	1.30E-177	588.7	287
64	AAC64642.1|Fischerella_sp._1	Zehr	nifH	vnfH	1.40E-177	587.6	289
65	EJZ16722.1|Rhizobium_sp._1	Zehr	nifH	vnfH	1.40E-177	587.6	291
66	AEQ16446.1|Rhizobium_sp._1	Zehr	nifH	vnfH	1.70E-177	588.3	292
67	AAA33884.1|Rhizobium_sp._1	Zehr	nifH	vnfH	1.70E-177	587.3	291
68	AAC45588.1|Anabaena_variabilis_1	Zehr	nifH	vnfH	1.70E-177	587.3	288
69	AGJ89747.1|Rhizobium_tropici_1	Zehr	nifH	vnfH	1.90E-177	587.2	292
70	EFC25536.1|Rhodopseudomonas_palustris_1	Zehr	nifH	vnfH	2.20E-177	587	291
71	ACL44722.1|Cyanothece_sp._1	Zehr	nifH	vnfH	2.20E-177	587	284
72	AEQ16447.1|Rhizobium_sp._1	Zehr	nifH	vnfH	2.30E-177	588.3	292
73	EPY03425.1|Phaeospirillum_fulvum_1	Zehr	nifH	vnfH	2.40E-177	587.8	289
74	AGS25390.1|Rhizobium_etli_1	Zehr	nifH	vnfH	3.00E-177	587.9	291
75	EEG00728.1|'Nostoc_azollae'_1	Zehr	nifH	vnfH	3.40E-177	586.3	286
76	AFA47495.1|Acetobacterium_woodii_1	Zehr	nifH	anfH	4.40E-177	585.7	274
77	AAG60754.1|Bradyrhizobium_japonicum_1	Zehr	nifH	vnfH	4.80E-177	585.8	291
78	ACO81000.1|Azotobacter_vinelandii_1	Zehr	nifH	anfH	5.10E-177	586.4	275
79	NP_106489.1|Mesorhizobium_loti_1	Zehr	nifH	vnfH	5.20E-177	585.7	290
80	EEG01482.1|'Nostoc_azollae'_1	Zehr	nifH	vnfH	5.20E-177	585.7	283
81	ABP70147.1|Rhodobacter_sphaeroides_1	Zehr	nifH	vnfH	5.30E-177	585.7	288
82	ABE34499.1|Burkholderia_xenovorans_1	Zehr	nifH	vnfH	6.60E-177	585.4	290
83	EHR69902.1|Burkholderiales_bacterium_1	Zehr	nifH	vnfH	7.50E-177	585.2	290
84	EIM30737.1|Microvirga_sp._1	Zehr	nifH	vnfH	7.90E-177	585.1	290
85	ACM01736.1|Rhodobacter_sphaeroides_1	Zehr	nifH	vnfH	8.40E-177	586	288
86	ABV79890.1|Anabaena_siamensis_1	Zehr	nifH	vnfH	9.30E-177	584.9	288
87	ABD89986.1|Rhodopseudomonas_palustris_1	Zehr	nifH	vnfH	9.90E-177	584.8	292
88	CDF30674.1|Methanoculleus_sp._1	Zehr	nifH	nflH	1.00E-176	588.8	715
89	EHH13995.1|Mesorhizobium_amorphae_1	Zehr	nifH	vnfH	1.10E-176	584.7	291
90	ZP_09716421.1|Treponema_primitia_1	Zehr	nifH	anfH	1.10E-176	584.4	274
91	ABJ08453.1|Rhodopseudomonas_palustris_1	Zehr	nifH	vnfH	1.10E-176	585.7	292
92	AAK65107.1|Sinorhizobium_meliloti_1	Zehr	nifH	vnfH	1.20E-176	584.5	291
93	AGJ89746.1|Rhizobium_etli_1	Zehr	nifH	vnfH	1.30E-176	585.4	291
94	AAA26329.1|Rhizobium_sp._1	Zehr	nifH	vnfH	1.30E-176	584.5	291
95	CAE26819.1|Rhodopseudomonas_palustris_1	Zehr	nifH	vnfH	1.40E-176	584.3	290
96	CCG41896.1|Phaeospirillum_molischianum_1	Zehr	nifH	vnfH	1.40E-176	584.3	289
97	EEW34039.1|Mesorhizobium_opportunistum_1	Zehr	nifH	vnfH	1.40E-176	584.4	291
98	ACC84196.1|Nostoc_punctiforme_1	Zehr	nifH	vnfH	1.70E-176	584.1	288
99	ABR64829.1|Sinorhizobium_medicae_1	Zehr	nifH	vnfH	1.70E-176	585.4	291
100	NP_444112.1|Rhizobium_sp._1	Zehr	nifH	vnfH	2.00E-176	585.2	291
101	CAD31326.1|Mesorhizobium_loti_1	Zehr	nifH	vnfH	2.00E-176	585.2	290
102	AEN14646.1|Leptospirillum_ferriphilum_1	Zehr	nifH	vnfH	2.20E-176	583.7	290
103	CAA83510.1|Nostoc_sp._1	Zehr	nifH	vnfH	2.40E-176	584.9	288
104	EFG73464.1|Burkholderia_sp._1	Zehr	nifH	vnfH	2.50E-176	584.9	290
105	ABO58940.1|Burkholderia_vietnamiensis_1	Zehr	nifH	vnfH	2.80E-176	583.3	290
106	ADY57123.1|Syntrophobotulus_glycolicus_1	Zehr	nifH	anfH	2.80E-176	583	274
107	CCB66847.1|Hyphomicrobium_sp._1	Zehr	nifH	vnfH	2.90E-176	583.3	291
108	BAB73411.1|Nostoc_sp._1	Zehr	nifH	vnfH	3.10E-176	584.2	288
109	EFA68738.1|Cylindrospermopsis_raciborskii_1	Zehr	nifH	vnfH	3.10E-176	583.2	287
110	ADP71189.1|Rhodomicrobium_vannielii_1	Zehr	nifH	vnfH	3.30E-176	583.1	289
111	AAZ46164.1|Dechloromonas_aromatica_1	Zehr	nifH	vnfH	3.40E-176	583	291
112	ABD05679.1|Rhodopseudomonas_palustris_1	Zehr	nifH	vnfH	3.60E-176	584	292
113	CCJ08074.1|Methylocystis_sp._1	Zehr	nifH	vnfH	3.90E-176	582.9	291
114	ACB33698.1|Leptothrix_cholodnii_1	Zehr	nifH	vnfH	3.90E-176	582.9	290
115	ABS65347.1|Xanthobacter_autotrophicus_1	Zehr	nifH	vnfH	3.90E-176	582.9	290
116	EIZ79690.1|Novosphingobium_sp._1	Zehr	nifH	vnfH	4.10E-176	582.8	290
117	EME68108.1|Magnetospirillum_sp._1	Zehr	nifH	vnfH	4.10E-176	582.8	289
118	ACK52517.1|Methylocella_silvestris_1	Zehr	nifH	vnfH	4.30E-176	582.7	290
119	CBN57732.1|Oscillatoria_sp._1	Zehr	nifH	vnfH	4.70E-176	582.6	291
120	AAU90633.1|Methylococcus_capsulatus_1	Zehr	nifH	vnfH	5.20E-176	582.5	290
121	CCV09310.1|Mesorhizobium_metallidurans_1	Zehr	nifH	vnfH	6.30E-176	583.5	291
122	EES53484.1|Leptospirillum_ferrodiazotrophum_1	Zehr	nifH	vnfH	7.10E-176	582	289
123	AGI86016.1|Candidatus_Methanomethylophilus_1	Zehr	nifH	nflH	7.10E-176	585	715
124	CAK10385.1|Rhizobium_leguminosarum_1	Zehr	nifH	vnfH	7.10E-176	582	291
125	AFY89975.1|Chroococcidiopsis_thermalis_1	Zehr	nifH	vnfH	7.20E-176	582	291
126	CCB66897.1|Hyphomicrobium_sp._1	Zehr	nifH	vnfH	7.50E-176	583.3	291
127	ABM37652.1|Polaromonas_naphthalenivorans_1	Zehr	nifH	vnfH	8.70E-176	581.7	291
128	AAA26316.1|Rhizobium_sp._1	Zehr	nifH	vnfH	9.60E-176	581.6	291
129	AAC64641.1|Fischerella_sp._1	Zehr	nifH	vnfH	9.70E-176	581.6	286
130	CAA24526.1|Sinorhizobium_meliloti_1	Zehr	nifH	vnfH	1.70E-175	582.2	291
131	BAA00568.1|Leptolyngbya_boryana_1	Zehr	nifH	vnfH	1.80E-175	580.7	281
132	ACS86387.1|Dickeya_dadantii_1	Zehr	nifH	anfH	1.80E-175	580.4	275
133	AAA88521.1|Rhizobium_sp._1	Zehr	nifH	vnfH	1.90E-175	582	291
134	EEW25375.1|Rhodobacter_sp._1	Zehr	nifH	vnfH	2.10E-175	580.5	291
135	EJC64806.1|Rhizobium_leguminosarum_1	Zehr	nifH	vnfH	2.10E-175	581.9	291
136	AAA26463.1|Rhodospirillum_rubrum_1	Zehr	nifH	vnfH	2.40E-175	580.3	292
137	AAG35586.1|Azoarcus_sp._1	Zehr	nifH	vnfH	2.50E-175	580.2	291
138	EPY01003.1|Phaeospirillum_fulvum_1	Zehr	nifH	vnfH	2.70E-175	580.1	289
139	EHR00803.1|Bradyrhizobium_sp._1	Zehr	nifH	vnfH	2.70E-175	580.1	291
140	CAA90932.1|Herbaspirillum_seropedicae_1	Zehr	nifH	vnfH	3.10E-175	579.9	288
141	EIJ36507.1|Thiothrix_nivea_1	Zehr	nifH	vnfH	4.00E-175	579.5	289
142	EGX99768.1|Azospirillum_amazonense_1	Zehr	nifH	vnfH	4.40E-175	579.4	290
143	CAA44954.1|Rhodobacter_capsulatus_1	Zehr	nifH	vnfH	4.60E-175	579.4	289
144	ABQ37822.1|Bradyrhizobium_sp._1	Zehr	nifH	vnfH	4.60E-175	580.3	291
145	EEG18913.1|Opitutaceae_bacterium_1	Zehr	nifH	anfH	5.00E-175	578.9	273
146	ABQ37866.1|Bradyrhizobium_sp._1	Zehr	nifH	vnfH	5.30E-175	580.5	291
147	AFZ17178.1|Microcoleus_sp._1	Zehr	nifH	vnfH	5.40E-175	579.1	290
148	EFX98811.1|Methylocystis_sp._1	Zehr	nifH	vnfH	6.50E-175	578.9	290
149	BAM88272.1|Bradyrhizobium_oligotrophicum_1	Zehr	nifH	vnfH	7.60E-175	579.6	291
150	EHP33172.1|Opitutaceae_bacterium_1	Zehr	nifH	anfH	7.80E-175	579.3	274
151	EKQ67142.1|Oscillatoriales_cyanobacterium_1	Zehr	nifH	vnfH	8.40E-175	578.5	281
152	ACB94126.1|Beijerinckia_indica_1	Zehr	nifH	vnfH	8.40E-175	578.5	288
153	CAL79071.1|Bradyrhizobium_sp._1	Zehr	nifH	vnfH	9.00E-175	578.4	291
154	ABJ07810.1|Rhodopseudomonas_palustris_1	Zehr	nifH	anfH	9.40E-175	578	275
155	EKF67409.1|Herbaspirillum_frisingense_1	Zehr	nifH	vnfH	1.10E-174	579.1	288
156	CCY31912.1|Ruminococcus_sp._1	Zehr	nifH	nflH	1.30E-174	580.9	653
157	ACI58270.1|Rhizobium_leguminosarum_1	Zehr	nifH	vnfH	1.40E-174	577.8	290
158	AAA64709.1|Azotobacter_vinelandii_1	Zehr	nifH	vnfH	1.80E-174	578.8	288
159	CAL79117.1|Bradyrhizobium_sp._1	Zehr	nifH	vnfH	2.10E-174	578.6	291
160	ABP79021.1|Pseudomonas_stutzeri_1	Zehr	nifH	vnfH	2.40E-174	578	290
161	EJI87739.1|Enterobacter_radicincitans_1	Zehr	nifH	vnfH	2.40E-174	577	289
162	EKN58682.1|Pseudomonas_stutzeri_1	Zehr	nifH	vnfH	2.70E-174	576.8	290
163	EFC65041.1|bacterium_S5_1	Zehr	nifH	vnfH	2.70E-174	576.8	289
164	AFM92571.1|Acaryochloris_sp._1	Zehr	nifH	vnfH	2.70E-174	576.8	285
165	EJC75087.1|Rhizobium_leguminosarum_1	Zehr	nifH	vnfH	2.80E-174	576.8	289
166	EIJ42511.1|Beggiatoa_alba_1	Zehr	nifH	vnfH	3.00E-174	576.7	290
167	ACV37675.1|Candidatus_Accumulibacter_1	Zehr	nifH	vnfH	3.20E-174	576.6	291
168	CAA65427.1|Alcaligenes_faecalis_1	Zehr	nifH	vnfH	3.30E-174	576.6	289
169	AFY51257.1|Nostoc_sp._1	Zehr	nifH	vnfH	3.30E-174	576.6	285
170	CAA30716.1|Rhodobacter_capsulatus_1	Zehr	nifH	vnfH	3.40E-174	577.9	289
171	EJB07190.1|Rhizobium_leguminosarum_1	Zehr	nifH	vnfH	3.60E-174	577.8	290
172	AEX06699.1|Klebsiella_oxytoca_1	Zehr	nifH	vnfH	3.80E-174	577.3	291
173	ACS84302.1|Dickeya_dadantii_1	Zehr	nifH	vnfH	3.80E-174	576.4	291
174	AAA22142.1|Azotobacter_vinelandii_1	Zehr	nifH	vnfH	4.00E-174	576.3	288
175	EGZ42772.1|Thiocystis_violascens_1	Zehr	nifH	vnfH	4.10E-174	576.2	290
176	ACI11459.1|Klebsiella_pneumoniae_1	Zehr	nifH	vnfH	4.70E-174	576	291
177	ADE11119.1|Sideroxydans_lithotrophicus_1	Zehr	nifH	vnfH	5.00E-174	575.9	289
178	ABM47382.1|Rhizobium_leguminosarum_1	Zehr	nifH	vnfH	5.40E-174	575.8	291
179	ACF00152.1|Rhodopseudomonas_palustris_1	Zehr	nifH	anfH	5.50E-174	575.5	275
180	BAD90116.1|Pseudomonas_azotifigens_1	Zehr	nifH	vnfH	5.60E-174	577.1	290
181	ACQ92279.1|Tolumonas_auensis_1	Zehr	nifH	vnfH	6.50E-174	575.6	291
182	EJC80732.1|Rhizobium_leguminosarum_1	Zehr	nifH	vnfH	6.70E-174	575.5	285
183	EPY00584.1|Phaeospirillum_fulvum_1	Zehr	nifH	anfH	6.70E-174	575.2	275
184	ADG20727.1|Burkholderia_sp._1	Zehr	nifH	vnfH	6.80E-174	576.5	290
185	ADN00228.1|Dickeya_dadantii_1	Zehr	nifH	vnfH	7.60E-174	576.3	291
186	ACC76639.1|Burkholderia_phymatum_1	Zehr	nifH	vnfH	7.70E-174	575.3	290
187	EFC24679.1|Rhodopseudomonas_palustris_1	Zehr	nifH	anfH	7.90E-174	575	275
188	CAA27553.1|Azotobacter_chroococcum_1	Zehr	nifH	vnfH	8.40E-174	575.2	288
189	EFH04962.1|Methylosinus_trichosporium_1	Zehr	nifH	vnfH	8.90E-174	575.1	290
190	AGA91923.1|Thioflavicoccus_mobilis_1	Zehr	nifH	vnfH	1.10E-173	574.9	291
191	EDX87850.1|Synechococcus_sp._1	Zehr	nifH	vnfH	1.10E-173	574.8	285
192	ACR12580.1|Teredinibacter_turnerae_1	Zehr	nifH	vnfH	1.10E-173	574.8	289
193	AAA22008.1|Nostoc_sp._1	Zehr	nifH	vnfH	1.20E-173	574.7	289
194	CAA31666.1|Klebsiella_pneumoniae_1	Zehr	nifH	vnfH	1.20E-173	575.6	291
195	ACO76527.1|Azotobacter_vinelandii_1	Zehr	nifH	vnfH	1.30E-173	576	288
196	ELR91185.1|Leptolyngbya_sp._1	Zehr	nifH	vnfH	1.40E-173	574.5	286
197	CAP64045.1|Cupriavidus_taiwanensis_1	Zehr	nifH	vnfH	1.40E-173	574.5	290
198	EKV00060.1|Leptolyngbya_sp._1	Zehr	nifH	vnfH	1.40E-173	574.4	281
199	EGV19816.1|Thiocapsa_marina_1	Zehr	nifH	vnfH	1.80E-173	574.1	291
200	EGV20999.1|Marichromatium_purpuratum_1	Zehr	nifH	vnfH	1.90E-173	574	291
201	CAA49624.1|Rhodobacter_capsulatus_1	Zehr	nifH	anfH	2.10E-173	573.6	275
202	ABC22196.1|Rhodospirillum_rubrum_1	Zehr	nifH	anfH	2.20E-173	573.5	275
203	EGZ55571.1|Thiorhodovibrio_sp._1	Zehr	nifH	vnfH	2.30E-173	573.8	290
204	ABA23846.1|Anabaena_variabilis_1	Zehr	nifH	vnfH	2.30E-173	574.8	282
205	ACC76684.1|Burkholderia_phymatum_1	Zehr	nifH	vnfH	2.50E-173	575	290
206	ACS59148.1|Rhizobium_leguminosarum_1	Zehr	nifH	vnfH	2.80E-173	574.5	291
207	EER67145.1|Allochromatium_vinosum_1	Zehr	nifH	vnfH	3.60E-173	573.1	290
208	AFT90593.1|Burkholderia_phenoliruptrix_1	Zehr	nifH	vnfH	3.70E-173	574.5	290
209	AAA22170.1|Azotobacter_vinelandii_1	Zehr	nifH	vnfH	4.30E-173	572.9	288
210	EEW04348.1|Pantoea_sp._1	Zehr	nifH	vnfH	4.60E-173	572.8	290
211	AAA26140.1|Rhodobacter_capsulatus_1	Zehr	nifH	vnfH	5.00E-173	572.7	289
212	ABM47392.1|Rhizobium_leguminosarum_1	Zehr	nifH	vnfH	5.20E-173	573.6	289
213	EGV30156.1|Thiorhodococcus_drewsii_1	Zehr	nifH	vnfH	5.50E-173	572.5	288
214	AEF99883.1|Methylomonas_methanica_1	Zehr	nifH	vnfH	6.90E-173	572.2	291
215	AAA22140.1|Azotobacter_chroococcum_1	Zehr	nifH	vnfH	7.70E-173	572	289
216	EJW10892.1|Rhodovulum_sp._1	Zehr	nifH	anfH	8.40E-173	571.6	274
217	AGU89250.1|Serratia_sp._1	Zehr	nifH	vnfH	9.40E-173	571.8	291
218	ADP72548.1|Rhodomicrobium_vannielii_1	Zehr	nifH	anfH	1.10E-172	571.2	275
219	EQD24965.1|Leptospirillum_sp._1	Zehr	nifH	vnfH	1.20E-172	571.4	281
220	AEX24158.1|Vibrio_sp._1	Zehr	nifH	vnfH	1.30E-172	571.3	291
221	ACM03752.1|Rhodobacter_sphaeroides_1	Zehr	nifH	anfH	1.50E-172	570.8	275
222	ADM52729.1|Paenibacillus_sabinae_1	Zehr	nifH	vnfH	1.80E-172	570.9	291
223	AGN84234.1|Enterobacter_sp._1	Zehr	nifH	vnfH	1.80E-172	571.8	290
224	EPM41546.1|Vibrio_natriegens_1	Zehr	nifH	vnfH	2.10E-172	572	291
225	AAA93020.1|Anabaena_variabilis_1	Zehr	nifH	vnfH	2.50E-172	570.4	279
226	ACT67925.1|Mesorhizobium_septentrionale_1	Zehr	nifH	vnfH	2.70E-172	571.2	285
227	ACT67928.1|Mesorhizobium_temperatum_1	Zehr	nifH	vnfH	3.00E-172	571.5	285
228	ABC99975.1|Synechococcus_sp._1	Zehr	nifH	vnfH	3.10E-172	570.1	288
229	CAG75856.1|Pectobacterium_atrosepticum_1	Zehr	nifH	vnfH	3.10E-172	570.1	291
230	GAD03531.1|Agarivorans_albus_1	Zehr	nifH	vnfH	3.20E-172	570	290
231	EGZ49204.1|Thiorhodospira_sibirica_1	Zehr	nifH	vnfH	3.40E-172	569.9	289
232	AAA27374.1|Acidithiobacillus_ferrooxidans_1	Zehr	nifH	vnfH	5.40E-172	569.3	290
233	CAA31867.1|Azotobacter_vinelandii_1	Zehr	nifH	vnfH	6.10E-172	570.1	288
234	CAC42484.1|Burkholderia_tuberum_1	Zehr	nifH	vnfH	1.50E-171	568.8	284
235	AFY78732.1|Pleurocapsa_sp._1	Zehr	nifH	vnfH	1.60E-171	567.7	287
236	ADM13676.1|Burkholderia_sp._1	Zehr	nifH	vnfH	1.70E-171	568.6	282
237	AEX54812.1|Rahnella_aquatilis_1	Zehr	nifH	vnfH	2.00E-171	567.4	289
238	ABK43713.1|Magnetococcus_sp._1	Zehr	nifH	vnfH	2.10E-171	567.3	291
239	ABO64215.1|Burkholderia_xenovorans_1	Zehr	nifH	vnfH	2.20E-171	568.7	282
240	AAS55953.1|Delftia_tsuruhatensis_1	Zehr	nifH	vnfH	2.30E-171	568.6	286
241	EKO38948.1|Desulfovibrio_magneticus_1	Zehr	nifH	anfH	3.60E-171	566.3	266
242	ADM13686.1|Burkholderia_sp._1	Zehr	nifH	vnfH	3.90E-171	567.8	282
243	ABO64218.1|Burkholderia_silvatlantica_1	Zehr	nifH	vnfH	4.90E-171	567.1	282
244	ABO64209.1|Burkholderia_ferrariae_1	Zehr	nifH	vnfH	5.70E-171	566.9	282
245	ABO64219.1|Burkholderia_vietnamiensis_1	Zehr	nifH	vnfH	6.30E-171	567.1	282
246	CAC27791.1|Paenibacillus_durus_1	Zehr	nifH	vnfH	7.70E-171	565.5	287
247	AAO85881.1|Klebsiella_pneumoniae_1	Zehr	nifH	vnfH	1.00E-170	566	290
248	ADM13679.1|Burkholderia_sp._1	Zehr	nifH	vnfH	1.30E-170	566.1	282
249	ADM52725.1|Paenibacillus_sabinae_1	Zehr	nifH	vnfH	1.50E-170	565.5	287
250	AAA82508.1|Azotobacter_vinelandii_1	Zehr	nifH	anfH	1.80E-170	564	275
251	CAD56229.1|Paenibacillus_durus_1	Zehr	nifH	vnfH	2.00E-170	564.1	287
252	ADM13681.1|Burkholderia_sp._1	Zehr	nifH	vnfH	2.20E-170	565.3	282
253	AFZ43954.1|Halothece_sp._1	Zehr	nifH	vnfH	2.20E-170	564	286
254	ADM13684.1|Burkholderia_sp._1	Zehr	nifH	vnfH	2.50E-170	565.2	282
255	ABO64216.1|Burkholderia_caryophylli_1	Zehr	nifH	vnfH	2.90E-170	563.6	281
256	BAH24165.1|Paenibacillus_fujiensis_1	Zehr	nifH	vnfH	4.40E-170	564	287
257	EFD27776.1|Frankia_symbiont_1	Zehr	nifH	vnfH	5.40E-170	562.7	287
258	ADM13678.1|Burkholderia_sp._1	Zehr	nifH	vnfH	5.90E-170	563.9	282
259	ADM13690.1|Burkholderia_sp._1	Zehr	nifH	vnfH	6.80E-170	563.7	282
260	ABO64217.1|Burkholderia_silvatlantica_1	Zehr	nifH	vnfH	6.80E-170	562.4	279
261	CAJ65436.1|Frankia_alni_1	Zehr	nifH	vnfH	7.70E-170	562.2	285
262	ADM13683.1|Burkholderia_sp._1	Zehr	nifH	vnfH	8.00E-170	563.5	282
263	ABG53144.1|Trichodesmium_erythraeum_1	Zehr	nifH	vnfH	8.10E-170	562.1	288
264	ADM13685.1|Burkholderia_sp._1	Zehr	nifH	vnfH	8.30E-170	563.4	281
265	ADM13677.1|Burkholderia_sp._1	Zehr	nifH	vnfH	8.90E-170	563.4	281
266	BAD93282.1|Halorhodospira_halophila_1	Zehr	nifH	vnfH	1.20E-169	561.6	289
267	ABO64210.1|Burkholderia_tropica_1	Zehr	nifH	vnfH	1.40E-169	561.4	282
268	ABD13834.1|Frankia_sp._1	Zehr	nifH	vnfH	1.90E-169	560.9	285
269	ABM61068.1|Halorhodospira_halophila_1	Zehr	nifH	vnfH	2.90E-169	560.3	289
270	BAH24186.1|Paenibacillus_abekawaensis_1	Zehr	nifH	vnfH	4.80E-169	559.6	285
271	AAA96262.1|Frankia_alni_1	Zehr	nifH	vnfH	5.60E-169	560.7	285
