	GenomeID	nifH	nifD	nifK	vnfH	vnfD	vnfK	anfH	anfD	anfK	nflD	nflH	ChlN	ChIl	ChlB
22	GB_GCA_000526255.1	JAFS01000001.1_122	JAFS01000001.1_952	JAFS01000001.1_951											
23	GB_GCA_000526575.1	JAGI01000002.1_2899	JAGI01000003.1_530	JAGI01000003.1_529											
24	GB_GCA_000613065.1	CBZS010000155.1_10	CBZS010000430.1_15	CBZS010000430.1_18									CBZS010000133.1_16	CBZS010000133.1_18	CBZS010000504.1_2
25	GB_GCA_000681355.2	JJNX02000056.1_5	JJNX02000025.1_7	JJNX02000025.1_8											
26	GB_GCA_000701625.1	JNJK01000043.1_22	JNJK01000002.1_265	JNJK01000002.1_266											
27	GB_GCA_000702085.1	JNKP01000004.1_239	JNKP01000004.1_16	JNKP01000004.1_17											
28	GB_GCA_000702245.1	JNKY01000015.1_126	JNKY01000010.1_124	JNKY01000010.1_125											
29	GB_GCA_000702545.1	JNIO01000007.1_13	JNIO01000007.1_159	JNIO01000007.1_160											
30	GB_GCA_000702685.1	JNJD01000007.1_550	JNJD01000007.1_357	JNJD01000007.1_358											
31	GB_GCA_000733415.1	KL662191.1_924	KL662192.1_74	KL662192.1_75									KL662191.1_709	KL662191.1_707	KL662191.1_292
32	GB_GCA_000739515.1	DF820461.1_5	DF820458.1_514	DF820458.1_513											
33	GB_GCA_000743525.1	JQGK01000018.1_34	JQGK01000001.1_296	JQGK01000001.1_295											
34	GB_GCA_000746015.1	JQKK01000005.1_19	JQKK01000025.1_19	JQKK01000025.1_20											
35	GB_GCA_000747095.1	JQGL01000041.1_24	JQGL01000045.1_2	JQGL01000045.1_1											
36	GB_GCA_000747625.2	JQDQ01000170.1_12	JQDQ01000073.1_15	JQDQ01000073.1_16											
37	GB_GCA_000769715.1	JROS01000134.1_14	JROS01000008.1_50	JROS01000008.1_49											
38	GB_GCA_000770645.1	JQID01000071.1_76	JQID01000095.1_10	JQID01000095.1_9											
39	GB_GCA_000802095.1	JUEB01000014.1_19	JUEB01000015.1_24	JUEB01000015.1_25											
40	GB_GCA_000824785.1	CCNB01000013.1_5	CCNB01000015.1_35	CCNB01000015.1_34											
41	GB_GCA_000824805.1	CCNA01000018.1_5	CCNA01000013.1_19	CCNA01000013.1_20											
42	GB_GCA_000824825.2	LM655195.1_9	LM655202.1_253	LM655202.1_254											
43	GB_GCA_000824845.1	CCNC01000150.1_9	CCNC01000179.1_53	CCNC01000179.1_52											
44	GB_GCA_000828075.3	JXCB02000001.1_347	JXCB02000002.1_1030	JXCB02000002.1_1047									JXCB02000039.1_123	JXCB02000039.1_125	JXCB02000027.1_274
45	GB_GCA_000828835.1	AP014633.1_2679	AP014633.1_1782	AP014633.1_1783											
46	GB_GCA_000828975.1	AP014683.1_2797	AP014683.1_1378	AP014683.1_1377											
47	GB_GCA_000830175.1	JQIS01000001.1_14	JQIS01000066.1_21	JQIS01000066.1_20											
48	GB_GCA_000830255.1	JQIT01000013.1_25	JQIT01000005.1_267	JQIT01000005.1_268											
49	GB_GCA_000953215.1	LM995447.1_2011	LM995447.1_822	LM995447.1_823											
50	GB_GCA_000953475.1	LM997411.1_1923	LM997411.1_2060	LM997411.1_2059											
51	GB_GCA_000961575.1	LADP01000012.1_16	LADP01000032.1_46	LADP01000032.1_47											
52	GB_GCA_000961585.1	LADN01000069.1_33	LADN01000053.1_46	LADN01000053.1_45											
53	GB_GCA_000961595.1	LADO01000006.1_15	LADO01000055.1_81	LADO01000055.1_82											
54	GB_GCA_000961655.1	LADR01000017.1_4	LADR01000085.1_8	LADR01000085.1_7											
55	GB_GCA_000961725.1	LADS01000039.1_111	LADS01000004.1_70	LADS01000004.1_71											
56	GB_GCA_000961745.1	LAEA01000077.1_30	LAEA01000099.1_21	LAEA01000099.1_20											
57	GB_GCA_000961805.1	LADV01000225.1_44	LADV01000299.1_1	LADV01000299.1_2											
58	GB_GCA_000985875.1	CCRI01000032.1_7	CCRI01000031.1_18	CCRI01000031.1_19											
59	GB_GCA_000987445.1	LBIU01000469.1_4	LBIU01000565.1_7	LBIU01000565.1_6											
60	GB_GCA_001029295.1	LDXJ01000063.1_33	LDXJ01000058.1_157	LDXJ01000058.1_158											
61	GB_GCA_001044195.1	LFCU01000218.1_2	LFCU01000132.1_3	LFCU01000132.1_2											
62	GB_GCA_001184205.1	LBMP01000004.1_124	LBMP01000004.1_393	LBMP01000004.1_392											
63	GB_GCA_001190925.1	CP011072.1_79	CP011072.1_703	CP011072.1_702											
64	GB_GCA_001276605.1	JXSN01000030.1_6	JXSN01000542.1_1	JXSN01000122.1_9											
65	GB_GCA_001312405.1	BBDR01000022.1_45	BBDR01000004.1_122	BBDR01000004.1_123											
66	GB_GCA_001314865.1	LJZR01000046.1_11	LJZR01000021.1_67	LJZR01000021.1_68									LJZR01000024.1_63	LJZR01000024.1_65	LJZR01000024.1_64
67	GB_GCA_001314905.1	LJZT01000087.1_6	LJZT01000032.1_5	LJZT01000032.1_4									LJZT01000044.1_28	LJZT01000044.1_30	LJZT01000066.1_11
68	GB_GCA_001421175.1	LJKL01000016.1_46	LJKL01000015.1_102	LJKL01000008.1_106											
69	GB_GCA_001443525.1	LKPX01000105.1_2	LKPX01000013.1_55	LKPX01000013.1_54				LKPX01000006.1_69	LKPX01000006.1_66	LKPX01000013.1_53					
70	GB_GCA_001462245.1	LIUG01000004.1_7	LIUG01000026.1_15	LIUG01000026.1_16											
71	GB_GCA_001462255.1	LIUJ01000101.1_55	LIUJ01000308.1_2	LIUJ01000204.1_1											
72	GB_GCA_001493195.1	FAXN01000059.1_59	FAXN01000036.1_11	FAXN01000036.1_12											
73	GB_GCA_001509375.1	LGFT01000023.1_30	LGFT01000081.1_4	LGFT01000081.1_5							LGFT01000025.1_6	LGFT01000010.1_31			
74	GB_GCA_001516045.1	LOEW01000257.1_36	LOEW01000092.1_14	LOEW01000092.1_13											
75	GB_GCA_001516055.1	LOEZ01000061.1_19	LOEZ01000019.1_87	LOEZ01000019.1_86											
76	GB_GCA_001548395.1	AP017367.1_4492	AP017367.1_4693	AP017367.1_4692									AP017367.1_2624	AP017367.1_2626	AP017367.1_1112
77	GB_GCA_001560915.1	CP014214.1_297	CP014214.1_1292	CP014214.1_1454							CP014214.1_361	CP014214.1_358			
78	GB_GCA_001602645.1	LUYE01000047.1_15	LUYE01000048.1_19	LUYE01000048.1_18							LUYE01000036.1_126	LUYE01000036.1_48			
79	GB_GCA_001602925.1	LUZT01000006.1_253	LUZT01000011.1_99	LUZT01000011.1_100									LUZT01000013.1_91	LUZT01000013.1_93	LUZT01000013.1_92
80	GB_GCA_001603035.1	LVAS01000030.1_4	LVAS01000062.1_9	LVAS01000062.1_10											
81	GB_GCA_001603055.1	LVAZ01000163.1_7	LVAZ01000212.1_9	LVAZ01000212.1_8											
82	GB_GCA_001603145.1	LVBI01000011.1_35	LVBI01000043.1_8	LVBI01000043.1_9											
83	GB_GCA_001603335.1	LUYR01000194.1_3	LUYR01000161.1_4	LUYR01000161.1_5											
84	GB_GCA_001603805.1	LUZY01000005.1_32	LUZY01000003.1_129	LUZY01000003.1_130											
85	GB_GCA_001603845.1	LUZZ01000333.1_9	LUZZ01000315.1_5	LUZZ01000315.1_6											
86	GB_GCA_001603905.1	LVAE01000034.1_2	LVAE01000048.1_49	LVAE01000048.1_48											
87	GB_GCA_001604035.1	LVAK01000091.1_17	LVAK01000161.1_6	LVAK01000161.1_5											
88	GB_GCA_001604135.1	LVAT01000016.1_65	LVAT01000020.1_24	LVAT01000020.1_23											
89	GB_GCA_001604185.1	LVAV01000013.1_124	LVAV01000054.1_61	LVAV01000054.1_62											
90	GB_GCA_001604385.1	LVBK01000004.1_88	LVBK01000047.1_7	LVBK01000047.1_8											
91	GB_GCA_001604405.1	LVBL01000089.1_5	LVBL01000030.1_14	LVBL01000030.1_15											
92	GB_GCA_001604585.1	LVBW01000062.1_4	LVBW01000006.1_6	LVBW01000006.1_7											
93	GB_GCA_001622165.1	LVWG01000036.1_96	LVWG01000032.1_133	LVWG01000032.1_134									LVWG01000034.1_112	LVWG01000034.1_114	LVWG01000034.1_113
94	GB_GCA_001637315.1	LSZA01000002.1_57	LSZA01000060.1_7	LSZA01000060.1_8									LSZA01000029.1_12	LSZA01000029.1_14	LSZA01000094.1_11
95	GB_GCA_001644045.1	LUUF01000087.1_65	LUUF01000077.1_9	LUUF01000077.1_8											
96	GB_GCA_001650175.1	KV441839.1_881	KV441839.1_730	KV441839.1_731				KV441839.1_711	KV441839.1_712	KV441839.1_734					
97	GB_GCA_001657325.1	LWRO01000031.1_13	LWRO01000008.1_71	LWRO01000008.1_72									LWRO01000002.1_83	LWRO01000002.1_87	LWRO01000006.1_188
98	GB_GCA_001657575.1	LBCX01000233.1_2	LBCX01000114.1_1	LBCX01000006.1_1											
99	GB_GCA_001672075.1	LJOT01000083.1_4	LJOT01000111.1_5	LJOT01000008.1_33									LJOT01000068.1_17	LJOT01000068.1_19	LJOT01000012.1_1
100	GB_GCA_001698425.1	MBRE01000047.1_51	MBRE01000094.1_19	MBRE01000094.1_18									MBRE01000037.1_104	MBRE01000037.1_107	MBRE01000059.1_19
101	GB_GCA_001704765.1	MBFK01000009.1_79	MBFK01000144.1_2	MBFK01000144.1_3											
102	GB_GCA_001709035.1	LVKA01000019.1_252	LVKA01000021.1_3	LVKA01000021.1_4											
103	GB_GCA_001714685.2	MDTP02000088.1_14	MDTP02000079.1_23	MDTP02000079.1_22							MDTP02000071.1_28	MDTP02000071.1_27			
104	GB_GCA_001725945.1	LRMT01000054.1_29	LRMT01000064.1_37	LRMT01000064.1_39											
105	GB_GCA_001749745.1	JWTM01000541.1_35	JWTM01000549.1_50	JWTM01000549.1_51											
106	GB_GCA_001751015.1	MAXM01000350.1_3	MAXM01000301.1_9	MAXM01000301.1_12											
107	GB_GCA_001768075.1	MEMX01000065.1_22	MEMX01000094.1_1	MEMX01000094.1_2											
108	GB_GCA_001770725.1	MERU01000008.1_69	MERU01000006.1_362	MERU01000006.1_363											
109	GB_GCA_001783695.1	MFNE01000012.1_3	MFNE01000038.1_26	MFNE01000038.1_25											
110	GB_GCA_001783715.1	MFNF01000048.1_40	MFNF01000004.1_34	MFNF01000004.1_33											
111	GB_GCA_001784535.1	MFRJ01000099.1_5	MFRJ01000016.1_10	MFRJ01000016.1_11											
112	GB_GCA_001799255.1	MGTC01000045.1_20	MGTC01000080.1_9	MGTC01000080.1_10											
113	GB_GCA_001799285.1	MGTD01000018.1_75	MGTD01000048.1_41	MGTD01000048.1_42											
114	GB_GCA_001799365.1	MGTI01000020.1_41	MGTI01000009.1_5	MGTI01000009.1_6											
115	GB_GCA_001799395.1	MGTJ01000002.1_14	MGTJ01000180.1_8	MGTJ01000180.1_7											
116	GB_GCA_001799475.1	MGTN01000040.1_29	MGTN01000127.1_49	MGTN01000127.1_53											
117	GB_GCA_001799485.1	MGTO01000141.1_10	MGTO01000132.1_38	MGTO01000132.1_37											
118	GB_GCA_001799695.1	MGTY01000100.1_33	MGTY01000009.1_44	MGTY01000009.1_51											
119	GB_GCA_001800355.1	MGVF01000045.1_7	MGVF01000039.1_3	MGVF01000039.1_2											
120	GB_GCA_001800515.1	MGVN01000087.1_3	MGVN01000251.1_4	MGVN01000251.1_3											
121	GB_GCA_001801085.1	MGWR01000021.1_60	MGWR01000014.1_1	MGWR01000014.1_2											
122	GB_GCA_001801105.1	MGWS01000030.1_13	MGWS01000033.1_130	MGWS01000033.1_129											
123	GB_GCA_001801995.1	MGZB01000001.1_350	MGZB01000002.1_148	MGZB01000002.1_149											
124	GB_GCA_001802125.1	MGZK01000115.1_8	MGZK01000070.1_3	MGZK01000070.1_2											
125	GB_GCA_001802645.1	MGZJ01000061.1_35	MGZJ01000010.1_38	MGZJ01000010.1_37											
126	GB_GCA_001802655.1	MGZO01000129.1_34	MGZO01000020.1_17	MGZO01000020.1_18											
127	GB_GCA_001803635.1	MHDU01000054.1_26	MHDU01000080.1_34	MHDU01000080.1_33											
128	GB_GCA_001803795.1	MHEK01000065.1_5	MHEK01000093.1_1	MHEK01000093.1_2											
129	GB_GCA_001804815.1	MHBI01000101.1_124	MHBI01000031.1_7	MHBI01000031.1_8											
130	GB_GCA_001804865.1	MHBK01000049.1_13	MHBK01000027.1_25	MHBK01000027.1_24											
131	GB_GCA_001805055.1	MHDZ01000076.1_8	MHDZ01000067.1_12	MHDZ01000067.1_13											
132	GB_GCA_001805085.1	MHEA01000242.1_15	MHEA01000247.1_17	MHEA01000247.1_18											
133	GB_GCA_001805105.1	MHEE01000002.1_105	MHEE01000009.1_171	MHEE01000009.1_170											
134	GB_GCA_001828935.1	MHZX01000024.1_18	MHZX01000029.1_5	MHZX01000029.1_6											
135	GB_GCA_001829125.1	MIAN01000152.1_4	MIAN01000268.1_27	MIAN01000268.1_28											
136	GB_GCA_001829155.1	MIAO01000099.1_1	MIAO01000074.1_27	MIAO01000074.1_26											
137	GB_GCA_001829315.1	MIAY01000038.1_34	MIAY01000010.1_72	MIAY01000010.1_71											
138	GB_GCA_001829625.1	MIBW01000092.1_23	MIBW01000048.1_2	MIBW01000048.1_3											
139	GB_GCA_001829785.1	MICF01000004.1_185	MICF01000001.1_205	MICF01000001.1_204											
140	GB_GCA_001871085.1	MNUQ01000039.1_15	MNUQ01000182.1_2	MNUQ01000182.1_1				MNUQ01000086.1_5	MNUQ01000086.1_8	MNUQ01000065.1_7					
141	GB_GCA_001872725.1	MNWR01000091.1_14	MNWR01000108.1_10	MNWR01000108.1_11											
142	GB_GCA_001873075.1	MNYL01000164.1_13	MNYL01000079.1_7	MNYL01000079.1_6											
143	GB_GCA_001890975.1	MLAW01000010.1_110	MLAW01000023.1_33	MLAW01000023.1_34									MLAW01000055.1_7	MLAW01000055.1_5	MLAW01000002.1_9
144	GB_GCA_001896915.1	MKRK01000263.1_19	MKRK01000172.1_12	MKRK01000172.1_11											
145	GB_GCA_001897035.1	MKRS01000801.1_1	MKRS01000824.1_2	MKRS01000824.1_3											
146	GB_GCA_001898825.1	MKVK01000051.1_240	MKVK01000018.1_22	MKVK01000018.1_23											
147	GB_GCA_001914235.1	MQUF01000006.1_371	MQUF01000001.1_34	MQUF01000001.1_33											
148	GB_GCA_002009425.1	CP019936.1_4484	CP019936.1_1463	CP019936.1_1464											
149	GB_GCA_002011745.1	MTOU01000014.1_38	MTOU01000029.1_16	MTOU01000029.1_15											
150	GB_GCA_002049495.1	LLYS01000008.1_75	LLYS01000005.1_137	LLYS01000005.1_136											
151	GB_GCA_002067275.1	MVQX01000049.1_18	MVQX01000087.1_94	MVQX01000087.1_93							MVQX01000060.1_20	MVQX01000060.1_21			
152	GB_GCA_002067365.1	MVRK01000002.1_51	MVRK01000029.1_102	MVRK01000029.1_101							MVRK01000031.1_52	MVRK01000111.1_21			
153	GB_GCA_002067405.1	MVRP01000087.1_12	MVRP01000108.1_10	MVRP01000108.1_11											
154	GB_GCA_002067635.1	MVRB01000021.1_4	MVRB01000011.1_2	MVRB01000078.1_4							MVRB01000177.1_7	MVRB01000177.1_8			
155	GB_GCA_002067705.1	MVRL01000144.1_13	MVRL01000089.1_11	MVRL01000089.1_12							MVRL01000163.1_12	MVRL01000146.1_74			
156	GB_GCA_002067755.1	MVQH01000095.1_34	MVQH01000075.1_39	MVQH01000075.1_38							MVQH01000077.1_60	MVQH01000071.1_6			
157	GB_GCA_002067815.1	MVQR01000010.1_15	MVQR01000387.1_2	MVQR01000387.1_3											
158	GB_GCA_002067965.1	MVRN01000037.1_7	MVRN01000118.1_13	MVRN01000118.1_14											
159	GB_GCA_002069975.1	MWCJ01000044.1_3	MWCJ01000005.1_5	MWCJ01000005.1_4											
160	GB_GCA_002070825.1	MWDT01000567.1_1	MWDT01000019.1_4	MWDT01000019.1_5											
161	GB_GCA_002083615.1	MSXO01000026.1_61	MSXO01000027.1_2	MSXO01000027.1_3											
162	GB_GCA_002110465.1	NEED01000080.1_19	NEED01000049.1_255	NEED01000049.1_254									NEED01000075.1_162	NEED01000075.1_164	NEED01000001.1_19
163	GB_GCA_002134785.1	MBQZ01000018.1_153	MBQZ01000010.1_28	MBQZ01000010.1_30											
164	GB_GCA_002148405.1	MUGG01000003.1_4	MUGG01000119.1_43	MUGG01000119.1_42									MUGG01000151.1_4	MUGG01000151.1_3	MUGG01000111.1_47
165	GB_GCA_002163975.1	CP019638.1_1	CP019636.1_4107	CP019636.1_4031	CP019636.1_4018	CP019636.1_4006	CP019636.1_4001						CP019636.1_3469	CP019636.1_3467	CP019636.1_3785
166	GB_GCA_002172675.1	NETF01000005.1_21	NETF01000165.1_38	NETF01000165.1_39									NETF01000207.1_5	NETF01000207.1_2	NETF01000182.1_112
167	GB_GCA_002237645.1	MJUZ01000034.1_4	MJUZ01000014.1_12	MJUZ01000014.1_13											
168	GB_GCA_002256465.1	NQJG01000005.1_11	NQJG01000248.1_1	NQJG01000289.1_5											
169	GB_GCA_002256705.1	NQJI01000053.1_6	NQJI01000041.1_3	NQJI01000041.1_4											
170	GB_GCA_002256995.1	NCGX01000002.1_152	NCGX01000016.1_45	NCGX01000016.1_46											
171	GB_GCA_002257205.1	NCHM01000295.1_2	NCHM01000544.1_2	NCHM01000544.1_3											
172	GB_GCA_002270295.1	NISF01000005.1_245	NISF01000006.1_287	NISF01000006.1_286				NISF01000001.1_803	NISF01000001.1_804	NISF01000006.1_282					
173	GB_GCA_002281555.1	NCGJ01000002.1_192	NCGJ01000007.1_67	NCGJ01000007.1_68											
174	GB_GCA_002281735.1	NCGK01000002.1_218	NCGK01000014.1_4	NCGK01000014.1_3											
175	GB_GCA_002293545.1	DBDL01000025.1_7	DBDL01000061.1_10	DBDL01000061.1_9											
176	GB_GCA_002294045.1	DBEP01000074.1_53	DBEP01000051.1_51	DBEP01000051.1_52				DBEP01000066.1_121	DBEP01000066.1_118	DBEP01000122.1_4					
177	GB_GCA_002298145.1	DBMP01000006.1_265	DBMP01000029.1_89	DBMP01000029.1_88	DBMP01000029.1_90	DBMP01000016.1_4	DBMP01000016.1_6	DBMP01000017.1_46	DBMP01000017.1_47	DBMP01000016.1_8					
178	GB_GCA_002298165.1	DBMI01000071.1_27	DBMI01000028.1_138	DBMI01000028.1_139											
179	GB_GCA_002298335.1	DBNK01000025.1_61	DBNK01000010.1_6	DBNK01000010.1_7											
180	GB_GCA_002298925.1	DBMM01000039.1_63	DBMM01000094.1_5	DBMM01000094.1_4											
181	GB_GCA_002298965.1	DBMN01000254.1_10	DBMN01000263.1_33	DBMN01000263.1_32											
182	GB_GCA_002304345.1	NEUU01000007.1_102	NEUU01000012.1_16	NEUU01000012.1_15											
183	GB_GCA_002304505.1	NCEH01000025.1_14	NCEH01000083.1_2	NCEH01000083.1_3											
184	GB_GCA_002304785.1	DBMG01000121.1_18	DBMG01000129.1_8	DBMG01000129.1_9											
185	GB_GCA_002306005.1	DBRO01000036.1_14	DBRO01000109.1_35	DBRO01000109.1_36											
186	GB_GCA_002306945.1	DBTH01000228.1_4	DBTH01000001.1_17	DBTH01000001.1_18											
187	GB_GCA_002306975.1	DBTI01000297.1_13	DBTI01000098.1_17	DBTI01000098.1_16				DBTI01000267.1_30	DBTI01000114.1_50	DBTI01000267.1_37					
188	GB_GCA_002306985.1	DBTJ01000186.1_6	DBTJ01000037.1_47	DBTJ01000037.1_48											
189	GB_GCA_002307015.1	DBTK01000138.1_14	DBTK01000092.1_23	DBTK01000092.1_24											
190	GB_GCA_002307035.1	DBTL01000083.1_8	DBTL01000044.1_77	DBTL01000044.1_76											
191	GB_GCA_002307055.1	DBTM01000028.1_12	DBTM01000036.1_116	DBTM01000036.1_115											
192	GB_GCA_002307145.1	DBTR01000057.1_26	DBTR01000062.1_24	DBTR01000062.1_2				DBTR01000004.1_1	DBTR01000004.1_2	DBTR01000062.1_25					
193	GB_GCA_002307175.1	DBTS01000088.1_30	DBTS01000024.1_55	DBTS01000024.1_54				DBTS01000093.1_12	DBTS01000093.1_13	DBTS01000116.1_35					
194	GB_GCA_002307185.1	DBTT01000011.1_84	DBTT01000046.1_80	DBTT01000046.1_79											
195	GB_GCA_002307215.1	DBTU01000033.1_67	DBTU01000053.1_105	DBTU01000053.1_104	DBTU01000011.1_44	DBTU01000011.1_40	DBTU01000011.1_38								
196	GB_GCA_002307245.1	DBTW01000169.1_13	DBTW01000202.1_4	DBTW01000202.1_3											
197	GB_GCA_002307275.1	DBTX01000040.1_16	DBTX01000018.1_21	DBTX01000018.1_20											
198	GB_GCA_002307315.1	DBTZ01000036.1_22	DBTZ01000062.1_2	DBTZ01000062.1_1	DBTZ01000062.1_3	DBTZ01000067.1_13	DBTZ01000067.1_15								
199	GB_GCA_002307725.1	DBUB01000002.1_122	DBUB01000010.1_154	DBUB01000010.1_155	DBUB01000010.1_153	DBUB01000018.1_89	DBUB01000018.1_87								
200	GB_GCA_002309305.1	DBWR01000012.1_21	DBWR01000008.1_33	DBWR01000008.1_34											
201	GB_GCA_002309345.1	DBWZ01000008.1_12	DBWZ01000044.1_12	DBWZ01000044.1_11											
202	GB_GCA_002310215.1	DBYR01000011.1_53	DBYR01000006.1_38	DBYR01000006.1_39											
203	GB_GCA_002314145.1	DCCG01000019.1_95	DCCG01000017.1_97	DCCG01000017.1_98											
204	GB_GCA_002314445.1	DCFX01000038.1_27	DCFX01000053.1_13	DCFX01000053.1_14											
205	GB_GCA_002314775.1	DCHE01000016.1_26	DCHE01000088.1_59	DCHE01000088.1_60											
206	GB_GCA_002315155.1	DCFY01000075.1_13	DCFY01000106.1_3	DCFY01000106.1_2											
207	GB_GCA_002315235.1	DCGK01000016.1_3	DCGK01000101.1_16	DCGK01000101.1_17											
208	GB_GCA_002315435.1	DCFW01000040.1_16	DCFW01000034.1_24	DCFW01000034.1_25											
209	GB_GCA_002316675.1	DCDZ01000017.1_79	DCDZ01000030.1_40	DCDZ01000030.1_41											
210	GB_GCA_002319795.1	DCFU01000031.1_12	DCFU01000034.1_54	DCFU01000034.1_55											
211	GB_GCA_002319815.1	DCFR01000033.1_29	DCFR01000082.1_10	DCFR01000082.1_11											
212	GB_GCA_002325645.1	DCSN01000190.1_7	DCSN01000058.1_41	DCSN01000058.1_40									DCSN01000138.1_33	DCSN01000138.1_31	DCSN01000138.1_32
213	GB_GCA_002327225.1	DCUN01000159.1_4	DCUN01000057.1_4	DCUN01000189.1_5											
214	GB_GCA_002327235.1	DCUX01000052.1_32	DCUX01000054.1_17	DCUX01000054.1_18											
215	GB_GCA_002327405.1	DCVO01000025.1_22	DCVO01000092.1_34	DCVO01000092.1_33											
216	GB_GCA_002328495.1	DCUJ01000009.1_30	DCUJ01000012.1_128	DCUJ01000012.1_127											
217	GB_GCA_002329645.1	DCTS01000108.1_16	DCTS01000022.1_55	DCTS01000022.1_54											
218	GB_GCA_002337055.1	DDFG01000005.1_808	DDFG01000004.1_269	DDFG01000004.1_268											
219	GB_GCA_002339325.1	DDKK01000047.1_73	DDKK01000010.1_69	DDKK01000010.1_68											
220	GB_GCA_002339745.1	DDKP01000076.1_1	DDKP01000095.1_4	DDKP01000095.1_5											
221	GB_GCA_002340095.1	DDKS01000036.1_16	DDKS01000006.1_107	DDKS01000006.1_106											
222	GB_GCA_002340255.1	DDLS01000024.1_8	DDLS01000181.1_13	DDLS01000181.1_12									DDLS01000115.1_21	DDLS01000164.1_16	DDLS01000070.1_6
223	GB_GCA_002340325.1	DDLV01000112.1_9	DDLV01000032.1_13	DDLV01000032.1_12											
224	GB_GCA_002340345.1	DDLW01000263.1_5	DDLW01000155.1_2	DDLW01000155.1_3											
225	GB_GCA_002341805.1	DDOS01000108.1_28	DDOS01000126.1_22	DDOS01000126.1_21											
226	GB_GCA_002342805.1	DDQW01000059.1_27	DDQW01000093.1_16	DDQW01000093.1_15											
227	GB_GCA_002343485.1	DDST01000023.1_35	DDST01000096.1_2	DDST01000096.1_1											
228	GB_GCA_002343685.1	DDRS01000031.1_19	DDRS01000008.1_82	DDRS01000008.1_83											
229	GB_GCA_002345025.1	DDUX01000163.1_46	DDUX01000054.1_24	DDUX01000054.1_25											
230	GB_GCA_002345845.1	DDWF01000304.1_31	DDWF01000136.1_12	DDWF01000076.1_1											
231	GB_GCA_002347095.1	DDWZ01000019.1_51	DDWZ01000016.1_82	DDWZ01000016.1_83											
232	GB_GCA_002347185.1	DDXK01000060.1_21	DDXK01000077.1_15	DDXK01000077.1_14											
233	GB_GCA_002347405.1	DDXB01000018.1_23	DDXB01000046.1_48	DDXB01000046.1_47											
234	GB_GCA_002347615.1	DDYH01000018.1_35	DDYH01000026.1_21	DDYH01000026.1_22											
235	GB_GCA_002347965.1	DDYN01000051.1_72	DDYN01000016.1_90	DDYN01000016.1_89											
236	GB_GCA_002348905.1	DEBW01000102.1_35	DEBW01000034.1_24	DEBW01000034.1_25											
237	GB_GCA_002350105.1	DEDT01000024.1_28	DEDT01000054.1_34	DEDT01000054.1_33											
238	GB_GCA_002350445.1	DEEV01000074.1_14	DEEV01000007.1_5	DEEV01000007.1_4											
239	GB_GCA_002350525.1	DEFA01000021.1_127	DEFA01000017.1_35	DEFA01000017.1_36											
