	GenomeID	nifH	nifD	nifK	vnfD	vnfH	vnfK	anfD	anfH	anfK	nflD	nflH	ChlN	ChIl	ChlB
188	GB_GCA_016932015.1	JAFGDQ010000034.1_1	JAFGDQ010000034.1_4	JAFGDQ010000034.1_5											
189	RS_GCF_900129965.1	NZ_FQXM01000009.1_72	NZ_FQXM01000009.1_75	NZ_FQXM01000009.1_76											
190	GB_GCA_000961575.1	LADP01000032.1_43	LADP01000032.1_46	LADP01000032.1_47											
191	GB_GCA_000830255.1	JQIT01000004.1_71	JQIT01000005.1_267	JQIT01000005.1_268											
192	GB_GCA_013180605.1	QBUL01000133.1_2	QBUL01000168.1_5	QBUL01000168.1_6							QBUL01000076.1_4	QBUL01000168.1_2			
193	GB_GCA_903843305.1	CAIMPI010000015.1_135	CAIMPI010000015.1_138	CAIMPI010000015.1_139				CAIMPI010000031.1_90	CAIMPI010000031.1_87	CAIMPI010000031.1_92			CAIMPI010000016.1_95	CAIMPI010000016.1_97	CAIMPI010000016.1_96
194	RS_GCF_000468495.1	NC_022444.1_1199	NC_022444.1_1196	NC_022444.1_1195											
195	GB_GCA_018819205.1	JAHJQE010000078.1_18	JAHJQE010000016.1_5	JAHJQE010000016.1_4											
196	GB_GCA_016938235.1	JAFGVA010000017.1_27	JAFGVA010000017.1_24	JAFGVA010000017.1_23											
197	GB_GCA_903896745.1	CAITZA010000458.1_6	CAITZA010000458.1_3	CAITZA010000458.1_2											
198	RS_GCF_000018425.1	NC_010424.1_1790	NC_010424.1_153	NC_010424.1_154											
199	GB_GCA_903847275.1	CAINDC010000033.1_6	CAINDC010000220.1_15	CAINDC010000220.1_16											
200	GB_GCA_019100305.1	JAHRHW010000342.1_2	JAHRHW010000315.1_4	JAHRHW010000315.1_5											
201	RS_GCF_900142025.1	NZ_FQZM01000017.1_59	NZ_FQZM01000006.1_10	NZ_FQZM01000006.1_11											
202	GB_GCA_016735415.1	JAERRP010000737.1_2	JAERRP010000841.1_1	JAERRP010000841.1_2											
203	GB_GCA_017889725.1	JAGGAE010000064.1_7	JAGGAE010000064.1_4	JAGGAE010000064.1_3				JAGGAE010000092.1_4	JAGGAE010000092.1_7	JAGGAE010000092.1_2					
204	GB_GCA_002505765.1	DAVZ01000018.1_29	DAVZ01000055.1_96	DAVZ01000055.1_95							DAVZ01000005.1_36	DAVZ01000068.1_4			
205	GB_GCA_017392945.1	JAFOSK010000066.1_50	JAFOSK010000066.1_36	JAFOSK010000066.1_42											
206	GB_GCA_004299465.1	SCST01000214.1_3	SCST01000456.1_5	SCST01000456.1_4											
207	GB_GCA_013426785.1	JACDZI010000040.1_20	JACDZI010000015.1_26	JACDZI010000015.1_25									JACDZI010000005.1_10	JACDZI010000005.1_7	JACDZI010000005.1_9
208	GB_GCA_000309865.1	AMGN01000028.1_14	AMGN01000049.1_7	AMGN01000049.1_6							AMGN01000019.1_11	AMGN01000004.1_19			
209	RS_GCF_000014865.1	NC_008576.1_3162	NC_008576.1_1245	NC_008576.1_1244											
210	GB_GCA_902794115.1	CADBGD010000165.1_4	CADBGD010000102.1_8	CADBGD010000107.1_8											
211	GB_GCA_002435875.1	DIVN01000278.1_9	DIVN01000002.1_5	DIVN01000002.1_4											
212	GB_GCA_003153275.1	PLXX01000050.1_15	PLXX01000039.1_26	PLXX01000039.1_25											
213	GB_GCA_003232715.1	QIJG01000050.1_16	QIJG01000140.1_6	QIJG01000140.1_7											
