	Database	OrgGene	Gene	SeqID	EValue	Bitscore	AlnLength
22967	Zehr	nifH	nflH	AGI48130.1|Thermoplasmatales_archaeon_1	5e-248	824.5	702
5880	FunGene	nifD	nifD	B7KG75	5.9e-248	818.2	479
22968	Zehr	nifH	nflH	EHO85899.1|Eubacterium_infirmum_1	7e-248	824.0	739
5881	FunGene	nifD	nifD	P07328	7.2e-248	817.9	487
5882	FunGene	nifD	nifD	B6IXK7	7.6e-248	817.8	481
5883	FunGene	nifD	nifD	Q9AJ61	9.1e-248	817.6	476
5884	FunGene	nifD	nifD	D0EJC2	9.8e-248	817.5	485
22969	Zehr	nifH	nflH	ETK00068.1|Eubacterium_nodatum_1	1.2e-247	823.2	778
5885	FunGene	nifD	nifD	B7JA98	1.5e-247	816.8	475
5886	FunGene	nifD	nifD	C7DPA0	2.8e-247	815.9	486
5887	FunGene	nifD	nifD	C8SJQ3	2.8e-247	815.9	488
5888	FunGene	nifD	nifD	Q13N41	3.5e-247	815.6	481
22970	Zehr	nifH	nflH	EGB93021.1|Clostridium_sp._1	3.6e-247	821.7	734
5889	FunGene	nifD	nifD	D0EJD3	3.8e-247	815.5	483
22971	Zehr	nifH	nflH	AEF84719.1|Treponema_primitia_1	1.1e-246	820.0	729
5890	FunGene	nifD	nifD	Q47G68	1.3e-246	813.8	477
5891	FunGene	nifD	nifD	C7DP61	1.3e-246	813.7	487
5892	FunGene	nifD	nifD	A4TZV2	1.8e-246	813.3	474
5893	FunGene	nifD	nifD	D0EJB7	5.2e-246	811.8	482
5894	FunGene	nifD	nifD	B2JYD2	5.2e-246	811.7	480
5895	FunGene	nifD	nifD	Q1M7Z3	7.8e-246	811.2	483
5896	FunGene	nifD	nifD	Q55029	9.8e-246	810.8	479
5897	FunGene	nifD	nifD	D0EJD2	1.1e-245	810.6	485
5898	FunGene	nifD	nifD	B4AZA4	1.8e-245	810.0	479
5899	FunGene	nifD	nifD	P77874	3.3e-245	809.1	475
5900	FunGene	nifD	nifD	B3F2I8	3.5e-245	809.0	475
5901	FunGene	nifD	nifD	A4WRY4	3.8e-245	808.9	490
5902	FunGene	nifD	nifD	A0L6W9	8.1e-245	807.8	474
22972	Zehr	nifH	nflH	AEF80058.1|Treponema_azotonutricium_1	1e-244	813.5	726
5903	FunGene	nifD	nifD	Q3J0H2	1.2e-244	807.3	490
5904	FunGene	nifD	nifD	P06769	1.4e-244	807.0	484
5905	FunGene	nifD	nifD	B6A0Y7	1.9e-244	806.6	487
5906	FunGene	nifD	nifD	Q0GY15	1.9e-244	806.6	488
5907	FunGene	nifD	nifD	A1Z1X8	2.3e-244	806.3	483
5908	FunGene	nifD	nifD	A1Z1W0	2.5e-244	806.2	483
5909	FunGene	nifD	nifD	Q2W6Z8	3.4e-244	805.7	478
5910	FunGene	nifD	nifD	C4LAS6	3.9e-244	805.6	475
5911	FunGene	nifD	nifD	B2AIZ6	4.3e-244	805.4	489
5912	FunGene	nifD	nifD	B8ITG6	4.5e-244	805.3	494
5913	FunGene	nifD	nifD	C6B4Z1	5.9e-244	805.0	482
5914	FunGene	nifD	nifD	Q44485	6.8e-244	804.8	479
5915	FunGene	nifD	nifD	A1KYJ7	1.5e-243	803.6	475
5916	FunGene	nifD	nifD	Q2JTL8	3.4e-243	802.4	478
5917	FunGene	nifD	nifD	B3F2J1	5.1e-243	801.9	483
5918	FunGene	nifD	nifD	A5Y6I8	5.4e-243	801.8	488
5919	FunGene	nifD	nifD	O07642	6.7e-243	801.5	477
5920	FunGene	nifD	nifD	B8HWE4	7.2e-243	801.4	481
5921	FunGene	nifD	nifD	Q7X5B4	7.3e-243	801.4	486
5922	FunGene	nifD	nifD	A0YNZ6	9e-243	801.1	483
5923	FunGene	nifD	nifD	Q7X5B2	9.5e-243	801.0	486
5924	FunGene	nifD	nifD	Q8GPM4	1.5e-242	800.3	489
5925	FunGene	nifD	nifD	B3F2J0	1.6e-242	800.2	479
5926	FunGene	nifD	nifD	B9YWG6	2.5e-242	799.6	486
5927	FunGene	nifD	nifD	Q2JP77	4.2e-242	798.9	478
5928	FunGene	nifD	nifD	Q00239	9.4e-242	797.7	483
5929	FunGene	nifD	nifD	Q4C2Y7	1.5e-241	797.1	475
5930	FunGene	nifD	nifD	Q7X5B1	1.7e-241	796.9	484
5931	FunGene	nifD	nifD	Q8GPM6	2.3e-241	796.4	486
5932	FunGene	nifD	nifD	Q7WTA7	5.2e-241	795.2	472
5933	FunGene	nifD	nifD	Q8GPM9	5.3e-241	795.2	484
5934	FunGene	nifD	nifD	Q7X5B0	6.3e-241	795.0	484
5935	FunGene	nifD	nifD	Q589A1	6.5e-241	794.9	483
5936	FunGene	nifD	nifD	C8S0T3	7.1e-241	794.8	486
5937	FunGene	nifD	nifD	C6C8T2	9.9e-241	794.3	475
5938	FunGene	nifD	nifD	O84929	1.1e-240	794.2	479
5939	FunGene	nifD	nifD	Q8KC89	1.1e-240	794.2	530
5940	FunGene	nifD	nifD	B3F2J4	1.2e-240	794.1	479
5941	FunGene	nifD	nifD	P00464	2.8e-240	792.8	485
5942	FunGene	nifD	nifD	Q4PJU5	3.7e-240	792.4	484
5943	FunGene	nifD	nifD	Q8GPM5	5.3e-240	791.9	486
5944	FunGene	nifD	nifD	A2V8A0	1.3e-239	790.6	477
5945	FunGene	nifD	nifD	A1WTQ5	1.5e-239	790.5	480
5946	FunGene	nifD	nifD	B3F2H8	3.6e-239	789.1	477
5947	FunGene	nifD	nifD	Q44045	4.9e-239	788.7	488
5948	FunGene	nifD	nifD	Q53UA0	5.2e-239	788.6	474
5949	FunGene	nifD	nifD	B0TAP4	5.5e-239	788.5	473
5950	FunGene	nifD	nifD	A1BEG7	5.9e-239	788.4	521
5951	FunGene	nifD	nifD	Q3S2V5	1.3e-238	787.4	485
5952	FunGene	nifD	nifD	B3F2I0	1.9e-238	786.8	477
5953	FunGene	nifD	nifD	Q7X5B3	2.3e-238	786.5	484
5954	FunGene	nifD	nifD	Q3B2P3	3e-238	786.1	530
5955	FunGene	nifD	nifD	Q24PI3	3e-238	786.1	482
5956	FunGene	nifD	nifD	B9X243	3.1e-238	786.1	474
5957	FunGene	nifD	nifD	B7TB35	5e-238	785.4	477
5958	FunGene	nifD	nifD	Q7MRF8	5.2e-238	785.3	478
5959	FunGene	nifD	nifD	A4SFU9	5.7e-238	785.2	526
5960	FunGene	nifD	nifD	B9X2C0	8.8e-238	784.6	471
5961	FunGene	nifD	nifD	B3EH85	1.1e-237	784.3	524
5962	FunGene	nifD	nifD	B3F2I3	1.1e-237	784.2	478
5963	FunGene	nifD	nifD	Q8GPM3	1.7e-237	783.6	474
5964	FunGene	nifD	nifD	B9M0S3	2.1e-237	783.3	469
5965	FunGene	nifD	nifD	B3QQ15	2.2e-237	783.3	529
5966	FunGene	nifD	nifD	Q5NLG2	2.8e-237	782.9	484
5967	FunGene	nifD	nifD	Q6D2Y9	8.1e-237	781.4	479
5968	FunGene	nifD	nifD	B9X2A1	1.9e-236	780.2	480
5969	FunGene	nifD	nifD	B5ECQ3	1.9e-236	780.2	475
5970	FunGene	nifD	nifD	B8FAC1	2.4e-236	779.8	531
5971	FunGene	nifD	nifD	B4S9H8	3.8e-236	779.2	529
5972	FunGene	nifD	nifD	B8DR77	5.8e-236	778.6	532
5973	FunGene	nifD	nifD	B3EL84	1.6e-235	777.1	527
5974	FunGene	nifD	nifD	A1AUP0	1.7e-235	777.0	470
5975	FunGene	nifD	nifD	A5GAL1	2e-235	776.8	468
5976	FunGene	nifD	nifD	Q0YUY7	2.4e-235	776.5	530
5977	FunGene	nifD	nifD	A8L2C3	2.6e-235	776.4	474
5978	FunGene	nifD	nifD	C8Q2M4	2.7e-235	776.3	474
5979	FunGene	nifD	nifD	C8R0M9	2.8e-235	776.3	530
5980	FunGene	nifD	nifD	B4WRV2	3.3e-235	776.1	477
5981	FunGene	nifD	nifD	A7HET0	3.6e-235	775.9	470
5982	FunGene	nifD	nifD	Q3AR67	4e-235	775.8	537
5983	FunGene	nifD	nifD	B4SC62	5.9e-235	775.2	528
5984	FunGene	nifD	nifD	Q8PYX7	9.3e-235	774.6	517
5985	FunGene	nifD	nifD	Q7X5A9	1.1e-234	774.3	484
5986	FunGene	nifD	nifD	Q0RAV5	2.1e-234	773.4	474
5987	FunGene	nifD	nifD	C0GSM9	2.9e-234	772.9	527
5988	FunGene	nifD	nifD	C7LPB2	3.1e-234	772.8	531
5989	FunGene	nifD	nifD	Q749C3	3.9e-234	772.5	468
5990	FunGene	nifD	nifD	Q3A2R8	4e-234	772.5	472
5991	FunGene	nifD	nifD	Q1NW43	5.6e-234	772.0	537
5992	FunGene	nifD	nifD	C6MRS8	6.1e-234	771.9	468
5993	FunGene	nifD	nifD	B5YH17	6.2e-234	771.8	471
5994	FunGene	nifD	nifD	Q2J4F9	7.9e-234	771.5	474
5995	FunGene	nifD	nifD	D1KS43	9.2e-234	771.3	474
5996	FunGene	nifD	nifD	P00466	2e-233	770.2	476
5997	FunGene	nifD	nifD	C4XRJ9	2.9e-233	769.6	530
5998	FunGene	nifD	nifD	C6BX31	3.5e-233	769.4	532
5999	FunGene	nifD	nifD	Q39XW9	4.1e-233	769.2	472
6000	FunGene	nifD	nifD	C0GKD5	4.6e-233	769.0	523
6001	FunGene	nifD	nifD	Q46G39	7.1e-233	768.4	517
6002	FunGene	nifD	nifD	A0LH08	1.9e-232	767.0	531
6003	FunGene	nifD	nifD	Q8TJ90	2.4e-232	766.6	516
6004	FunGene	nifD	nifD	C8W444	2.5e-232	766.5	533
6005	FunGene	nifD	nifD	B3E3W1	3e-232	766.3	470
6006	FunGene	nifD	nifD	P55170	3.9e-232	765.9	517
6007	FunGene	nifD	nifD	Q47927	2.8e-231	763.1	480
6008	FunGene	nifD	nifD	C6PCX3	3.4e-231	762.8	526
6009	FunGene	nifD	nifD	A4J8B9	4.5e-231	762.4	528
6010	FunGene	nifD	nifD	A5N1U0	5.3e-231	762.2	532
6011	FunGene	nifD	nifD	B4ULZ0	8.2e-231	761.5	470
6012	FunGene	nifD	nifD	P06662	1.4e-230	760.8	474
6013	FunGene	nifD	nifD	B8GEW4	1.8e-230	760.4	532
6014	FunGene	nifD	nifD	B3QXW8	7.5e-230	758.4	529
7514	FunGene	vnfD	anfD	ADU27824;size=1;/1-460	9e-230	753.9	459
6015	FunGene	nifD	nifD	A6TTY0	2.1e-229	756.9	526
6016	FunGene	nifD	nifD	C0QKL1	3.4e-229	756.2	534
6017	FunGene	nifD	nifD	Q0W440	6.6e-229	755.3	528
6018	FunGene	nifD	nifD	B5JMT9	5.9e-228	752.1	526
6019	FunGene	nifD	nifD	Q3Z7D0	1.1e-227	751.2	526
6020	FunGene	nifD	nifD	C0A2R7	6.7e-227	748.6	522
6021	FunGene	nifD	nifD	Q56JU4	1.1e-226	747.9	435
6022	FunGene	nifD	nifD	Q72WS7	1.8e-226	747.2	528
6023	FunGene	nifD	nifD	A7I7F2	5.1e-226	745.7	533
6024	FunGene	nifD	nifD	P25313	7.2e-226	745.2	475
6025	FunGene	nifD	nifD	Q47923	1e-225	744.7	474
22973	Zehr	nifH	nflH	EGS31172.1|Peptoniphilus_sp._1	1.4e-225	750.3	688
6026	FunGene	nifD	nifD	Q97ME2	1e-224	741.4	527
6027	FunGene	nifD	nifD	Q1K0I7	1e-224	741.4	469
7515	FunGene	vnfD	anfD	AKG34370;size=1;/1-460	1.2e-224	737.0	459
6028	FunGene	nifD	nifD	C7IGE7	1.3e-224	741.1	523
7516	FunGene	vnfD	anfD	OBQ03851;size=4;/1-460	2.3e-224	736.1	459
6029	FunGene	nifD	nifD	A0ZAV9	5.5e-224	739.0	450
6030	FunGene	nifD	nifD	C5RN63	8.8e-224	738.3	522
7517	FunGene	vnfD	anfD	EKE99886;size=1;/1-460	2.9e-223	732.5	459
6031	FunGene	nifD	nifD	B6YRI9	4.3e-223	736.0	535
7518	FunGene	vnfD	anfD	EKF04224;size=1;/1-460	5.2e-223	731.6	459
7519	FunGene	vnfD	anfD	OIQ93815;size=1;/1-460	3.3e-222	728.9	458
6032	FunGene	nifD	nifD	B4VJP5	6.2e-222	732.2	518
7520	FunGene	vnfD	anfD	AHA37824;size=1;/1-460	1.3e-221	727.0	459
7521	FunGene	vnfD	anfD	AKB51721;size=2;/1-460	4.4e-221	725.3	457
7522	FunGene	vnfD	anfD	AHA37825;size=1;/1-460	6.5e-221	724.7	459
7523	FunGene	vnfD	anfD	BAH06671;size=2;/1-460	1.1e-220	723.9	459
7524	FunGene	vnfD	anfD	AAF72180;size=1;/1-460	1.5e-220	723.5	457
7525	FunGene	vnfD	anfD	EKQ52376;size=1;/1-460	3.1e-220	722.4	459
6033	FunGene	nifD	nifD	C1SID1	4e-220	726.2	473
7526	FunGene	vnfD	anfD	CAE26821;size=1;/1-460	4.4e-220	721.9	459
7527	FunGene	vnfD	anfD	AKB81589;size=1;/1-460	4.8e-220	721.8	457
6034	FunGene	nifD	nifD	Q6DQY7	1e-219	724.9	524
6035	FunGene	nifD	nifD	P00467	3.5e-219	723.1	525
6036	FunGene	nifD	nifD	Q3M664	7.5e-219	722.0	450
7528	FunGene	vnfD	anfD	AKB48005;size=2;/1-460	8.4e-219	717.7	456
7529	FunGene	vnfD	anfD	AGK98263;size=1;/1-460	1.5e-218	716.9	459
7530	FunGene	vnfD	anfD	OMH20013;size=6;/1-460	2e-218	716.5	459
7531	FunGene	vnfD	anfD	AAM04635;size=1;/1-460	2.5e-218	716.2	457
7532	FunGene	vnfD	anfD	EXJ15821;size=1;/1-460	4.3e-218	715.4	459
7533	FunGene	vnfD	anfD	SEH51093;size=1;/1-460	7.2e-218	714.6	459
6037	FunGene	nifD	nifD	B1QUW1	3.2e-216	713.3	528
7535	FunGene	vnfD	anfD	SFX09986;size=5;/1-460	3.3e-216	709.2	459
7534	FunGene	vnfD	anfD	ADP69796;size=1;/1-460	3.3e-216	709.2	459
7536	FunGene	vnfD	anfD	CAA36058;size=1;/1-460	9.7e-216	707.6	459
7537	FunGene	vnfD	anfD	CCD03004;size=1;/1-460	1e-215	707.6	459
7538	FunGene	vnfD	anfD	SFL38789;size=2;/1-460	1.4e-215	707.1	459
6038	FunGene	nifD	nifD	Q1KX98	1.5e-212	701.3	433
22974	Zehr	nifH	nflH	CDB02908.1|Firmicutes_bacterium_1	1.5e-211	703.9	685
22975	Zehr	nifH	nflH	EEN15621.1|Desulfotomaculum_acetoxidans_1	3.8e-210	699.3	675
6039	FunGene	nifD	nifD	P08717	9.4e-210	692.0	466
6040	FunGene	nifD	nifD	Q02452	3.4e-193	637.3	474
22976	Zehr	nifH	nflH	AGN26900.1|Methanomassiliicoccus_sp._1	3.2e-189	630.1	717
6041	FunGene	nifD	nifD	Q50788	8.5e-185	609.5	458
15674	Mise	nifH	vnfH	WP_190682846.1	1e-182	600.5	288
15675	Mise	nifH	vnfH	WP_190982866.1	1.3e-182	600.2	288
7409	FunGene	nifH	vnfH	gi|186680941|ref|YP_001864137.1|	1.3e-182	596.7	291
10562	Mise	nifH	vnfH	WP_109328314.1	1.5e-182	601.7	291
6042	FunGene	nifD	nifD	O27605	1.9e-182	601.8	457
15676	Mise	nifH	vnfH	WP_167723396.1	2.1e-182	599.5	290
15677	Mise	nifH	vnfH	WP_014239786.1	2.1e-182	599.5	291
15678	Mise	nifH	vnfH	WP_190539391.1	2.8e-182	599.1	287
10563	Mise	nifH	vnfH	WP_209768162.1	6e-182	599.7	291
7410	FunGene	nifH	vnfH	gi|289474534|gb|ADC97878.1|	6e-182	594.4	290
10564	Mise	nifH	vnfH	WP_029011025.1	6.1e-182	599.7	290
10565	Mise	nifH	vnfH	WP_209872947.1	9.3e-182	599.1	291
7411	FunGene	nifH	vnfH	gi|189219887|ref|YP_001940528.1|	1.3e-181	593.3	290
10566	Mise	nifH	vnfH	WP_038528978.1	1.4e-181	598.5	291
10567	Mise	nifH	vnfH	WP_017314873.1	1.5e-181	598.4	291
10568	Mise	nifH	vnfH	WP_014430473.1	1.9e-181	598.0	291
10569	Mise	nifH	vnfH	WP_109117984.1	1.9e-181	598.0	290
15679	Mise	nifH	vnfH	WP_094327394.1	2.2e-181	596.2	291
10570	Mise	nifH	vnfH	WP_149468961.1	2.4e-181	597.8	291
15680	Mise	nifH	vnfH	WP_109012212.1	2.7e-181	595.9	291
10571	Mise	nifH	vnfH	WP_138497161.1	2.7e-181	597.5	292
15681	Mise	nifH	vnfH	WP_096643608.1	2.8e-181	595.8	287
10572	Mise	nifH	vnfH	WP_214433605.1	2.9e-181	597.5	291
15682	Mise	nifH	vnfH	WP_096580546.1	3e-181	595.7	286
10573	Mise	nifH	vnfH	WP_180285251.1	3.8e-181	597.0	291
15684	Mise	nifH	vnfH	WP_190746162.1	4e-181	595.3	286
15683	Mise	nifH	vnfH	WP_100900502.1	4e-181	595.3	291
15685	Mise	nifH	vnfH	WP_185566649.1	4.6e-181	595.1	286
15686	Mise	nifH	vnfH	WP_190954475.1	5.1e-181	595.0	286
10574	Mise	nifH	vnfH	WP_012407220.1	5.1e-181	596.7	291
15687	Mise	nifH	vnfH	WP_096542070.1	5.3e-181	594.9	282
10575	Mise	nifH	vnfH	WP_015210664.1	5.6e-181	596.5	292
15688	Mise	nifH	vnfH	WP_118163822.1	5.7e-181	594.8	292
10576	Mise	nifH	vnfH	WP_085088510.1	6.2e-181	596.4	290
15689	Mise	nifH	vnfH	WP_096587343.1	6.4e-181	594.7	289
21465	Zehr	nifH	vnfH	AAB02342.1|Azospirillum_brasilense_1	6.8e-181	599.5	291
10577	Mise	nifH	vnfH	WP_190918984.1	6.8e-181	596.2	291
10578	Mise	nifH	vnfH	WP_094327394.1	6.9e-181	596.2	291
7412	FunGene	nifH	vnfH	gi|218667119|ref|YP_002425950.1|	7e-181	590.9	290
15690	Mise	nifH	vnfH	WP_190700437.1	7.3e-181	594.5	287
10579	Mise	nifH	vnfH	WP_094344321.1	8.8e-181	595.9	291
10580	Mise	nifH	vnfH	WP_190456639.1	9.7e-181	595.7	291
10581	Mise	nifH	vnfH	WP_109068582.1	1e-180	595.7	291
2601	Buckley	nifH	vnfH	7211602X51500_1	1e-180	598.9	290
10582	Mise	nifH	vnfH	WP_114083679.1	1.1e-180	595.6	291
15691	Mise	nifH	vnfH	WP_190601103.1	1.2e-180	593.7	289
15692	Mise	nifH	vnfH	WP_193887100.1	1.3e-180	593.7	287
10584	Mise	nifH	vnfH	WP_109107872.1	1.3e-180	595.3	290
10583	Mise	nifH	vnfH	WP_113892793.1	1.3e-180	595.3	291
10585	Mise	nifH	vnfH	WP_119830136.1	1.4e-180	595.2	289
10586	Mise	nifH	vnfH	WP_196526301.1	1.5e-180	595.1	291
15693	Mise	nifH	vnfH	WP_096603061.1	1.5e-180	593.4	288
10587	Mise	nifH	vnfH	WP_126996253.1	1.6e-180	595.0	290
15694	Mise	nifH	vnfH	WP_016877702.1	1.7e-180	593.3	286
7413	FunGene	nifH	vnfH	gi|170741696|ref|YP_001770351.1|	1.8e-180	589.6	291
15695	Mise	nifH	vnfH	WP_190406855.1	1.9e-180	593.1	287
10588	Mise	nifH	vnfH	WP_174710323.1	2e-180	594.7	292
15696	Mise	nifH	vnfH	WP_096583037.1	2.1e-180	593.0	282
10589	Mise	nifH	vnfH	WP_134390093.1	2.3e-180	594.5	290
10590	Mise	nifH	vnfH	WP_169145555.1	2.4e-180	594.4	290
15697	Mise	nifH	vnfH	WP_190694709.1	2.5e-180	592.7	282
2602	Buckley	nifH	vnfH	AP012320_1	2.6e-180	597.5	290
6043	FunGene	nifD	nifD	P71526	2.6e-180	594.7	471
21466	Zehr	nifH	vnfH	EGJ10941.1|Rubrivivax_benzoatilyticus_1	2.6e-180	597.6	291
10591	Mise	nifH	vnfH	WP_201079207.1	2.9e-180	594.2	292
15698	Mise	nifH	vnfH	WP_011321148.1	2.9e-180	592.5	285
15700	Mise	nifH	vnfH	WP_104518296.1	3.1e-180	592.4	290
15699	Mise	nifH	vnfH	WP_086686799.1	3.1e-180	592.4	286
10592	Mise	nifH	vnfH	WP_209105224.1	3.1e-180	594.1	291
10593	Mise	nifH	vnfH	WP_098740339.1	3.2e-180	594.0	290
10594	Mise	nifH	vnfH	WP_142847681.1	3.3e-180	594.0	286
15701	Mise	nifH	vnfH	WP_096580147.1	3.6e-180	592.2	289
2603	Buckley	nifH	vnfH	AF194084_1	3.8e-180	597.0	290
15702	Mise	nifH	vnfH	WP_013192322.1	3.9e-180	592.1	291
21467	Zehr	nifH	vnfH	AAK26105.1|unidentified_bacterium_1	4e-180	596.9	290
10595	Mise	nifH	vnfH	WP_163926967.1	4.1e-180	593.7	288
10596	Mise	nifH	vnfH	WP_069073115.1	4.2e-180	593.6	287
10597	Mise	nifH	vnfH	WP_131309303.1	4.4e-180	593.6	292
7414	FunGene	nifH	vnfH	gi|220923884|ref|YP_002499186.1|	4.5e-180	588.3	291
10598	Mise	nifH	vnfH	WP_129607798.1	4.6e-180	593.5	290
