	SeqID	Database	OrgGene	Gene	EValue	Bitscore	AlnLength
32	CP001189_1	Buckley	nifH	vnfH	1.60E-177	587.5	291
33	AP007255_1	Buckley	nifH	vnfH	1.90E-177	587.3	289
34	3901277U89346_1	Buckley	nifH	vnfH	1.90E-177	587.3	288
35	JN021930_1	Buckley	nifH	vnfH	2.10E-177	588.3	292
36	CP0013441_1	Buckley	nifH	vnfH	2.20E-177	587	284
37	CP001076_1	Buckley	nifH	vnfH	2.50E-177	587.7	290
38	CP002418_1	Buckley	nifH	vnfH	3.60E-177	586.3	290
39	gi_298231532_1	Buckley	nifH	vnfH	3.60E-177	586.3	286
40	CP001150_1	Buckley	nifH	vnfH	4.30E-177	586.1	288
41	BA000012_1	Buckley	nifH	vnfH	6.60E-177	585.4	289
42	CP0002711_1	Buckley	nifH	vnfH	9.90E-177	584.9	289
43	CP0006611_1	Buckley	nifH	vnfH	1.20E-176	585.8	288
44	CP000301_2_1	Buckley	nifH	vnfH	1.40E-176	584.4	291
45	CP000463_2_1	Buckley	nifH	vnfH	1.40E-176	585.3	291
46	AGSN01000002_1	Buckley	nifH	vnfH	1.60E-176	584.2	290
47	17122602AH000924_1	Buckley	nifH	vnfH	1.60E-176	584.2	290
48	AE006469_1	Buckley	nifH	vnfH	1.70E-176	584.1	290
49	ACZA01000008_1	Buckley	nifH	vnfH	1.80E-176	584	290
50	NZ_AAAU03000002_1	Buckley	nifH	anfH	1.90E-176	584.5	274
51	NC_005296_1	Buckley	nifH	vnfH	2.00E-176	583.9	289
52	CAHP01000046_1	Buckley	nifH	vnfH	2.00E-176	583.8	288
53	451993452883U00090_1	Buckley	nifH	vnfH	2.20E-176	584.9	290
54	CP000740_1	Buckley	nifH	vnfH	2.20E-176	584.9	290
55	AL672114_1	Buckley	nifH	vnfH	2.30E-176	584.9	289
56	5271414Z31716_1	Buckley	nifH	vnfH	2.30E-176	584.9	288
57	ADNR01000001_1	Buckley	nifH	vnfH	3.30E-176	584.4	289
58	BA000019_1	Buckley	nifH	vnfH	3.90E-176	584.1	288
59	FQ859181_1	Buckley	nifH	vnfH	4.00E-176	582.9	290
60	CP0006161_1	Buckley	nifH	vnfH	4.10E-176	582.8	289
61	CP000283_1	Buckley	nifH	vnfH	4.70E-176	583.5	291
62	CACA01000066_1	Buckley	nifH	vnfH	4.80E-176	582.6	291
63	CP0007811_1	Buckley	nifH	vnfH	4.80E-176	582.6	289
64	CP000089_1	Buckley	nifH	vnfH	5.00E-176	582.6	290
65	CP001013_1	Buckley	nifH	vnfH	5.60E-176	582.4	289
66	CP002292_1	Buckley	nifH	vnfH	5.60E-176	582.4	288
67	CP0012801_1	Buckley	nifH	vnfH	5.70E-176	582.4	289
68	AE0172822_1	Buckley	nifH	vnfH	7.20E-176	582	289
69	U49515_1	Buckley	nifH	vnfH	1.00E-175	581.6	286
70	AM236084_1	Buckley	nifH	vnfH	1.00E-175	581.5	290
71	M16709_1	Buckley	nifH	vnfH	1.30E-175	581.2	290
72	CP0005291_1	Buckley	nifH	vnfH	1.30E-175	581.2	290
73	CU459003_1	Buckley	nifH	vnfH	1.40E-175	581.1	288
74	GG693862_1	Buckley	nifH	vnfH	1.60E-175	580.9	288
75	D00666_1	Buckley	nifH	vnfH	1.80E-175	580.7	281
76	M16710_1	Buckley	nifH	vnfH	2.30E-175	581.6	290
77	ACYY01000009_1	Buckley	nifH	vnfH	3.00E-175	580	290
78	61130226113909NC_009485_1	Buckley	nifH	vnfH	3.10E-175	579.9	290
79	CP000230_1	Buckley	nifH	vnfH	3.50E-175	579.8	291
80	AF200742_1	Buckley	nifH	vnfH	3.60E-175	579.7	290
81	AB196476_1	Buckley	nifH	vnfH	4.40E-175	579.5	287
82	CP0004941_1	Buckley	nifH	vnfH	6.40E-175	580.1	290
83	3951840390NZ_AAAU03000003_1	Buckley	nifH	vnfH	1.10E-174	578.1	287
84	X63352_1	Buckley	nifH	vnfH	1.30E-174	579.2	289
85	X07866_1	Buckley	nifH	vnfH	1.50E-174	577.7	289
86	gi_182632885_1	Buckley	nifH	vnfH	1.90E-174	577.4	287
87	NC_009445_1	Buckley	nifH	vnfH	2.30E-174	578	290
88	CU2341181_1	Buckley	nifH	vnfH	2.50E-174	578.2	290
89	CP0003041_1	Buckley	nifH	vnfH	3.60E-174	577.4	289
90	CP0004631_1	Buckley	nifH	anfH	3.60E-174	576.1	274
91	gi_257044187_1	Buckley	nifH	vnfH	4.60E-174	576.1	290
92	6061496X96609_1	Buckley	nifH	vnfH	5.20E-174	575.9	288
93	CP003218_1	Buckley	nifH	vnfH	5.40E-174	576.8	290
94	CP001654_1	Buckley	nifH	vnfH	6.00E-174	575.7	290
95	AGFC01000063_1	Buckley	nifH	vnfH	6.60E-174	575.6	289
96	CP0009641_1	Buckley	nifH	vnfH	7.10E-174	575.5	290
97	7761657AB189453_1	Buckley	nifH	vnfH	8.10E-174	576.5	289
98	gi_291582584_1	Buckley	nifH	vnfH	8.20E-174	575.3	288
99	CP002038_1	Buckley	nifH	vnfH	1.10E-173	575.7	290
100	CP001046_1	Buckley	nifH	vnfH	1.10E-173	574.9	289
101	ADVE01000002_1	Buckley	nifH	vnfH	1.20E-173	574.7	289
102	J05111_1	Buckley	nifH	vnfH	1.30E-173	574.7	289
103	M24596X03916_1	Buckley	nifH	vnfH	1.40E-173	574.6	287
104	NZ_AAAU03000001_1	Buckley	nifH	vnfH	1.90E-173	575.3	287
105	CU633751_1	Buckley	nifH	vnfH	2.00E-173	574	289
106	2NC_005296_1	Buckley	nifH	anfH	2.10E-173	573.6	274
107	CP000117_3_1	Buckley	nifH	vnfH	2.20E-173	574.8	282
108	2911172V00631_1	Buckley	nifH	vnfH	2.20E-173	575.1	290
109	AFWU01000015_1	Buckley	nifH	vnfH	2.80E-173	573.5	290
110	AFWV01000002_1	Buckley	nifH	vnfH	2.90E-173	573.5	290
111	J01740_1	Buckley	nifH	vnfH	3.30E-173	574.2	290
112	V00001_1	Buckley	nifH	vnfH	4.50E-173	574.1	288
113	CP0018961_1	Buckley	nifH	vnfH	5.90E-173	572.5	289
114	16909M15270_1	Buckley	nifH	vnfH	6.00E-173	572.4	289
115	CP002433_1	Buckley	nifH	vnfH	6.90E-173	572.2	289
116	M32371_1	Buckley	nifH	vnfH	7.00E-173	572.2	287
117	X70033_1	Buckley	nifH	anfH	8.20E-173	571.7	274
118	AFWT01000001_1	Buckley	nifH	vnfH	8.80E-173	571.9	287
119	2381116M73020_1	Buckley	nifH	vnfH	1.20E-172	571.4	288
120	U49859_1	Buckley	nifH	vnfH	2.60E-172	570.4	279
121	gi_49609491_1	Buckley	nifH	vnfH	5.00E-172	569.4	290
122	2411137M15238_1	Buckley	nifH	vnfH	5.50E-172	569.3	290
123	NC_011958_1	Buckley	nifH	anfH	6.00E-172	568.9	274
124	CP0002391_1	Buckley	nifH	vnfH	6.90E-172	569	287
125	X13519_1	Buckley	nifH	vnfH	9.50E-172	569.4	287
126	EF158805_1	Buckley	nifH	vnfH	2.00E-171	568.7	282
127	HQ115051_1	Buckley	nifH	vnfH	2.10E-171	568.6	282
128	HQ115055_1	Buckley	nifH	vnfH	2.90E-171	567.8	282
129	CP003244_1	Buckley	nifH	vnfH	3.30E-171	566.8	288
130	CP0004711_1	Buckley	nifH	vnfH	3.40E-171	566.7	290
131	EF158808_1	Buckley	nifH	vnfH	4.60E-171	567.1	282
132	EF158809_1	Buckley	nifH	vnfH	5.70E-171	567.2	282
133	EF158799_1	Buckley	nifH	vnfH	6.90E-171	566.9	282
134	19792857AJ299453_1	Buckley	nifH	vnfH	8.00E-171	565.5	287
135	HQ115049_1	Buckley	nifH	vnfH	1.20E-170	566.1	282
136	HQ115050_1	Buckley	nifH	vnfH	2.00E-170	565.4	282
137	HQ115053_1	Buckley	nifH	vnfH	2.30E-170	565.2	282
138	EF158806_1	Buckley	nifH	vnfH	3.00E-170	563.6	281
139	HQ115059_1	Buckley	nifH	vnfH	4.90E-170	563.8	282
140	HQ115047_1	Buckley	nifH	vnfH	5.40E-170	564	282
141	HQ115052_1	Buckley	nifH	vnfH	5.80E-170	563.5	282
142	HQ115054_1	Buckley	nifH	vnfH	6.10E-170	563.5	281
143	M23528_1	Buckley	nifH	anfH	7.10E-170	562.1	274
144	HQ115046_1	Buckley	nifH	vnfH	8.10E-170	563.4	281
145	EF158807_1	Buckley	nifH	vnfH	9.40E-170	562	279
146	ADGT01000052_1	Buckley	nifH	vnfH	1.20E-169	561.6	286
147	EF158800_1	Buckley	nifH	vnfH	1.40E-169	561.4	282
148	CT573213_1	Buckley	nifH	vnfH	1.70E-169	561.1	284
149	AF167538_1	Buckley	nifH	vnfH	1.80E-169	561	287
150	AB189641_1	Buckley	nifH	vnfH	2.60E-169	560.5	288
151	CP000249_1	Buckley	nifH	vnfH	4.10E-169	559.9	284
152	HQ115058_1	Buckley	nifH	vnfH	5.90E-169	560.2	282
153	CP0005441_1	Buckley	nifH	vnfH	6.30E-169	559.3	288
154	X57006_1	Buckley	nifH	vnfH	1.10E-168	559.7	284
155	EF158811_1	Buckley	nifH	vnfH	1.20E-168	559.5	281
156	34874350U53363_1	Buckley	nifH	vnfH	2.00E-168	557.6	284
157	EF158802_1	Buckley	nifH	vnfH	2.50E-168	558.1	281
158	GQ892931_1	Buckley	nifH	vnfH	2.60E-168	558.4	282
159	CP0008201_1	Buckley	nifH	vnfH	3.10E-168	557	285
160	CP0011241_1	Buckley	nifH	vnfH	4.20E-168	556.5	285
161	M21132_1	Buckley	nifH	vnfH	7.00E-168	557	284
162	NZ_ABRF01000001_1	Buckley	nifH	vnfH	9.90E-168	556.2	285
163	HM019532_1	Buckley	nifH	vnfH	1.00E-167	556.5	282
164	gi_320123932_1	Buckley	nifH	vnfH	1.30E-167	556.2	285
165	CP0001421_1	Buckley	nifH	vnfH	1.40E-167	554.9	287
166	ADGX01000041_1	Buckley	nifH	vnfH	1.50E-167	554.8	285
167	CP000148_1	Buckley	nifH	vnfH	2.50E-167	554	285
168	HM019531_1	Buckley	nifH	vnfH	2.60E-167	554.8	282
169	AB126254_1	Buckley	nifH	vnfH	3.70E-167	554.3	279
170	70954U23507_1	Buckley	nifH	vnfH	7.40E-167	552.4	285
171	AAEW02000007_1	Buckley	nifH	vnfH	1.10E-166	551.9	286
172	AY115490_1	Buckley	nifH	vnfH	1.20E-166	553	284
173	CP002048_1	Buckley	nifH	anfH	1.30E-166	551.4	274
174	EU514545_1	Buckley	nifH	vnfH	1.90E-166	551.1	267
175	gi_315468987_1	Buckley	nifH	anfH	2.00E-166	550.7	274
176	2121075U53362_1	Buckley	nifH	vnfH	2.00E-166	551	284
177	AB196525_1	Buckley	nifH	vnfH	2.30E-166	550.8	281
178	DQ284983_1	Buckley	nifH	vnfH	2.30E-166	550.9	264
179	CP0009302_1	Buckley	nifH	vnfH	2.90E-166	550.5	279
180	gi_221562406_1	Buckley	nifH	vnfH	9.30E-166	548.8	286
181	CP0007691_1	Buckley	nifH	vnfH	1.00E-165	548.7	284
182	JH601048_1	Buckley	nifH	vnfH	1.10E-165	549.4	284
183	CP003107_1	Buckley	nifH	vnfH	1.30E-165	548.4	284
184	EU514544_1	Buckley	nifH	vnfH	1.70E-165	549.2	267
185	AB094963_1	Buckley	nifH	vnfH	1.90E-165	547.9	260
186	EU514542_1	Buckley	nifH	vnfH	2.90E-165	548.1	267
187	CP0012911_1	Buckley	nifH	vnfH	3.00E-165	547.2	282
188	CP0011311_1	Buckley	nifH	vnfH	3.30E-165	547	285
189	CP002198_1	Buckley	nifH	vnfH	4.50E-165	546.6	283
190	EF158801_1	Buckley	nifH	vnfH	5.60E-165	547.5	276
191	NZ_AAXW01000004_1	Buckley	nifH	vnfH	9.30E-165	545.6	282
192	DQ485715_1	Buckley	nifH	vnfH	1.90E-164	544.5	260
193	EU130419_1	Buckley	nifH	vnfH	3.80E-164	544.8	262
194	AB293988_1	Buckley	nifH	vnfH	4.00E-164	544.4	285
195	EU130410_1	Buckley	nifH	vnfH	4.30E-164	544.6	262
196	DQ485702_1	Buckley	nifH	vnfH	6.70E-164	543.6	260
197	AESD01000223_1	Buckley	nifH	vnfH	6.80E-164	542.7	284
198	AF218126_1	Buckley	nifH	vnfH	8.60E-164	543.6	260
199	EU177582_1	Buckley	nifH	vnfH	9.50E-164	542.2	260
200	EU130411_1	Buckley	nifH	vnfH	9.60E-164	543.1	262
201	DQ485714_1	Buckley	nifH	vnfH	1.80E-163	542.6	260
202	EF070143_1	Buckley	nifH	vnfH	2.10E-163	541.1	260
203	NZ_AAVU01000012_1	Buckley	nifH	vnfH	5.40E-163	539.8	286
204	EU770975_1	Buckley	nifH	vnfH	8.10E-163	540.4	260
205	DQ078751_1	Buckley	nifH	vnfH	9.10E-163	539	288
206	EU770981_1	Buckley	nifH	vnfH	1.20E-162	538.6	260
207	EU514546_1	Buckley	nifH	vnfH	1.50E-162	539.2	262
208	JN593338_1	Buckley	nifH	vnfH	1.60E-162	539.1	259
209	EU770982_1	Buckley	nifH	vnfH	1.70E-162	539.3	260
210	EU770980_1	Buckley	nifH	vnfH	2.10E-162	538.7	260
211	FM202369_1	Buckley	nifH	vnfH	3.80E-162	537	260
212	AY934876_1	Buckley	nifH	vnfH	5.30E-162	537.7	259
213	EU770979_1	Buckley	nifH	vnfH	7.50E-162	537.2	260
214	EU770978_1	Buckley	nifH	vnfH	1.30E-161	536.2	260
215	AF547999_1	Buckley	nifH	vnfH	8.30E-160	529.3	267
216	FJ745298_1	Buckley	nifH	vnfH	1.40E-159	528.5	263
217	AP012342_1	Buckley	nifH	vnfH	1.60E-159	529.3	267
218	CP000860_1	Buckley	nifH	anfH	5.50E-159	526.3	274
219	EU514543_1	Buckley	nifH	vnfH	1.30E-158	526.3	258
220	JF907684_1	Buckley	nifH	vnfH	7.40E-158	523.8	253
221	FJ745292_1	Buckley	nifH	vnfH	1.10E-157	523.3	259
222	EU130424_1	Buckley	nifH	vnfH	2.90E-157	522.2	252
223	FJ514071_1	Buckley	nifH	vnfH	9.60E-157	520.5	249
224	JN624728_1	Buckley	nifH	vnfH	1.10E-156	520	242
225	AB684437_1	Buckley	nifH	vnfH	1.50E-156	519.8	251
226	FJ348670_1	Buckley	nifH	vnfH	5.20E-156	517.7	249
227	FJ648713_1	Buckley	nifH	vnfH	5.90E-156	517.9	264
228	FM202371_1	Buckley	nifH	vnfH	8.20E-156	517.1	244
229	JN593339_1	Buckley	nifH	vnfH	8.20E-156	517.1	248
230	AJ567343_1	Buckley	nifH	vnfH	8.60E-156	517	253
231	FM202375_1	Buckley	nifH	vnfH	1.50E-155	516.2	244
232	JN558694_1	Buckley	nifH	vnfH	2.10E-155	516	250
233	72970777298042NC_010628_1	Buckley	nifH	vnfH	5.80E-155	513.4	254
234	EU252606_1	Buckley	nifH	vnfH	5.90E-155	514.6	248
235	EU252603_1	Buckley	nifH	vnfH	6.20E-155	514.5	248
236	JN571917_1	Buckley	nifH	vnfH	7.00E-155	514	250
237	JN850783_1	Buckley	nifH	vnfH	8.20E-155	512.9	247
238	EF070142_1	Buckley	nifH	vnfH	9.10E-155	512.8	241
239	9701848AJ515294_1	Buckley	nifH	vnfH	1.00E-154	512.6	261
240	AB217474_1	Buckley	nifH	vnfH	1.30E-154	513.1	239
241	JN034672_1	Buckley	nifH	vnfH	2.10E-154	512.5	246
242	JN558698_1	Buckley	nifH	vnfH	3.20E-154	512.2	249
243	FM202372_1	Buckley	nifH	vnfH	3.40E-154	512.1	243
244	FJ348669_1	Buckley	nifH	vnfH	3.50E-154	512	246
245	FM202376_1	Buckley	nifH	vnfH	3.60E-154	512	243
246	JF266685_1	Buckley	nifH	vnfH	3.80E-154	511.6	245
247	AY934869_1	Buckley	nifH	vnfH	4.30E-154	511.5	246
248	AY934873_1	Buckley	nifH	vnfH	5.10E-154	510.3	247
249	AY934871_1	Buckley	nifH	vnfH	5.20E-154	510.3	246
250	JF266686_1	Buckley	nifH	vnfH	5.30E-154	510.3	245
251	JF266694_1	Buckley	nifH	vnfH	5.80E-154	511.3	245
252	GU433548_1	Buckley	nifH	vnfH	6.10E-154	510.9	239
253	FJ643444_1	Buckley	nifH	vnfH	8.70E-154	510.4	241
254	AF275670_1	Buckley	nifH	vnfH	9.60E-154	510.6	245
255	JF266695_1	Buckley	nifH	vnfH	1.40E-153	509.7	245
256	JQ362374_1	Buckley	nifH	vnfH	1.50E-153	509.7	245
257	EU748937_1	Buckley	nifH	vnfH	1.50E-153	510	246
258	FM202370_1	Buckley	nifH	vnfH	1.80E-153	509.7	241
259	JF266683_1	Buckley	nifH	vnfH	2.10E-153	509.5	245
260	EU622081_1	Buckley	nifH	vnfH	2.20E-153	509.4	238
261	JF266681_1	Buckley	nifH	vnfH	2.20E-153	509.1	245
262	EU622083_1	Buckley	nifH	vnfH	2.30E-153	509.4	238
263	JQ362368_1	Buckley	nifH	vnfH	2.50E-153	508.9	245
264	JQ362369_1	Buckley	nifH	vnfH	2.60E-153	509.2	245
265	AY934877_1	Buckley	nifH	vnfH	2.60E-153	508.9	248
266	FJ643445_1	Buckley	nifH	vnfH	3.40E-153	507.6	241
267	EU622091_1	Buckley	nifH	vnfH	4.10E-153	508.5	238
268	JF266693_1	Buckley	nifH	vnfH	4.60E-153	507.2	245
269	JF266691_1	Buckley	nifH	vnfH	4.60E-153	508.1	245
270	EU622088_1	Buckley	nifH	vnfH	4.70E-153	508.4	239
271	EU622087_1	Buckley	nifH	vnfH	5.10E-153	507.9	239
272	EU622089_1	Buckley	nifH	vnfH	5.80E-153	507.7	239
273	DQ311093_1	Buckley	nifH	vnfH	7.50E-153	507.4	245
274	AB233495_1	Buckley	nifH	vnfH	7.80E-153	506.4	244
275	FJ643446_1	Buckley	nifH	vnfH	8.80E-153	507.1	241
276	JQ362364_1	Buckley	nifH	vnfH	9.10E-153	507.4	245
277	FM203329_1	Buckley	nifH	vnfH	9.10E-153	507.1	240
278	JQ362371_1	Buckley	nifH	vnfH	9.90E-153	507	245
279	AJ457919_1	Buckley	nifH	vnfH	1.20E-152	507.1	245
280	JQ362370_1	Buckley	nifH	vnfH	1.30E-152	506.9	245
281	JF266684_1	Buckley	nifH	vnfH	1.60E-152	506.3	245
282	EU146000_1	Buckley	nifH	vnfH	1.60E-152	506.6	244
283	JQ362362_1	Buckley	nifH	vnfH	1.60E-152	506.6	245
284	AB241413_1	Buckley	nifH	vnfH	2.30E-152	505.8	240
285	EU130412_1	Buckley	nifH	vnfH	2.50E-152	506	246
286	AY934874_1	Buckley	nifH	vnfH	2.60E-152	504.7	247
287	FM203337_1	Buckley	nifH	vnfH	2.70E-152	505.9	238
288	FR850769_1	Buckley	nifH	vnfH	2.90E-152	505.8	245
289	JF266671_1	Buckley	nifH	vnfH	4.80E-152	505	243
290	AJ457920_1	Buckley	nifH	vnfH	6.70E-152	504.3	245
291	FR850746_1	Buckley	nifH	vnfH	6.70E-152	503.4	245
292	FM203334_1	Buckley	nifH	vnfH	6.90E-152	504.5	238
293	EU177597_1	Buckley	nifH	vnfH	8.90E-152	504.2	243
294	FR850740_1	Buckley	nifH	vnfH	9.10E-152	504.1	245
295	FR850762_1	Buckley	nifH	vnfH	1.10E-151	503.8	245
296	FR850728_1	Buckley	nifH	vnfH	1.10E-151	503.8	245
297	EU130423_1	Buckley	nifH	vnfH	1.20E-151	503.4	246
298	JF266675_1	Buckley	nifH	vnfH	1.30E-151	503.6	243
299	EF158803_1	Buckley	nifH	vnfH	1.50E-151	502.2	284
300	FM203333_1	Buckley	nifH	vnfH	1.50E-151	503.4	238
301	EU130414_1	Buckley	nifH	vnfH	1.60E-151	503.3	244
302	AY422706_1	Buckley	nifH	vnfH	1.60E-151	502.1	240
303	FN397448_1	Buckley	nifH	vnfH	1.60E-151	503.3	238
304	JF266673_1	Buckley	nifH	vnfH	1.70E-151	503.3	243
305	EU770974_1	Buckley	nifH	vnfH	1.80E-151	503.2	246
306	EU418415_1	Buckley	nifH	vnfH	1.80E-151	502.9	242
307	FR850764_1	Buckley	nifH	vnfH	1.90E-151	503.1	245
308	EU130421_1	Buckley	nifH	vnfH	2.00E-151	501.8	245
309	EU177595_1	Buckley	nifH	vnfH	2.10E-151	502.9	243
310	EU622085_1	Buckley	nifH	vnfH	2.10E-151	502.6	239
311	FM203332_1	Buckley	nifH	vnfH	2.30E-151	502.8	238
312	GU433562_1	Buckley	nifH	vnfH	2.60E-151	502.7	236
313	EU146008_1	Buckley	nifH	vnfH	2.80E-151	502.5	242
314	AB519450_1	Buckley	nifH	vnfH	3.00E-151	501.2	238
315	EU130422_1	Buckley	nifH	vnfH	3.40E-151	502.2	245
316	GU433551_1	Buckley	nifH	vnfH	3.60E-151	501.9	242
317	JF266677_1	Buckley	nifH	vnfH	4.00E-151	501.7	243
318	EU130425_1	Buckley	nifH	vnfH	4.00E-151	501.7	245
319	FJ348678_1	Buckley	nifH	vnfH	5.70E-151	501.5	237
320	FR850754_1	Buckley	nifH	vnfH	5.80E-151	501.2	245
321	EU130420_1	Buckley	nifH	vnfH	7.20E-151	500.9	244
322	EU418414_1	Buckley	nifH	vnfH	9.40E-151	500.8	242
323	EU130413_1	Buckley	nifH	vnfH	9.60E-151	500.5	243
324	JF266678_1	Buckley	nifH	vnfH	1.00E-150	500.6	243
325	EU418416_1	Buckley	nifH	vnfH	1.30E-150	500.4	242
326	EU130417_1	Buckley	nifH	vnfH	1.40E-150	499.9	242
327	JN578824_1	Buckley	nifH	vnfH	1.60E-150	499.8	245
328	JN578830_1	Buckley	nifH	vnfH	1.70E-150	498.7	241
329	EU267717_1	Buckley	nifH	vnfH	1.90E-150	498.6	241
330	DQ333890_1	Buckley	nifH	vnfH	1.90E-150	499.8	240
331	EU418419_1	Buckley	nifH	vnfH	2.10E-150	499.3	242
332	FJ348676_1	Buckley	nifH	vnfH	3.40E-150	499	235
333	HQ174498_1	Buckley	nifH	vnfH	3.70E-150	498.5	239
334	HQ174496_1	Buckley	nifH	vnfH	3.80E-150	498.5	240
335	FR850713_1	Buckley	nifH	vnfH	4.50E-150	498.2	244
336	EU418426_1	Buckley	nifH	vnfH	5.00E-150	498.4	242
337	FR850775_1	Buckley	nifH	vnfH	5.30E-150	498	245
338	FJ348668_1	Buckley	nifH	vnfH	5.30E-150	498	236
339	EU872238_1	Buckley	nifH	vnfH	5.80E-150	497.9	241
340	JF266679_1	Buckley	nifH	vnfH	5.90E-150	497.9	234
341	EU581816_1	Buckley	nifH	vnfH	6.10E-150	498.1	242
342	AB489138_1	Buckley	nifH	vnfH	6.60E-150	496.8	249
343	EU418422_1	Buckley	nifH	vnfH	6.70E-150	498	242
344	JN578849_1	Buckley	nifH	vnfH	7.40E-150	497.5	239
345	JN578836_1	Buckley	nifH	vnfH	8.60E-150	497.6	239
346	JN578842_1	Buckley	nifH	vnfH	1.00E-149	497.4	239
347	JN578837_1	Buckley	nifH	vnfH	1.00E-149	497.4	239
348	JQ349515_1	Buckley	nifH	vnfH	1.20E-149	496	239
349	HM047125_1	Buckley	nifH	vnfH	1.20E-149	497.2	242
350	GU433552_1	Buckley	nifH	vnfH	1.30E-149	497.1	239
351	EU418410_1	Buckley	nifH	vnfH	1.70E-149	496.7	242
352	EU418411_1	Buckley	nifH	vnfH	1.80E-149	496.6	242
353	EU418412_1	Buckley	nifH	vnfH	2.20E-149	496.3	242
354	JN578840_1	Buckley	nifH	vnfH	2.80E-149	495.9	238
355	EU267714_1	Buckley	nifH	vnfH	2.90E-149	495.6	241
356	EU130418_1	Buckley	nifH	vnfH	3.10E-149	495.8	242
357	EU379969_1	Buckley	nifH	vnfH	6.90E-149	494.4	243
358	HQ231552_1	Buckley	nifH	vnfH	9.30E-149	494.2	238
359	EU146006_1	Buckley	nifH	vnfH	1.00E-148	494.1	236
360	1789AB191045_1	Buckley	nifH	vnfH	1.50E-148	492.3	256
361	EU418423_1	Buckley	nifH	vnfH	1.80E-148	493.3	240
362	HM047127_1	Buckley	nifH	vnfH	2.30E-148	491.7	239
363	EU113236_1	Buckley	nifH	vnfH	3.80E-148	492.2	236
364	GU433563_1	Buckley	nifH	vnfH	3.90E-148	492.2	238
365	FJ348675_1	Buckley	nifH	vnfH	3.90E-148	492.2	233
366	GU433547_1	Buckley	nifH	vnfH	4.30E-148	490.8	236
367	EF512283_1	Buckley	nifH	vnfH	5.50E-148	491.7	236
368	EU113238_1	Buckley	nifH	vnfH	5.80E-148	491.6	236
369	JN578826_1	Buckley	nifH	vnfH	7.40E-148	491	238
370	JQ011358_1	Buckley	nifH	vnfH	7.50E-148	490.9	236
371	1780AB191046_1	Buckley	nifH	vnfH	8.00E-148	490	256
372	EU177588_1	Buckley	nifH	vnfH	8.10E-148	490.8	241
373	HM057558_1	Buckley	nifH	vnfH	8.20E-148	491.1	237
374	HM047124_1	Buckley	nifH	vnfH	1.20E-147	490.6	236
375	EU849570_1	Buckley	nifH	vnfH	1.20E-147	490.6	238
376	FJ348672_1	Buckley	nifH	vnfH	1.30E-147	490.5	237
377	DQ413017_1	Buckley	nifH	vnfH	1.60E-147	490.2	237
378	GU433553_1	Buckley	nifH	vnfH	1.70E-147	489.8	239
379	GU433557_1	Buckley	nifH	vnfH	1.90E-147	489.6	235
380	EU113224_1	Buckley	nifH	vnfH	2.00E-147	489.8	236
