	Database	OrgGene	Gene	SeqID	EValue	Bitscore	AlnLength
10260	FunGene	vnfD	vnfD	AAM04635;size=1;/1-460	3.6e-284	933.7	460
29841	Zehr	nifH	nflH	ETA66931.1|Methanolobus_tindarius_1	5.4e-284	943.8	736
10261	FunGene	vnfD	vnfD	AGK98263;size=1;/1-460	9.3e-283	929.0	460
10262	FunGene	vnfD	vnfD	ADU27824;size=1;/1-460	7.2e-280	919.5	460
29842	Zehr	nifH	nflH	AGN26065.1|Candidatus_Methanomassiliicoccus_1	8.6e-277	920.0	720
29843	Zehr	nifH	nflH	AAM05435.1|Methanosarcina_acetivorans_1	4.7e-276	917.5	751
29844	Zehr	nifH	nflH	ADN36985.1|Methanoplanus_petrolearius_1	4e-275	914.5	751
29845	Zehr	nifH	nflH	AGI85899.1|Candidatus_Methanomethylophilus_1	8.2e-262	870.4	717
29846	Zehr	nifH	nflH	CDF30912.1|Methanoculleus_sp._1	4.9e-261	867.9	717
29847	Zehr	nifH	nflH	AAZ71607.1|Methanosarcina_barkeri_1	1.8e-260	866.0	741
8069	FunGene	nifD	nifD	A7IBF5	1.2e-254	840.6	486
8070	FunGene	nifD	nifD	Q60C80	3.4e-254	839.1	480
8071	FunGene	nifD	nifD	A5ENX1	5.9e-254	838.3	489
29848	Zehr	nifH	nflH	EHP07423.1|Holophaga_foetida_1	1.4e-253	843.2	726
8072	FunGene	nifD	nifD	A4VJ71	1.4e-253	837.1	489
8073	FunGene	nifD	nifD	A4YYZ0	1.5e-253	837.0	489
29849	Zehr	nifH	nflH	ACN13985.1|Desulfobacterium_autotrophicum_1	1.3e-252	840.0	746
8074	FunGene	nifD	nifD	A8HQJ1	1.6e-252	833.5	488
29850	Zehr	nifH	nflH	ZP_09716922.1|Treponema_primitia_1	2.6e-252	839.1	720
8075	FunGene	nifD	nifD	B8EJ24	6.4e-252	831.6	475
8076	FunGene	nifD	nifD	A4JRN8	8.1e-252	831.2	480
8077	FunGene	nifD	nifD	C6P5Y2	9.3e-252	831.0	482
8079	FunGene	nifD	nifD	C5S6M4	1e-251	830.9	477
8078	FunGene	nifD	nifD	A1VPS3	1e-251	830.9	480
8080	FunGene	nifD	nifD	C7DPA6	5.2e-251	828.6	483
8081	FunGene	nifD	nifD	C5BTB1	6e-251	828.4	491
8082	FunGene	nifD	nifD	P06121	6.1e-251	828.3	487
8083	FunGene	nifD	nifD	D0EJA7	1.2e-250	827.3	487
8084	FunGene	nifD	nifD	A6UME8	1.5e-250	827.1	487
8085	FunGene	nifD	nifD	A1K2V1	2.4e-250	826.4	480
8086	FunGene	nifD	nifD	P06120	3.6e-250	825.8	484
8088	FunGene	nifD	nifD	C6HVB1	3.9e-250	825.7	479
8089	FunGene	nifD	nifD	B3DXX6	3.9e-250	825.7	480
8087	FunGene	nifD	nifD	C7RRG5	3.9e-250	825.7	483
8090	FunGene	nifD	nifD	A9H5W5	4e-250	825.6	487
8091	FunGene	nifD	nifD	Q6N0Z0	4.3e-250	825.5	478
8092	FunGene	nifD	nifD	D0EJC7	4.6e-250	825.4	487
8093	FunGene	nifD	nifD	Q4VUB6	1e-249	824.3	487
8094	FunGene	nifD	nifD	D0EJB2	1.1e-249	824.2	487
8095	FunGene	nifD	nifD	Q92ZL4	1.1e-249	824.1	483
8096	FunGene	nifD	nifD	D0EJB3	1.2e-249	824.1	483
8097	FunGene	nifD	nifD	C7DP64	1.2e-249	824.1	482
8098	FunGene	nifD	nifD	Q8KIP2	1.2e-249	824.0	484
8099	FunGene	nifD	nifD	D0EJB0	1.4e-249	823.9	483
8100	FunGene	nifD	nifD	C7DPA3	1.9e-249	823.4	488
8101	FunGene	nifD	nifD	D0EJB8	2.3e-249	823.1	483
8102	FunGene	nifD	nifD	D0EJB1	2.7e-249	822.9	483
8103	FunGene	nifD	nifD	C7DP73	2.7e-249	822.9	483
8104	FunGene	nifD	nifD	D0EJC0	2.9e-249	822.8	483
8105	FunGene	nifD	nifD	Q20Y01	3.1e-249	822.7	490
8106	FunGene	nifD	nifD	B3Q2Q8	3.2e-249	822.6	488
8107	FunGene	nifD	nifD	C7DP67	3.4e-249	822.6	486
8108	FunGene	nifD	nifD	Q2RVN3	3.4e-249	822.6	476
8109	FunGene	nifD	nifD	Q8KIN7	4.1e-249	822.3	488
8110	FunGene	nifD	nifD	D0EJC6	4.2e-249	822.3	483
8111	FunGene	nifD	nifD	Q07HY2	4.5e-249	822.2	478
8112	FunGene	nifD	nifD	C7DP88	5.4e-249	821.9	486
29851	Zehr	nifH	nflH	BAE85651.1|Desulfitobacterium_hafniense_1	6e-249	827.9	734
8113	FunGene	nifD	nifD	Q4VUC0	6e-249	821.7	487
8114	FunGene	nifD	nifD	D0EJC1	6.2e-249	821.7	483
8115	FunGene	nifD	nifD	C7DP58	7.1e-249	821.5	488
8116	FunGene	nifD	nifD	Q2J1I0	7.6e-249	821.4	478
8117	FunGene	nifD	nifD	B1Y772	8e-249	821.3	479
8118	FunGene	nifD	nifD	Q13C77	8.5e-249	821.3	478
8119	FunGene	nifD	nifD	D0EJC9	9.4e-249	821.1	483
8120	FunGene	nifD	nifD	C7DP94	1e-248	821.0	486
8122	FunGene	nifD	nifD	C7DP82	1.1e-248	820.8	490
8121	FunGene	nifD	nifD	Q7X1F7	1.1e-248	820.9	479
8123	FunGene	nifD	nifD	C1DGZ7	1.2e-248	820.8	487
8124	FunGene	nifD	nifD	B0UAK3	1.2e-248	820.7	488
8125	FunGene	nifD	nifD	C7DP55	1.3e-248	820.7	489
8126	FunGene	nifD	nifD	C7DP49	2e-248	820.1	490
8127	FunGene	nifD	nifD	B2IET3	2e-248	820.0	478
8128	FunGene	nifD	nifD	C7DP91	2.1e-248	819.9	486
8129	FunGene	nifD	nifD	D0EJC3	3.1e-248	819.4	482
8130	FunGene	nifD	nifD	Q8KJ97	3.2e-248	819.4	487
8131	FunGene	nifD	nifD	D0EJC5	3.2e-248	819.3	483
8132	FunGene	nifD	nifD	P19066	5.1e-248	818.7	490
8133	FunGene	nifD	nifD	C7DP85	6e-248	818.5	486
29852	Zehr	nifH	nflH	AGI48130.1|Thermoplasmatales_archaeon_1	6.6e-248	824.5	702
8134	FunGene	nifD	nifD	B7KG75	7.3e-248	818.2	479
8135	FunGene	nifD	nifD	P07328	8.8e-248	817.9	487
29853	Zehr	nifH	nflH	EHO85899.1|Eubacterium_infirmum_1	9.1e-248	824.0	739
8136	FunGene	nifD	nifD	B6IXK7	9.3e-248	817.8	481
8137	FunGene	nifD	nifD	Q98AP6	1e-247	817.7	483
8138	FunGene	nifD	nifD	C7DP70	1.1e-247	817.6	489
8139	FunGene	nifD	nifD	Q9AJ61	1.1e-247	817.6	476
8140	FunGene	nifD	nifD	C7DP76	1.2e-247	817.5	489
8141	FunGene	nifD	nifD	D0EJC2	1.2e-247	817.5	485
8142	FunGene	nifD	nifD	D0EJD1	1.3e-247	817.3	483
29854	Zehr	nifH	nflH	ETK00068.1|Eubacterium_nodatum_1	1.6e-247	823.2	778
8143	FunGene	nifD	nifD	B7JA98	1.8e-247	816.8	475
8144	FunGene	nifD	nifD	C7DPA0	3.4e-247	815.9	486
8145	FunGene	nifD	nifD	C8SJQ3	3.5e-247	815.9	488
8146	FunGene	nifD	nifD	Q9ZIE3	3.7e-247	815.8	487
8147	FunGene	nifD	nifD	Q13N41	4.3e-247	815.6	481
8148	FunGene	nifD	nifD	D0EJD3	4.6e-247	815.5	483
29855	Zehr	nifH	nflH	EGB93021.1|Clostridium_sp._1	4.6e-247	821.7	734
29856	Zehr	nifH	nflH	AEF84719.1|Treponema_primitia_1	1.5e-246	820.0	729
8149	FunGene	nifD	nifD	Q47G68	1.6e-246	813.8	477
8150	FunGene	nifD	nifD	C7DP61	1.6e-246	813.7	487
8151	FunGene	nifD	nifD	D0EJB6	1.8e-246	813.6	483
8152	FunGene	nifD	nifD	D0EJC4	1.9e-246	813.5	482
8153	FunGene	nifD	nifD	A4TZV2	2.2e-246	813.3	474
8154	FunGene	nifD	nifD	D0EJD5	2.7e-246	813.0	481
8155	FunGene	nifD	nifD	D0EJA9	4.6e-246	812.2	482
8156	FunGene	nifD	nifD	D0EJB7	6.3e-246	811.8	482
8157	FunGene	nifD	nifD	B2JYD2	6.4e-246	811.7	480
8158	FunGene	nifD	nifD	Q1M7Z3	9.6e-246	811.2	483
8159	FunGene	nifD	nifD	Q55029	1.2e-245	810.8	479
8160	FunGene	nifD	nifD	D0EJD2	1.4e-245	810.6	485
8161	FunGene	nifD	nifD	B4AZA4	2.2e-245	810.0	479
8162	FunGene	nifD	nifD	D0EJD0	2.9e-245	809.6	483
8163	FunGene	nifD	nifD	P77874	4.1e-245	809.1	475
8164	FunGene	nifD	nifD	B3F2I8	4.2e-245	809.0	475
8165	FunGene	nifD	nifD	A4WRY4	4.6e-245	808.9	490
8166	FunGene	nifD	nifD	Q6ITC3	5.9e-245	808.5	487
8167	FunGene	nifD	nifD	Q3M589	8.2e-245	808.1	479
8168	FunGene	nifD	nifD	A0L6W9	9.9e-245	807.8	474
8169	FunGene	nifD	nifD	Q3J0H2	1.4e-244	807.3	490
29857	Zehr	nifH	nflH	AEF80058.1|Treponema_azotonutricium_1	1.4e-244	813.5	726
8170	FunGene	nifD	nifD	P06769	1.7e-244	807.0	484
8171	FunGene	nifD	nifD	A3PLS8	1.9e-244	806.9	490
8172	FunGene	nifD	nifD	B6A0Y7	2.3e-244	806.6	487
8173	FunGene	nifD	nifD	Q0GY15	2.3e-244	806.6	488
8174	FunGene	nifD	nifD	A1Z1X8	2.8e-244	806.3	483
8175	FunGene	nifD	nifD	A1Z1W0	3e-244	806.2	483
8176	FunGene	nifD	nifD	Q2W6Z8	4.2e-244	805.7	478
8177	FunGene	nifD	nifD	C4LAS6	4.8e-244	805.6	475
8178	FunGene	nifD	nifD	B2AIZ6	5.3e-244	805.4	489
8179	FunGene	nifD	nifD	B8ITG6	5.5e-244	805.3	494
8180	FunGene	nifD	nifD	C6B4Z1	7.3e-244	805.0	482
8181	FunGene	nifD	nifD	B9KKT8	7.8e-244	804.8	490
8182	FunGene	nifD	nifD	Q44485	8.3e-244	804.8	479
8183	FunGene	nifD	nifD	A1KYJ7	1.9e-243	803.6	475
8184	FunGene	nifD	nifD	A3IL29	3.1e-243	802.9	477
8185	FunGene	nifD	nifD	Q2JTL8	4.2e-243	802.4	478
8186	FunGene	nifD	nifD	B3F2J1	6.2e-243	801.9	483
8187	FunGene	nifD	nifD	A5Y6I8	6.6e-243	801.8	488
8188	FunGene	nifD	nifD	O07642	8.2e-243	801.5	477
8189	FunGene	nifD	nifD	B8HWE4	8.8e-243	801.4	481
8190	FunGene	nifD	nifD	Q7X5B4	8.9e-243	801.4	486
8191	FunGene	nifD	nifD	A0YNZ6	1.1e-242	801.1	483
8192	FunGene	nifD	nifD	Q7X5B2	1.2e-242	801.0	486
8193	FunGene	nifD	nifD	Q8GPM4	1.9e-242	800.3	489
8194	FunGene	nifD	nifD	B3F2J0	1.9e-242	800.2	479
8195	FunGene	nifD	nifD	B3F2I9	2.2e-242	800.0	483
8196	FunGene	nifD	nifD	B9YWG6	3.1e-242	799.6	486
8197	FunGene	nifD	nifD	B3F2I4	4e-242	799.2	483
8198	FunGene	nifD	nifD	Q2JP77	5.1e-242	798.9	478
8199	FunGene	nifD	nifD	Q8GPM8	1.1e-241	797.7	486
8200	FunGene	nifD	nifD	Q00239	1.1e-241	797.7	483
8201	FunGene	nifD	nifD	Q4C2Y7	1.8e-241	797.1	475
8202	FunGene	nifD	nifD	Q7X5B1	2.1e-241	796.9	484
8203	FunGene	nifD	nifD	B3F2I6	2.4e-241	796.7	483
8204	FunGene	nifD	nifD	Q8GPM2	2.6e-241	796.5	484
8205	FunGene	nifD	nifD	Q8GPM6	2.9e-241	796.4	486
8206	FunGene	nifD	nifD	B3F2J3	3.1e-241	796.2	483
8207	FunGene	nifD	nifD	Q7WTA7	6.3e-241	795.2	472
8208	FunGene	nifD	nifD	Q8GPM9	6.5e-241	795.2	484
8209	FunGene	nifD	nifD	Q7X5B0	7.7e-241	795.0	484
8210	FunGene	nifD	nifD	Q589A1	7.9e-241	794.9	483
8211	FunGene	nifD	nifD	C8S0T3	8.7e-241	794.8	486
8212	FunGene	nifD	nifD	C6C8T2	1.2e-240	794.3	475
8213	FunGene	nifD	nifD	O84929	1.3e-240	794.2	479
8214	FunGene	nifD	nifD	Q8KC89	1.3e-240	794.2	530
8215	FunGene	nifD	nifD	B3F2J4	1.5e-240	794.1	479
8216	FunGene	nifD	nifD	Q8GPN0	1.9e-240	793.7	484
8217	FunGene	nifD	nifD	P00464	3.4e-240	792.8	485
8218	FunGene	nifD	nifD	Q4PJU5	4.5e-240	792.4	484
8219	FunGene	nifD	nifD	Q8GPM5	6.4e-240	791.9	486
8220	FunGene	nifD	nifD	A2V8A0	1.6e-239	790.6	477
8221	FunGene	nifD	nifD	A1WTQ5	1.8e-239	790.5	480
8222	FunGene	nifD	nifD	B3F2H8	4.4e-239	789.1	477
8223	FunGene	nifD	nifD	Q44045	6e-239	788.7	488
8224	FunGene	nifD	nifD	Q53UA0	6.4e-239	788.6	474
8225	FunGene	nifD	nifD	B0TAP4	6.8e-239	788.5	473
8226	FunGene	nifD	nifD	A1BEG7	7.2e-239	788.4	521
8227	FunGene	nifD	nifD	Q3S2V5	1.5e-238	787.4	485
8228	FunGene	nifD	nifD	B3F2I0	2.3e-238	786.8	477
8229	FunGene	nifD	nifD	Q7X5B3	2.9e-238	786.5	484
8231	FunGene	nifD	nifD	Q24PI3	3.6e-238	786.1	482
8230	FunGene	nifD	nifD	Q3B2P3	3.6e-238	786.1	530
8232	FunGene	nifD	nifD	B9X243	3.7e-238	786.1	474
8233	FunGene	nifD	nifD	B7TB35	6.1e-238	785.4	477
8234	FunGene	nifD	nifD	Q7MRF8	6.4e-238	785.3	478
8235	FunGene	nifD	nifD	A4SFU9	7e-238	785.2	526
8236	FunGene	nifD	nifD	B9X2C0	1.1e-237	784.6	471
8237	FunGene	nifD	nifD	B3EH85	1.3e-237	784.3	524
8238	FunGene	nifD	nifD	B3F2I3	1.4e-237	784.2	478
8239	FunGene	nifD	nifD	Q8GPM3	2.1e-237	783.6	474
8240	FunGene	nifD	nifD	B9M0S3	2.5e-237	783.3	469
8241	FunGene	nifD	nifD	B3QQ15	2.7e-237	783.3	529
8242	FunGene	nifD	nifD	Q5NLG2	3.5e-237	782.9	484
8243	FunGene	nifD	nifD	Q6D2Y9	9.9e-237	781.4	479
8244	FunGene	nifD	nifD	C8WE14	2.2e-236	780.2	484
8245	FunGene	nifD	nifD	B9X2A1	2.3e-236	780.2	480
8246	FunGene	nifD	nifD	B5ECQ3	2.3e-236	780.2	475
8247	FunGene	nifD	nifD	B8FAC1	2.9e-236	779.8	531
8248	FunGene	nifD	nifD	Q9F0V8	3.4e-236	779.6	432
8249	FunGene	nifD	nifD	B4S9H8	4.7e-236	779.2	529
8250	FunGene	nifD	nifD	B8DR77	7.1e-236	778.6	532
8252	FunGene	nifD	nifD	A1AUP0	2e-235	777.0	470
8251	FunGene	nifD	nifD	B3EL84	2e-235	777.1	527
8253	FunGene	nifD	nifD	C6E9A1	2.4e-235	776.8	469
8254	FunGene	nifD	nifD	A5GAL1	2.4e-235	776.8	468
8255	FunGene	nifD	nifD	Q0YUY7	3e-235	776.5	530
8256	FunGene	nifD	nifD	A8L2C3	3.1e-235	776.4	474
8257	FunGene	nifD	nifD	C8Q2M4	3.3e-235	776.3	474
8258	FunGene	nifD	nifD	C8R0M9	3.5e-235	776.3	530
8259	FunGene	nifD	nifD	B4WRV2	4e-235	776.1	477
8260	FunGene	nifD	nifD	A7HET0	4.4e-235	775.9	470
8261	FunGene	nifD	nifD	Q3AR67	4.9e-235	775.8	537
8262	FunGene	nifD	nifD	B4SC62	7.2e-235	775.2	528
8263	FunGene	nifD	nifD	Q47885	8.8e-235	774.9	474
8264	FunGene	nifD	nifD	Q8PYX7	1.1e-234	774.6	517
8265	FunGene	nifD	nifD	Q7X5A9	1.4e-234	774.3	484
8266	FunGene	nifD	nifD	Q0RAV5	2.5e-234	773.4	474
8267	FunGene	nifD	nifD	Q8KQ03	3.1e-234	773.1	474
8268	FunGene	nifD	nifD	C0GSM9	3.6e-234	772.9	527
8269	FunGene	nifD	nifD	C7LPB2	3.8e-234	772.8	531
8270	FunGene	nifD	nifD	Q749C3	4.8e-234	772.5	468
8271	FunGene	nifD	nifD	Q3A2R8	5e-234	772.5	472
8272	FunGene	nifD	nifD	Q1NW43	6.9e-234	772.0	537
8273	FunGene	nifD	nifD	C6MRS8	7.5e-234	771.9	468
8274	FunGene	nifD	nifD	B5YH17	7.6e-234	771.8	471
8275	FunGene	nifD	nifD	Q2J4F9	9.7e-234	771.5	474
8276	FunGene	nifD	nifD	D1KS43	1.1e-233	771.3	474
8277	FunGene	nifD	nifD	P00466	2.5e-233	770.2	476
8278	FunGene	nifD	nifD	C4XRJ9	3.6e-233	769.6	530
8279	FunGene	nifD	nifD	C6BX31	4.2e-233	769.4	532
8280	FunGene	nifD	nifD	Q39XW9	5e-233	769.2	472
8281	FunGene	nifD	nifD	C0GKD5	5.6e-233	769.0	523
8282	FunGene	nifD	nifD	Q46G39	8.7e-233	768.4	517
8283	FunGene	nifD	nifD	A0LH08	2.3e-232	767.0	531
8284	FunGene	nifD	nifD	Q8TJ90	3e-232	766.6	516
8285	FunGene	nifD	nifD	C8W444	3.1e-232	766.5	533
8286	FunGene	nifD	nifD	B3E3W1	3.7e-232	766.3	470
8287	FunGene	nifD	nifD	P55170	4.8e-232	765.9	517
8288	FunGene	nifD	nifD	Q47927	3.4e-231	763.1	480
8289	FunGene	nifD	nifD	C6PCX3	4.1e-231	762.8	526
8290	FunGene	nifD	nifD	A4J8B9	5.5e-231	762.4	528
8291	FunGene	nifD	nifD	A5N1U0	6.5e-231	762.2	532
8292	FunGene	nifD	nifD	B4ULZ0	1e-230	761.5	470
8293	FunGene	nifD	nifD	P06662	1.7e-230	760.8	474
8294	FunGene	nifD	nifD	B8GEW4	2.3e-230	760.4	532
8295	FunGene	nifD	nifD	B3QXW8	9.2e-230	758.4	529
10104	FunGene	vnfD	anfD	ADU27824;size=1;/1-460	1.1e-229	753.9	459
8296	FunGene	nifD	nifD	A6TTY0	2.5e-229	756.9	526
8297	FunGene	nifD	nifD	C0QKL1	4.1e-229	756.2	534
8298	FunGene	nifD	nifD	Q0W440	8.1e-229	755.3	528
8299	FunGene	nifD	nifD	B5JMT9	7.2e-228	752.1	526
8300	FunGene	nifD	nifD	Q3Z7D0	1.4e-227	751.2	526
8301	FunGene	nifD	nifD	C0A2R7	8.2e-227	748.6	522
8302	FunGene	nifD	nifD	Q56JU4	1.4e-226	747.9	435
8303	FunGene	nifD	nifD	A1VI38	1.4e-226	747.9	528
8304	FunGene	nifD	nifD	Q72WS7	2.2e-226	747.2	528
8305	FunGene	nifD	nifD	A7I7F2	6.3e-226	745.7	533
8306	FunGene	nifD	nifD	P25313	8.8e-226	745.2	475
10105	FunGene	vnfD	anfD	AIQ12504;size=1;/1-460	9.5e-226	741.0	459
8307	FunGene	nifD	nifD	Q47923	1.3e-225	744.7	474
29858	Zehr	nifH	nflH	EGS31172.1|Peptoniphilus_sp._1	1.8e-225	750.3	688
8308	FunGene	nifD	nifD	Q97ME2	1.3e-224	741.4	527
8309	FunGene	nifD	nifD	Q1K0I7	1.3e-224	741.4	469
8310	FunGene	nifD	nifD	C7IGE7	1.5e-224	741.1	523
10106	FunGene	vnfD	anfD	AKG34370;size=1;/1-460	1.6e-224	737.0	459
10107	FunGene	vnfD	anfD	OBQ03851;size=4;/1-460	2.9e-224	736.1	459
8311	FunGene	nifD	nifD	A0ZAV9	6.8e-224	739.0	450
8312	FunGene	nifD	nifD	C5RN63	1.1e-223	738.3	522
10108	FunGene	vnfD	anfD	EKE99886;size=1;/1-460	3.7e-223	732.5	459
8313	FunGene	nifD	nifD	B6YRI9	5.3e-223	736.0	535
10109	FunGene	vnfD	anfD	EKF04224;size=1;/1-460	6.6e-223	731.6	459
10110	FunGene	vnfD	anfD	OIQ93815;size=1;/1-460	4.3e-222	728.9	458
8314	FunGene	nifD	nifD	B4VJP5	7.6e-222	732.2	518
10111	FunGene	vnfD	anfD	AHA37824;size=1;/1-460	1.6e-221	727.0	459
10112	FunGene	vnfD	anfD	AKB51721;size=2;/1-460	5.6e-221	725.3	457
8315	FunGene	nifD	nifD	Q7BKZ3	7.3e-221	729.0	524
10113	FunGene	vnfD	anfD	AHA37825;size=1;/1-460	8.3e-221	724.7	459
8316	FunGene	nifD	nifD	A6LUZ2	1.3e-220	728.2	524
10114	FunGene	vnfD	anfD	BAH06671;size=2;/1-460	1.4e-220	723.9	459
10115	FunGene	vnfD	anfD	AAF72180;size=1;/1-460	1.9e-220	723.5	457
10116	FunGene	vnfD	anfD	OED02931;size=3;/1-460	3e-220	722.8	457
10117	FunGene	vnfD	anfD	EKQ52376;size=1;/1-460	4e-220	722.4	459
8317	FunGene	nifD	nifD	C1SID1	4.9e-220	726.2	473
10118	FunGene	vnfD	anfD	CAE26821;size=1;/1-460	5.7e-220	721.9	459
10119	FunGene	vnfD	anfD	AKB81589;size=1;/1-460	6.1e-220	721.8	457
10120	FunGene	vnfD	anfD	AKJ38129;size=1;/1-460	9.2e-220	721.2	457
8318	FunGene	nifD	nifD	Q6DQY7	1.2e-219	724.9	524
8319	FunGene	nifD	nifD	P00467	4.3e-219	723.1	525
8320	FunGene	nifD	nifD	Q3M664	9.2e-219	722.0	450
10121	FunGene	vnfD	anfD	AKB48005;size=2;/1-460	1.1e-218	717.7	456
10122	FunGene	vnfD	anfD	AGK98263;size=1;/1-460	1.9e-218	716.9	459
10123	FunGene	vnfD	anfD	EPY02865;size=1;/1-460	2e-218	716.8	459
10124	FunGene	vnfD	anfD	OMH20013;size=6;/1-460	2.6e-218	716.5	459
10125	FunGene	vnfD	anfD	AAM04635;size=1;/1-460	3.2e-218	716.2	457
10126	FunGene	vnfD	anfD	EXJ15821;size=1;/1-460	5.5e-218	715.4	459
10127	FunGene	vnfD	anfD	SEH51093;size=1;/1-460	9.2e-218	714.6	459
8321	FunGene	nifD	nifD	B1QUW1	4e-216	713.3	528
10128	FunGene	vnfD	anfD	ADP69796;size=1;/1-460	4.2e-216	709.2	459
10129	FunGene	vnfD	anfD	SFX09986;size=5;/1-460	4.2e-216	709.2	459
10130	FunGene	vnfD	anfD	OHC12061;size=2;/1-460	4.5e-216	709.1	459
10131	FunGene	vnfD	anfD	CAA36058;size=1;/1-460	1.2e-215	707.6	459
10132	FunGene	vnfD	anfD	CCD03004;size=1;/1-460	1.3e-215	707.6	459
10133	FunGene	vnfD	anfD	SEQ30981;size=3;/1-460	1.6e-215	707.3	459
10134	FunGene	vnfD	anfD	SFL38789;size=2;/1-460	1.8e-215	707.1	459
8322	FunGene	nifD	nifD	Q1KX98	1.8e-212	701.3	433
29859	Zehr	nifH	nflH	CDB02908.1|Firmicutes_bacterium_1	2e-211	703.9	685
29860	Zehr	nifH	nflH	EEN15621.1|Desulfotomaculum_acetoxidans_1	4.9e-210	699.3	675
8323	FunGene	nifD	nifD	P08717	1.1e-209	692.0	466
10135	FunGene	vnfD	anfD	CAA33173;size=1;/1-459	3.2e-209	686.5	459
29861	Zehr	nifH	nflH	ACV61347.1|Desulfotomaculum_acetoxidans_1	6.1e-208	692.4	669
8324	FunGene	nifD	nifD	Q02452	4.1e-193	637.3	474
29862	Zehr	nifH	nflH	AGN26900.1|Methanomassiliicoccus_sp._1	4.1e-189	630.1	717
8325	FunGene	nifD	nifD	Q50788	1e-184	609.5	458
21378	Mise	nifH	vnfH	WP_190682846.1	1.3e-182	600.5	288
9990	FunGene	nifH	vnfH	gi|186680941|ref|YP_001864137.1|	1.4e-182	596.7	291
21379	Mise	nifH	vnfH	WP_190591593.1	1.6e-182	600.3	288
21380	Mise	nifH	vnfH	WP_190982866.1	1.7e-182	600.2	288
21381	Mise	nifH	vnfH	WP_190966596.1	1.7e-182	600.2	288
13877	Mise	nifH	vnfH	WP_109328314.1	1.8e-182	601.7	291
8326	FunGene	nifD	nifD	O27605	2.3e-182	601.8	457
21382	Mise	nifH	vnfH	WP_167723396.1	2.7e-182	599.5	290
21383	Mise	nifH	vnfH	WP_014239786.1	2.8e-182	599.5	291
21384	Mise	nifH	vnfH	WP_190539391.1	3.6e-182	599.1	287
21385	Mise	nifH	vnfH	WP_045868439.1	4.5e-182	598.8	286
9991	FunGene	nifH	vnfH	gi|289474534|gb|ADC97878.1|	6.5e-182	594.4	290
13878	Mise	nifH	vnfH	WP_209768162.1	7.4e-182	599.7	291
13879	Mise	nifH	vnfH	WP_029011025.1	7.5e-182	599.7	290
13880	Mise	nifH	vnfH	WP_014239786.1	8.6e-182	599.5	291
13881	Mise	nifH	vnfH	WP_149166707.1	9.9e-182	599.3	291
13882	Mise	nifH	vnfH	WP_209872947.1	1.1e-181	599.1	291
9992	FunGene	nifH	vnfH	gi|189219887|ref|YP_001940528.1|	1.4e-181	593.3	290
