	GenomeID	nifH	nifD	nifK	vnfH	vnfD	vnfK	anfH	anfD	anfK	nflD	nflH	ChlN	ChIl	ChlB
26	GB_GCA_000961655.1	LADR01000085.1_11	LADR01000085.1_8	LADR01000085.1_7											
27	GB_GCA_000961725.1	LADS01000004.1_67	LADS01000004.1_70	LADS01000004.1_71											
28	GB_GCA_001005265.1	CP011392.1_604	CP011392.1_601	CP011392.1_600											
29	GB_GCA_001044195.1	LFCU01000132.1_6	LFCU01000132.1_3	LFCU01000132.1_2											
30	GB_GCA_001184205.1	LBMP01000004.1_396	LBMP01000004.1_393	LBMP01000004.1_392											
31	GB_GCA_001276605.1	JXSN01000389.1_2	JXSN01000542.1_1	JXSN01000481.1_1											
32	GB_GCA_001312405.1	BBDR01000004.1_118	BBDR01000004.1_122	BBDR01000004.1_123											
33	GB_GCA_001314905.1	LJZT01000032.1_8	LJZT01000032.1_5	LJZT01000032.1_4									LJZT01000044.1_28	LJZT01000044.1_30	LJZT01000066.1_11
34	GB_GCA_001443525.1	LKPX01000013.1_58	LKPX01000013.1_55	LKPX01000013.1_54											
35	GB_GCA_001462245.1	LIUG01000033.1_59	LIUG01000026.1_15	LIUG01000026.1_16											
36	GB_GCA_001462255.1	LIUJ01000308.1_1	LIUJ01000308.1_2	LIUJ01000066.1_1											
37	GB_GCA_001509375.1	LGFT01000081.1_1	LGFT01000081.1_4	LGFT01000081.1_5							LGFT01000025.1_6	LGFT01000010.1_31			
38	GB_GCA_001516055.1	LOEZ01000019.1_90	LOEZ01000019.1_87	LOEZ01000019.1_86											
39	GB_GCA_001602645.1	LUYE01000048.1_22	LUYE01000048.1_19	LUYE01000048.1_18							LUYE01000036.1_126	LUYE01000036.1_63			
40	GB_GCA_001602925.1	LUZT01000011.1_96	LUZT01000011.1_99	LUZT01000011.1_100									LUZT01000013.1_91	LUZT01000013.1_93	LUZT01000013.1_92
41	GB_GCA_001603035.1	LVAS01000062.1_6	LVAS01000062.1_9	LVAS01000062.1_10											
42	GB_GCA_001603055.1	LVAZ01000212.1_12	LVAZ01000212.1_9	LVAZ01000212.1_8											
43	GB_GCA_001603145.1	LVBI01000002.1_20	LVBI01000043.1_8	LVBI01000043.1_9											
44	GB_GCA_001603845.1	LUZZ01000315.1_2	LUZZ01000315.1_5	LUZZ01000315.1_6											
45	GB_GCA_001603905.1	LVAE01000048.1_50	LVAE01000048.1_49	LVAE01000048.1_48											
46	GB_GCA_001604185.1	LVAV01000054.1_59	LVAV01000054.1_64	LVAV01000054.1_62											
47	GB_GCA_001604385.1	LVBK01000047.1_4	LVBK01000047.1_7	LVBK01000047.1_8											
48	GB_GCA_001604405.1	LVBL01000030.1_11	LVBL01000030.1_14	LVBL01000030.1_15											
49	GB_GCA_001604585.1	LVBW01000006.1_5	LVBW01000006.1_6	LVBW01000006.1_7											
50	GB_GCA_001622165.1	LVWG01000032.1_130	LVWG01000032.1_133	LVWG01000032.1_134									LVWG01000034.1_112	LVWG01000034.1_114	LVWG01000034.1_113
51	GB_GCA_001637315.1	LSZA01000060.1_4	LSZA01000060.1_7	LSZA01000060.1_8									LSZA01000029.1_12	LSZA01000029.1_14	LSZA01000094.1_11
52	GB_GCA_001650175.1	KV441839.1_729	KV441839.1_730	KV441839.1_731											
53	GB_GCA_001657575.1	LBCX01000114.1_4	LBCX01000114.1_1	LBCX01000006.1_1											
54	GB_GCA_001714685.2	MDTP02000079.1_26	MDTP02000079.1_23	MDTP02000079.1_22							MDTP02000071.1_28	MDTP02000071.1_27			
55	GB_GCA_001749745.1	JWTM01000549.1_47	JWTM01000549.1_50	JWTM01000549.1_51											
56	GB_GCA_001751015.1	MAXM01000301.1_17	MAXM01000301.1_9	MAXM01000301.1_12											
57	GB_GCA_001799255.1	MGTC01000080.1_6	MGTC01000080.1_9	MGTC01000080.1_10											
58	GB_GCA_001799285.1	MGTD01000048.1_38	MGTD01000048.1_41	MGTD01000048.1_42											
59	GB_GCA_001799365.1	MGTI01000009.1_2	MGTI01000009.1_5	MGTI01000009.1_6											
60	GB_GCA_001799395.1	MGTJ01000180.1_11	MGTJ01000180.1_8	MGTJ01000180.1_7											
61	GB_GCA_001799475.1	MGTN01000127.1_57	MGTN01000127.1_49	MGTN01000127.1_53											
62	GB_GCA_001800355.1	MGVF01000039.1_6	MGVF01000039.1_3	MGVF01000039.1_2											
63	GB_GCA_001800515.1	MGVN01000251.1_7	MGVN01000251.1_4	MGVN01000251.1_3											
64	GB_GCA_001804815.1	MHBI01000031.1_4	MHBI01000031.1_7	MHBI01000031.1_8											
65	GB_GCA_001804865.1	MHBK01000027.1_28	MHBK01000027.1_25	MHBK01000027.1_24											
66	GB_GCA_001829125.1	MIAN01000268.1_24	MIAN01000268.1_27	MIAN01000268.1_28											
67	GB_GCA_001829155.1	MIAO01000074.1_30	MIAO01000074.1_27	MIAO01000074.1_26											
68	GB_GCA_001829315.1	MIAY01000010.1_75	MIAY01000010.1_72	MIAY01000010.1_71											
69	GB_GCA_001871085.1	MNUQ01000182.1_5	MNUQ01000182.1_2	MNUQ01000182.1_1											
70	GB_GCA_001873075.1	MNYL01000079.1_10	MNYL01000079.1_7	MNYL01000079.1_6											
71	GB_GCA_001890975.1	MLAW01000023.1_30	MLAW01000023.1_33	MLAW01000023.1_34									MLAW01000055.1_7	MLAW01000055.1_5	MLAW01000002.1_9
72	GB_GCA_001896915.1	MKRK01000019.1_20	MKRK01000172.1_12	MKRK01000172.1_11											
73	GB_GCA_001897035.1	MKRS01000748.1_3	MKRS01000824.1_2	MKRS01000824.1_3											
74	GB_GCA_001914235.1	MQUF01000001.1_37	MQUF01000001.1_34	MQUF01000001.1_33											
75	GB_GCA_002067275.1	MVQX01000087.1_97	MVQX01000087.1_94	MVQX01000087.1_93							MVQX01000060.1_20	MVQX01000060.1_21			
76	GB_GCA_002067365.1	MVRK01000029.1_105	MVRK01000029.1_102	MVRK01000029.1_101							MVRK01000031.1_52	MVRK01000111.1_21			
77	GB_GCA_002067405.1	MVRP01000108.1_7	MVRP01000108.1_10	MVRP01000108.1_11											
78	GB_GCA_002067705.1	MVRL01000089.1_8	MVRL01000089.1_11	MVRL01000089.1_12							MVRL01000163.1_12	MVRL01000088.1_77			
79	GB_GCA_002067755.1	MVQH01000075.1_42	MVQH01000075.1_39	MVQH01000075.1_38							MVQH01000077.1_60	MVQH01000071.1_6			
80	GB_GCA_002067965.1	MVRN01000118.1_10	MVRN01000118.1_13	MVRN01000118.1_14											
81	GB_GCA_002069975.1	MWCJ01000005.1_8	MWCJ01000005.1_5	MWCJ01000005.1_4											
82	GB_GCA_002070825.1	MWDT01000019.1_3	MWDT01000019.1_4	MWDT01000019.1_5											
83	GB_GCA_002091395.1	AP017913.1_201	AP017913.1_204	AP017913.1_205											
84	GB_GCA_002237645.1	MJUZ01000014.1_9	MJUZ01000014.1_12	MJUZ01000014.1_13											
85	GB_GCA_002293545.1	DBDL01000061.1_12	DBDL01000061.1_10	DBDL01000061.1_9											
86	GB_GCA_002294045.1	DBEP01000051.1_48	DBEP01000051.1_51	DBEP01000051.1_52											
87	GB_GCA_002298145.1	DBMP01000029.1_90	DBMP01000029.1_89	DBMP01000029.1_88				DBMP01000017.1_46	DBMP01000017.1_47	DBMP01000016.1_8					
88	GB_GCA_002298165.1	DBMI01000028.1_135	DBMI01000028.1_138	DBMI01000028.1_139											
89	GB_GCA_002304345.1	NEUU01000012.1_19	NEUU01000012.1_16	NEUU01000012.1_15											
90	GB_GCA_002306005.1	DBRO01000109.1_32	DBRO01000109.1_35	DBRO01000109.1_36				DBRO01000033.1_10	DBRO01000033.1_9	DBRO01000033.1_7					
91	GB_GCA_002306945.1	DBTH01000063.1_4	DBTH01000001.1_17	DBTH01000001.1_18											
92	GB_GCA_002306975.1	DBTI01000098.1_20	DBTI01000098.1_17	DBTI01000098.1_16				DBTI01000267.1_30	DBTI01000114.1_50	DBTI01000267.1_37					
93	GB_GCA_002306985.1	DBTJ01000215.1_4	DBTJ01000037.1_47	DBTJ01000037.1_48											
94	GB_GCA_002307035.1	DBTL01000044.1_80	DBTL01000044.1_77	DBTL01000044.1_76											
95	GB_GCA_002307055.1	DBTM01000036.1_119	DBTM01000036.1_116	DBTM01000036.1_115											
96	GB_GCA_002307185.1	DBTT01000046.1_83	DBTT01000046.1_80	DBTT01000046.1_79											
97	GB_GCA_002307215.1	DBTU01000053.1_108	DBTU01000053.1_105	DBTU01000053.1_104											
98	GB_GCA_002307245.1	DBTW01000202.1_7	DBTW01000202.1_4	DBTW01000202.1_3											
99	GB_GCA_002307275.1	DBTX01000018.1_24	DBTX01000018.1_21	DBTX01000018.1_20											
100	GB_GCA_002309305.1	DBWR01000008.1_11	DBWR01000008.1_33	DBWR01000008.1_34											
101	GB_GCA_002310155.1	DBYF01000065.1_3	DBYF01000065.1_8	DBYF01000065.1_6											
102	GB_GCA_002310215.1	DBYR01000006.1_19	DBYR01000006.1_21	DBYR01000006.1_39											
103	GB_GCA_002314445.1	DCFX01000053.1_10	DCFX01000053.1_13	DCFX01000053.1_14											
104	GB_GCA_002314775.1	DCHE01000088.1_57	DCHE01000088.1_59	DCHE01000088.1_60											
105	GB_GCA_002316675.1	DCDZ01000030.1_42	DCDZ01000030.1_40	DCDZ01000030.1_41											
106	GB_GCA_002319795.1	DCFU01000034.1_51	DCFU01000034.1_54	DCFU01000034.1_55											
107	GB_GCA_002319815.1	DCFR01000082.1_7	DCFR01000082.1_10	DCFR01000082.1_11											
108	GB_GCA_002327235.1	DCUX01000006.1_23	DCUX01000054.1_17	DCUX01000054.1_16											
109	GB_GCA_002339325.1	DDKK01000010.1_70	DDKK01000010.1_69	DDKK01000010.1_68											
110	GB_GCA_002339745.1	DDKP01000095.1_1	DDKP01000095.1_4	DDKP01000095.1_5											
111	GB_GCA_002340255.1	DDLS01000181.1_16	DDLS01000181.1_13	DDLS01000181.1_12									DDLS01000115.1_21	DDLS01000164.1_16	DDLS01000070.1_6
112	GB_GCA_002342805.1	DDQW01000093.1_19	DDQW01000093.1_16	DDQW01000093.1_15											
113	GB_GCA_002347095.1	DDWZ01000016.1_79	DDWZ01000016.1_82	DDWZ01000016.1_83											
114	GB_GCA_002348905.1	DEBW01000050.1_8	DEBW01000034.1_24	DEBW01000034.1_25											
115	GB_GCA_002350105.1	DEDT01000054.1_39	DEDT01000054.1_34	DEDT01000054.1_33											
116	GB_GCA_002362105.1	DETD01000013.1_32	DETD01000013.1_30	DETD01000013.1_31											
117	GB_GCA_002367105.1	DFCS01000026.1_34	DFCS01000026.1_35	DFCS01000026.1_36											
118	GB_GCA_002368155.1	AP018180.1_831	AP018180.1_4773	AP018180.1_4774	AP018180.1_799	AP018180.1_807	AP018180.1_808						AP018180.1_4647	AP018180.1_4649	AP018180.1_4493
119	GB_GCA_002368275.1	AP018233.1_3235	AP018233.1_2744	AP018233.1_2795	AP018233.1_3456	AP018233.1_3158	AP018233.1_3159						AP018236.1_24	AP018236.1_26	AP018233.1_5353
120	GB_GCA_002368605.1	DFEB01000077.1_10	DFEB01000017.1_9	DFEB01000079.1_4											
121	GB_GCA_002368715.1	DFEO01000129.1_2	DFEO01000129.1_1	DFEO01000118.1_2											
122	GB_GCA_002369325.1	DFDU01000003.1_25	DFDU01000003.1_19	DFDU01000003.1_22											
123	GB_GCA_002371265.1	DFGT01000027.1_21	DFGT01000027.1_23	DFGT01000027.1_35											
124	GB_GCA_002372875.1	DFJD01000024.1_8	DFJD01000057.1_9	DFJD01000024.1_5											
125	GB_GCA_002373165.1	DFJS01000090.1_6	DFJS01000090.1_11	DFJS01000090.1_10											
126	GB_GCA_002373205.1	DFJV01000113.1_27	DFJV01000113.1_14	DFJV01000113.1_9											
127	GB_GCA_002373855.1	DFKO01000041.1_6	DFKO01000041.1_8	DFKO01000041.1_7											
128	GB_GCA_002382645.1	DFYP01000136.1_3	DFYP01000136.1_2	DFYP01000147.1_2											
129	GB_GCA_002382755.1	DFZT01000026.1_1	DFZT01000067.1_4	DFZT01000067.1_3											
130	GB_GCA_002389905.1	DGRE01000019.1_14	DGRE01000019.1_17	DGRE01000019.1_18											
131	GB_GCA_002391065.1	DGRP01000082.1_4	DGRP01000082.1_3	DGRP01000082.1_2											
132	GB_GCA_002391235.1	DGRX01000006.1_63	DGRX01000006.1_66	DGRX01000006.1_57											
133	GB_GCA_002392275.1	DGGQ01000104.1_3	DGGQ01000104.1_5	DGGQ01000084.1_11											
134	GB_GCA_002392915.1	DGHQ01000005.1_14	DGHQ01000005.1_16	DGHQ01000005.1_29											
135	GB_GCA_002393195.1	DGIK01000065.1_4	DGIK01000065.1_2	DGIK01000065.1_1											
136	GB_GCA_002393865.1	DGUD01000199.1_12	DGUD01000199.1_26	DGUD01000199.1_15											
137	GB_GCA_002394865.1	DGUZ01000024.1_38	DGUZ01000024.1_41	DGUZ01000024.1_42											
138	GB_GCA_002396385.1	DGTD01000013.1_5	DGTD01000013.1_3	DGTD01000013.1_4											
139	GB_GCA_002397275.1	DHAA01000074.1_26	DHAA01000074.1_23	DHAA01000074.1_22											
140	GB_GCA_002398825.1	DHBS01000007.1_83	DHBS01000007.1_80	DHBS01000007.1_79											
141	GB_GCA_002399405.1	DHDP01000019.1_200	DHDP01000019.1_197	DHDP01000019.1_196											
142	GB_GCA_002402945.1	DHGV01000056.1_12	DHGV01000056.1_9	DHGV01000056.1_8											
143	GB_GCA_002403385.1	DHHR01000071.1_13	DHHR01000071.1_16	DHHR01000071.1_17											
144	GB_GCA_002403785.1	DHIM01000108.1_2	DHIM01000144.1_10	DHIM01000144.1_9											
145	GB_GCA_002406015.1	DHMX01000005.1_33	DHMX01000005.1_31	DHMX01000005.1_30											
146	GB_GCA_002408065.1	DHQI01000129.1_10	DHQI01000129.1_13	DHQI01000129.1_14											
147	GB_GCA_002408085.1	DHQL01000018.1_134	DHQL01000018.1_131	DHQL01000018.1_130											
148	GB_GCA_002410325.1	DHRK01000019.1_68	DHRK01000019.1_71	DHRK01000019.1_72											
149	GB_GCA_002412555.1	DHVH01000231.1_5	DHVH01000231.1_2	DHVH01000231.1_1											
150	GB_GCA_002412965.1	DHWB01000004.1_481	DHWB01000004.1_484	DHWB01000004.1_485											
151	GB_GCA_002413345.1	DHWU01000017.1_21	DHWU01000017.1_16	DHWU01000017.1_17											
152	GB_GCA_002414225.1	DHYV01000024.1_164	DHYV01000024.1_161	DHYV01000024.1_160											
153	GB_GCA_002415465.1	DHYT01000192.1_6	DHYT01000192.1_2	DHYT01000192.1_1											
154	GB_GCA_002417975.1	DIDE01000065.1_21	DIDE01000065.1_18	DIDE01000065.1_17											
155	GB_GCA_002418835.1	DIEX01000030.1_48	DIEX01000030.1_45	DIEX01000030.1_44											
156	GB_GCA_002419025.1	DIFG01000025.1_3	DIFG01000025.1_6	DIFG01000025.1_7											
157	GB_GCA_002422505.1	DIVX01000087.1_7	DIVX01000078.1_4	DIVX01000078.1_13											
158	GB_GCA_002423435.1	DIWE01000032.1_42	DIWE01000032.1_45	DIWE01000032.1_46											
159	GB_GCA_002423675.1	DINM01000015.1_26	DINM01000015.1_29	DINM01000099.1_5											
160	GB_GCA_002424635.1	DIKT01000095.1_21	DIKT01000095.1_24	DIKT01000095.1_25											
161	GB_GCA_002427885.1	DIZI01000008.1_199	DIZI01000008.1_196	DIZI01000008.1_195											
162	GB_GCA_002428365.1	DIVW01000011.1_4	DIVW01000019.1_8	DIVW01000019.1_7											
163	GB_GCA_002428705.1	DIXN01000004.1_67	DIXN01000004.1_70	DIXN01000004.1_71											
164	GB_GCA_002429065.1	DIYN01000019.1_87	DIYN01000019.1_88	DIYN01000019.1_89											
165	GB_GCA_002429385.1	DIZL01000042.1_18	DIZL01000042.1_15	DIZL01000042.1_14											
166	GB_GCA_002429965.1	DJBG01000053.1_23	DJBG01000053.1_26	DJBG01000053.1_18											
167	GB_GCA_002434245.1	DJJR01000061.1_9	DJJR01000052.1_76	DJJR01000052.1_75				DJJR01000063.1_30	DJJR01000063.1_27	DJJR01000061.1_3					
168	GB_GCA_002434335.1	DJJW01000023.1_8	DJJW01000023.1_5	DJJW01000023.1_4											
169	GB_GCA_002448445.1	DJYC01000061.1_27	DJYC01000061.1_31	DJYC01000112.1_85											
170	GB_GCA_002448975.1	DKBO01000264.1_8	DKBO01000264.1_10	DKBO01000139.1_14											
171	GB_GCA_002449335.1	DKDL01000108.1_21	DKDL01000108.1_19	DKDL01000108.1_20											
172	GB_GCA_002449585.1	DJXD01000083.1_2	DJXD01000083.1_6	DJXD01000083.1_11											
173	GB_GCA_002452635.1	DKEU01000071.1_1	DKEU01000071.1_4	DKEU01000071.1_5											
174	GB_GCA_002480565.1	DLCK01000088.1_21	DLCK01000088.1_20	DLCK01000088.1_19											
175	GB_GCA_002482415.1	DLFY01000306.1_15	DLFY01000306.1_12	DLFY01000306.1_11											
176	GB_GCA_002482525.1	DLGC01000009.1_1	DLGC01000009.1_2	DLGC01000009.1_3											
177	GB_GCA_002482565.1	DLGG01000139.1_36	DLGG01000139.1_33	DLGG01000139.1_32											
178	GB_GCA_002501695.1	DANZ01000141.1_28	DANZ01000141.1_25	DANZ01000141.1_24							DANZ01000089.1_15	DANZ01000089.1_14			
179	GB_GCA_002502735.1	DAQC01000001.1_533	DAQC01000001.1_536	DAQC01000001.1_537							DAQC01000001.1_637	DAQC01000001.1_1207			
180	GB_GCA_002502785.1	DAQG01000117.1_15	DAQG01000117.1_12	DAQG01000117.1_11							DAQG01000075.1_38	DAQG01000104.1_39			
181	GB_GCA_002503885.1	DASQ01000002.1_34	DASQ01000002.1_31	DASQ01000002.1_30							DASQ01000056.1_10	DASQ01000039.1_27			
182	GB_GCA_002505485.1	DAVG01000112.1_113	DAVG01000112.1_110	DAVG01000112.1_109							DAVG01000062.1_31	DAVG01000062.1_30			
183	GB_GCA_002506335.1	DAXJ01000034.1_8	DAXJ01000034.1_2	DAXJ01000034.1_4							DAXJ01000039.1_18	DAXJ01000007.1_16			
184	GB_GCA_002507205.1	DAZF01000050.1_6	DAZF01000050.1_9	DAZF01000050.1_10							DAZF01000055.1_66	DAZF01000055.1_65			
185	GB_GCA_002508425.1	DAKU01000064.1_8	DAKU01000064.1_5	DAKU01000064.1_4							DAKU01000147.1_80	DAKU01000147.1_79			
186	GB_GCA_002508705.1	DAYL01000034.1_80	DAYL01000034.1_77	DAYL01000034.1_76							DAYL01000034.1_90	DAYL01000029.1_86			
187	GB_GCA_002704825.1	PAIY01000058.1_3	PAIY01000058.1_4	PAIY01000058.1_5											
188	GB_GCA_002733995.1	NVXR01000005.1_140	NVXR01000005.1_143	NVXR01000005.1_144											
189	GB_GCA_002735925.1	PEDL01000009.1_13	PEDL01000009.1_10	PEDL01000009.1_9											
190	GB_GCA_002753395.1	PEAB01000102.1_9	PEAB01000102.1_6	PEAB01000102.1_5											
191	GB_GCA_002835825.1	PIZH01000249.1_3	PIZH01000222.1_3	PIZH01000222.1_2							PIZH01000334.1_2	PIZH01000040.1_9			
192	GB_GCA_002839675.1	PGYM01000001.1_510	PGYM01000001.1_513	PGYM01000001.1_514							PGYM01000001.1_1040	PGYM01000001.1_208			
193	GB_GCA_002840165.1	PGZN01000004.1_39	PGZN01000004.1_42	PGZN01000004.1_43											
194	GB_GCA_002840245.1	PHAA01000005.1_61	PHAA01000005.1_62	PHAA01000005.1_63											
195	GB_GCA_002840275.1	PHAB01000006.1_12	PHAB01000006.1_15	PHAB01000006.1_16											
196	GB_GCA_002840405.1	PHAR01000004.1_10	PHAR01000004.1_13	PHAR01000004.1_14											
197	GB_GCA_002841335.1	PHEY01000006.1_195	PHEY01000006.1_194	PHEY01000006.1_193											
198	GB_GCA_002841375.1	PGZO01000004.1_46	PGZO01000004.1_49	PGZO01000004.1_50											
199	GB_GCA_002841405.1	PGZR01000154.1_5	PGZR01000154.1_2	PGZR01000154.1_1											
200	GB_GCA_002841495.1	PGZV01000004.1_88	PGZV01000004.1_91	PGZV01000004.1_92											
201	GB_GCA_002841625.1	PHAG01000007.1_75	PHAG01000007.1_78	PHAG01000007.1_79											
202	GB_GCA_002841785.1	PHAW01000089.1_7	PHAW01000089.1_10	PHAW01000089.1_11											
203	GB_GCA_002841885.1	PHBE01000015.1_83	PHBE01000015.1_80	PHBE01000015.1_79											
204	GB_GCA_002868945.1	PKTX01000037.1_33	PKTX01000037.1_30	PKTX01000037.1_29											
205	GB_GCA_002869005.1	PKTU01000030.1_7	PKTU01000188.1_13	PKTU01000188.1_14											
206	GB_GCA_002869015.1	PKTT01000037.1_25	PKTT01000037.1_28	PKTT01000037.1_27											
207	GB_GCA_002897615.1	BDTX01000021.1_40	BDTX01000021.1_43	BDTX01000021.1_44											
208	GB_GCA_002897715.1	BDUA01000025.1_1	BDUA01000028.1_4	BDUA01000028.1_5											
209	GB_GCA_003054495.1	CP028514.1_2327	CP028514.1_2326	CP028514.1_2325											
210	GB_GCA_003054655.1	QAYZ01000015.1_118	QAYZ01000015.1_117	QAYZ01000015.1_116											
211	GB_GCA_003054665.1	QAYY01000016.1_21	QAYY01000016.1_22	QAYY01000016.1_23											
212	GB_GCA_003134375.1	PLAY01000022.1_18	PLAY01000022.1_15	PLAY01000022.1_14											
213	GB_GCA_003138955.1	PLHP01000198.1_2	PLHP01000198.1_3	PLHP01000198.1_4											
214	GB_GCA_003139775.1	PLGI01000198.1_18	PLGI01000198.1_15	PLGI01000198.1_14											
215	GB_GCA_003142185.1	PLOR01000108.1_36	PLOR01000108.1_35	PLOR01000108.1_34											
216	GB_GCA_003151855.1	PLYV01000057.1_5	PLYV01000057.1_7	PLYV01000057.1_8											
217	GB_GCA_003152225.1	PLZQ01000133.1_6	PLZQ01000133.1_9	PLZQ01000094.1_8											
218	GB_GCA_003153955.1	PMCB01000075.1_16	PMCB01000075.1_13	PMCB01000075.1_12											
219	GB_GCA_003154095.1	PMCK01000449.1_1	PMCK01000495.1_6	PMCK01000275.1_1	PMCK01000495.1_5	PMCK01000589.1_66	PMCK01000589.1_64								
220	GB_GCA_003154335.1	PMDE01000028.1_23	PMDE01000028.1_16	PMDE01000028.1_17							PMDE01000124.1_47	PMDE01000055.1_20			
221	GB_GCA_003154855.1	PMEV01000065.1_15	PMEV01000065.1_16	PMEV01000065.1_17											
222	GB_GCA_003157745.1	PMKM01000180.1_10	PMKM01000029.1_2	PMKM01000029.1_3											
223	GB_GCA_003157775.1	PMKP01000231.1_20	PMKP01000052.1_6	PMKP01000052.1_4											
224	GB_GCA_003158455.1	PMJO01000202.1_1	PMJO01000180.1_5	PMJO01000180.1_1											
225	GB_GCA_003158505.1	PMJK01000033.1_30	PMJK01000033.1_29	PMJK01000033.1_28											
226	GB_GCA_003159495.1	PLPI01000144.1_14	PLPI01000144.1_17	PLPI01000144.1_18											
227	GB_GCA_003161755.1	PMNP01000273.1_14	PMNP01000273.1_17	PMNP01000108.1_4											
228	GB_GCA_003162615.1	PMNG01000101.1_5	PMNG01000101.1_2	PMNG01000022.1_1							PMNG01000066.1_12	PMNG01000067.1_27			
229	GB_GCA_003164335.1	PLTF01000063.1_40	PLTF01000063.1_37	PLTF01000063.1_36											
230	GB_GCA_003164755.1	PLUB01000010.1_109	PLUB01000010.1_105	PLUB01000010.1_104				PLUB01000010.1_81	PLUB01000010.1_86	PLUB01000010.1_88	PLUB01000053.1_26	PLUB01000053.1_27			
231	GB_GCA_003165115.1	PLSJ01000386.1_2	PLSJ01000395.1_4	PLSJ01000395.1_2											
232	GB_GCA_003165235.1	PLSV01000141.1_133	PLSV01000141.1_136	PLSV01000141.1_137											
233	GB_GCA_003165415.1	PLUC01000259.1_27	PLUC01000259.1_31	PLUC01000259.1_32											
234	GB_GCA_003194495.1	PQXE01000038.1_17	PQXE01000038.1_20	PQXE01000038.1_21											
235	GB_GCA_003232385.1	QIJE01000001.1_91	QIJE01000001.1_87	QIJE01000001.1_86											
236	GB_GCA_003242895.1	QKMY01000053.1_32	QKMY01000053.1_35	QKMY01000053.1_36											
237	GB_GCA_003245395.1	QKDF01000214.1_4	QKDF01000214.1_7	QKDF01000214.1_8											
238	GB_GCA_003245635.1	QKCO01000110.1_8	QKCO01000110.1_5	QKCO01000110.1_4											
239	GB_GCA_003245715.1	QKCJ01000049.1_162	QKCJ01000049.1_165	QKCJ01000049.1_166											
240	GB_GCA_003245785.1	QKCE01000036.1_13	QKCE01000036.1_10	QKCE01000036.1_9											
241	GB_GCA_003245835.1	QKCC01000018.1_7	QKCC01000018.1_10	QKCC01000018.1_11											
242	GB_GCA_003245895.1	QKBZ01000041.1_25	QKBZ01000131.1_2	QKBZ01000131.1_3											
243	GB_GCA_003246265.1	QKAU01000017.1_72	QKAU01000017.1_75	QKAU01000017.1_76											
244	GB_GCA_003246335.1	QKAR01000145.1_49	QKAR01000145.1_52	QKAR01000145.1_53											
245	GB_GCA_003246475.1	QKAL01000020.1_13	QKAL01000020.1_10	QKAL01000020.1_9											
246	GB_GCA_003246505.1	QKAI01000063.1_4	QKAI01000063.1_7	QKAI01000063.1_8											
