	SeqID	Database	OrgGene	Gene	EValue	Bitscore	AlnLength
45	WP_125017136.1	Mise	nifH	vnfH	1.20E-173	572	287
46	WP_202054002.1	Mise	nifH	nifH	1.30E-173	571.6	289
47	WP_110523397.1	Mise	nifH	vnfH	1.40E-173	571.8	287
48	WP_102654332.1	Mise	nifH	vnfH	1.40E-173	571.8	287
49	WP_153163571.1	Mise	nifH	vnfH	1.50E-173	571.6	287
50	WP_160965928.1	Mise	nifH	nifH	1.50E-173	571.5	289
51	WP_072326547.1	Mise	nifH	vnfH	1.90E-173	571.3	287
52	WP_200345179.1	Mise	nifH	nifH	2.10E-173	571	289
53	WP_212786955.1	Mise	nifH	vnfH	2.20E-173	571.1	286
54	WP_212594383.1	Mise	nifH	vnfH	2.40E-173	571	287
55	WP_014430473.1	Mise	nifH	nifH	2.40E-173	570.8	289
56	WP_209872947.1	Mise	nifH	nifH	2.40E-173	570.8	290
57	WP_207355363.1	Mise	nifH	vnfH	2.60E-173	570.9	287
58	WP_190982866.1	Mise	nifH	vnfH	2.80E-173	569.1	288
59	WP_014239786.1	Mise	nifH	nifH	2.90E-173	568.9	290
60	WP_018294621.1	Mise	nifH	vnfH	3.00E-173	570.7	287
61	WP_195313598.1	Mise	nifH	nifH	3.30E-173	570.4	289
62	WP_107492233.1	Mise	nifH	vnfH	3.30E-173	570.6	287
63	WP_091932041.1	Mise	nifH	vnfH	3.40E-173	570.5	287
64	WP_054761838.1	Mise	nifH	vnfH	3.50E-173	570.5	287
65	WP_153472808.1	Mise	nifH	vnfH	3.70E-173	570.4	287
66	WP_036108787.1	Mise	nifH	nifH	3.80E-173	570.1	289
67	WP_011287173.1	Mise	nifH	vnfH	3.90E-173	570.3	287
68	WP_153150728.1	Mise	nifH	vnfH	4.30E-173	570.2	287
69	WP_012728878.1	Mise	nifH	vnfH	5.20E-173	569.9	287
70	WP_193494679.1	Mise	nifH	vnfH	5.40E-173	569.9	286
71	WP_200176998.1	Mise	nifH	vnfH	5.80E-173	569.7	287
72	WP_065835949.1	Mise	nifH	nifH	5.80E-173	569.5	289
73	WP_137713594.1	Mise	nifH	nifH	6.00E-173	569.5	289
74	WP_164648052.1	Mise	nifH	vnfH	6.80E-173	569.5	287
75	WP_209768162.1	Mise	nifH	nifH	7.40E-173	569.2	290
76	WP_029011025.1	Mise	nifH	nifH	7.40E-173	569.2	288
77	WP_042479509.1	Mise	nifH	vnfH	7.50E-173	569.4	287
78	WP_093275479.1	Mise	nifH	vnfH	7.70E-173	569.3	287
79	WP_121459392.1	Mise	nifH	vnfH	8.20E-173	569.3	287
80	WP_159682674.1	Mise	nifH	vnfH	9.30E-173	569.1	287
81	WP_136992389.1	Mise	nifH	nifH	9.50E-173	568.8	289
82	WP_069005827.1	Mise	nifH	nifH	9.90E-173	568.8	288
83	WP_162365673.1	Mise	nifH	nifH	1.00E-172	568.7	289
84	WP_199388827.1	Mise	nifH	nifH	1.10E-172	568.6	286
85	WP_182808260.1	Mise	nifH	vnfH	1.20E-172	568.7	287
86	WP_169151134.1	Mise	nifH	vnfH	1.20E-172	568.7	287
87	WP_013010353.1	Mise	nifH	vnfH	1.30E-172	568.6	287
88	WP_002710379.1	Mise	nifH	nifH	1.30E-172	568.4	289
89	WP_200383094.1	Mise	nifH	vnfH	1.30E-172	568.6	287
90	WP_180285251.1	Mise	nifH	nifH	1.40E-172	568.3	290
91	WP_142847681.1	Mise	nifH	nifH	1.50E-172	568.2	286
92	WP_200232872.1	Mise	nifH	nifH	1.50E-172	568.2	289
93	WP_011094487.1	Mise	nifH	nifH	2.00E-172	567.8	289
94	WP_167723396.1	Mise	nifH	vnfH	2.10E-172	566.2	288
95	WP_091356304.1	Mise	nifH	vnfH	2.10E-172	567.9	287
96	WP_211563382.1	Mise	nifH	nifH	2.20E-172	567.6	288
97	WP_150047212.1	Mise	nifH	vnfH	2.30E-172	567.8	287
98	WP_200284053.1	Mise	nifH	vnfH	2.30E-172	567.8	287
99	WP_109117984.1	Mise	nifH	nifH	2.40E-172	567.5	288
100	WP_021017294.1	Mise	nifH	nifH	2.50E-172	567.4	289
101	WP_055731567.1	Mise	nifH	vnfH	2.80E-172	567.5	287
102	WP_046860621.1	Mise	nifH	nifH	2.80E-172	567.3	288
103	WP_176975872.1	Mise	nifH	vnfH	2.90E-172	567.4	287
104	WP_173195638.1	Mise	nifH	nifH	3.00E-172	567.2	286
105	WP_123140137.1	Mise	nifH	vnfH	3.00E-172	567.4	287
106	WP_108949291.1	Mise	nifH	nifH	3.00E-172	567.2	288
107	WP_111435548.1	Mise	nifH	vnfH	3.50E-172	567.2	287
108	WP_150437455.1	Mise	nifH	nifH	3.60E-172	567	289
109	WP_026016315.1	Mise	nifH	vnfH	3.70E-172	565.4	289
110	WP_116133760.1	Mise	nifH	nifH	3.80E-172	566.9	289
111	WP_096085050.1	Mise	nifH	vnfH	4.10E-172	566.9	287
112	WP_134440415.1	Mise	nifH	nifH	4.30E-172	566.7	288
113	WP_002685515.1	Mise	nifH	vnfH	4.30E-172	566.9	287
114	WP_037205988.1	Mise	nifH	nifH	4.30E-172	566.7	289
115	WP_169130728.1	Mise	nifH	nifH	4.70E-172	566.6	288
116	WP_093032661.1	Mise	nifH	nifH	5.00E-172	566.5	289
117	WP_200374463.1	Mise	nifH	nifH	5.10E-172	566.4	289
118	WP_091193715.1	Mise	nifH	vnfH	5.20E-172	566.6	286
119	WP_169145555.1	Mise	nifH	nifH	5.20E-172	566.4	289
120	WP_020333808.1	Mise	nifH	vnfH	5.30E-172	566.6	287
121	WP_215582527.1	Mise	nifH	vnfH	5.30E-172	566.6	286
122	WP_090231401.1	Mise	nifH	vnfH	5.30E-172	566.6	287
123	WP_085088510.1	Mise	nifH	nifH	5.80E-172	566.3	288
124	WP_066099558.1	Mise	nifH	nifH	6.10E-172	566.2	289
125	WP_151155372.1	Mise	nifH	nifH	6.10E-172	566.2	286
126	WP_074218330.1	Mise	nifH	nifH	6.40E-172	566.1	289
127	WP_155450427.1	Mise	nifH	vnfH	6.60E-172	566.3	287
128	WP_200182189.1	Mise	nifH	vnfH	6.80E-172	566.2	287
129	WP_013029017.1	Mise	nifH	vnfH	6.80E-172	566.2	287
130	WP_141016774.1	Mise	nifH	vnfH	7.00E-172	566.2	287
131	WP_207161907.1	Mise	nifH	nifH	7.10E-172	566	286
132	WP_002720705.1	Mise	nifH	nifH	7.20E-172	565.9	289
133	WP_207018595.1	Mise	nifH	nifH	7.50E-172	565.9	289
134	WP_015282051.1	Mise	nifH	vnfH	7.50E-172	566.1	287
135	WP_012971078.1	Mise	nifH	vnfH	7.50E-172	566.1	287
136	WP_084579006.1	Mise	nifH	nifH	7.50E-172	565.9	289
137	WP_131911476.1	Mise	nifH	nifH	7.80E-172	565.8	288
138	WP_015818692.1	Mise	nifH	nifH	8.00E-172	565.8	289
139	WP_039743917.1	Mise	nifH	nifH	8.10E-172	565.8	286
140	WP_207893183.1	Mise	nifH	nifH	8.90E-172	565.7	289
141	WP_167410750.1	Mise	nifH	vnfH	9.20E-172	565.8	287
142	WP_132921731.1	Mise	nifH	nifH	9.50E-172	565.6	289
143	WP_086487138.1	Mise	nifH	nifH	9.60E-172	565.5	287
144	WP_012568805.1	Mise	nifH	nifH	1.00E-171	565.4	289
145	WP_068716984.1	Mise	nifH	vnfH	1.00E-171	565.6	287
146	WP_058554369.1	Mise	nifH	vnfH	1.00E-171	565.7	287
147	WP_015768824.1	Mise	nifH	vnfH	1.10E-171	565.6	287
148	WP_076365267.1	Mise	nifH	nifH	1.10E-171	565.4	289
149	WP_060737955.1	Mise	nifH	nifH	1.10E-171	563.7	289
150	WP_091148925.1	Mise	nifH	nifH	1.20E-171	565.2	289
151	WP_142524257.1	Mise	nifH	nifH	1.20E-171	563.6	289
152	WP_200327867.1	Mise	nifH	nifH	1.30E-171	565.1	288
153	WP_062626999.1	Mise	nifH	nifH	1.30E-171	565.1	288
154	WP_093287058.1	Mise	nifH	nifH	1.40E-171	565	289
155	WP_039390847.1	Mise	nifH	nifH	1.50E-171	564.9	289
156	WP_192149450.1	Mise	nifH	nifH	1.50E-171	564.9	289
157	WP_201065488.1	Mise	nifH	vnfH	1.50E-171	565.1	287
158	WP_007041619.1	Mise	nifH	nifH	1.50E-171	564.9	288
159	WP_066980555.1	Mise	nifH	nifH	1.60E-171	564.8	287
160	WP_007192139.1	Mise	nifH	nifH	1.70E-171	564.7	289
161	WP_075185654.1	Mise	nifH	nifH	1.70E-171	564.7	289
162	WP_078791107.1	Mise	nifH	nifH	1.70E-171	563.1	285
163	WP_024519957.1	Mise	nifH	nifH	1.70E-171	563.1	289
164	WP_114336408.1	Mise	nifH	vnfH	1.70E-171	564.9	287
165	WP_134076875.1	Mise	nifH	nifH	1.80E-171	564.6	289
166	WP_199385137.1	Mise	nifH	nifH	1.80E-171	564.6	286
167	WP_101250570.1	Mise	nifH	nifH	1.80E-171	564.7	289
168	WP_101942994.1	Mise	nifH	vnfH	1.80E-171	564.8	287
169	WP_045226862.1	Mise	nifH	nifH	1.90E-171	564.5	289
170	WP_111346975.1	Mise	nifH	nifH	1.90E-171	564.6	289
171	WP_151053121.1	Mise	nifH	vnfH	2.00E-171	564.7	287
172	WP_062149234.1	Mise	nifH	vnfH	2.00E-171	564.7	287
173	WP_067734406.1	Mise	nifH	nifH	2.10E-171	564.4	290
174	WP_201079207.1	Mise	nifH	nifH	2.10E-171	564.4	289
175	WP_200385946.1	Mise	nifH	vnfH	2.10E-171	564.6	287
176	WP_194747557.1	Mise	nifH	nifH	2.10E-171	564.4	288
177	WP_135441479.1	Mise	nifH	vnfH	2.20E-171	564.6	287
178	WP_196437383.1	Mise	nifH	nifH	2.30E-171	564.3	287
179	WP_132542189.1	Mise	nifH	nifH	2.30E-171	564.3	289
180	WP_107662511.1	Mise	nifH	nifH	2.40E-171	564.2	288
181	WP_093070868.1	Mise	nifH	vnfH	2.40E-171	564.4	287
182	WP_141900361.1	Mise	nifH	nifH	2.50E-171	564.2	288
183	WP_129125540.1	Mise	nifH	nifH	2.50E-171	564.2	286
184	WP_015687117.1	Mise	nifH	nifH	2.60E-171	564.1	289
185	WP_017842415.1	Mise	nifH	nifH	2.60E-171	564.1	288
186	WP_119632377.1	Mise	nifH	nifH	2.60E-171	564.1	289
187	WP_132951047.1	Mise	nifH	nifH	2.80E-171	564	289
188	WP_026610013.1	Mise	nifH	nifH	2.90E-171	564	289
189	WP_214185045.1	Mise	nifH	nifH	3.00E-171	563.9	286
190	WP_206894880.1	Mise	nifH	nifH	3.00E-171	563.9	289
191	WP_153248011.1	Mise	nifH	vnfH	3.00E-171	564.1	287
192	WP_070071968.1	Mise	nifH	nifH	3.10E-171	563.8	288
193	WP_136692414.1	Mise	nifH	nifH	3.10E-171	563.9	290
194	WP_209105224.1	Mise	nifH	nifH	3.10E-171	563.9	288
195	WP_137043015.1	Mise	nifH	nifH	3.20E-171	562.1	289
196	WP_043753453.1	Mise	nifH	vnfH	3.20E-171	564	287
197	WP_107325460.1	Mise	nifH	nifH	3.20E-171	563.8	287
198	WP_011320742.1	Mise	nifH	vnfH	3.30E-171	562.3	289
199	WP_202213712.1	Mise	nifH	nifH	3.50E-171	563.7	289
200	WP_100233658.1	Mise	nifH	nifH	3.50E-171	562	289
201	WP_097278677.1	Mise	nifH	nifH	3.50E-171	563.7	290
202	WP_026958341.1	Mise	nifH	vnfH	3.50E-171	563.9	286
203	WP_188096697.1	Mise	nifH	nifH	3.50E-171	562	289
204	WP_012468732.1	Mise	nifH	nifH	3.70E-171	563.6	284
205	WP_107672413.1	Mise	nifH	nifH	3.80E-171	563.6	288
206	WP_098107168.1	Mise	nifH	nifH	3.80E-171	563.6	290
207	WP_133822387.1	Mise	nifH	nifH	3.90E-171	563.5	289
208	WP_119630334.1	Mise	nifH	nifH	3.90E-171	563.5	289
209	WP_084268130.1	Mise	nifH	nifH	3.90E-171	561.9	289
210	WP_149307474.1	Mise	nifH	nifH	3.90E-171	563.6	286
211	WP_113892793.1	Mise	nifH	nifH	4.20E-171	563.4	289
212	WP_088534525.1	Mise	nifH	nifH	4.30E-171	563.4	286
213	WP_066811995.1	Mise	nifH	nifH	4.30E-171	563.4	288
214	WP_131309303.1	Mise	nifH	nifH	4.30E-171	563.4	289
215	WP_172328123.1	Mise	nifH	nifH	4.40E-171	563.4	289
216	WP_008065016.1	Mise	nifH	nifH	4.60E-171	563.3	289
217	WP_126996253.1	Mise	nifH	nifH	4.70E-171	563.3	288
218	WP_119830136.1	Mise	nifH	nifH	4.80E-171	563.2	287
219	WP_191143358.1	Mise	nifH	vnfH	4.80E-171	563.4	287
220	WP_078790559.1	Mise	nifH	nifH	4.80E-171	563.2	286
221	WP_173807438.1	Mise	nifH	nifH	5.00E-171	563.2	288
222	WP_085813405.1	Mise	nifH	nifH	5.10E-171	563.2	286
223	WP_014247088.1	Mise	nifH	nifH	5.10E-171	563.2	288
224	WP_017314873.1	Mise	nifH	vnfH	5.10E-171	563.4	289
225	WP_109903383.1	Mise	nifH	nifH	5.20E-171	563.1	289
226	WP_068114929.1	Mise	nifH	nifH	5.30E-171	563.1	286
227	WP_184428242.1	Mise	nifH	nifH	5.30E-171	563.1	289
228	WP_216127998.1	Mise	nifH	nifH	5.60E-171	563	288
229	WP_161154327.1	Mise	nifH	vnfH	5.70E-171	563.2	287
230	WP_129607798.1	Mise	nifH	nifH	5.70E-171	563	290
231	WP_163097655.1	Mise	nifH	nifH	6.00E-171	562.9	289
232	WP_013450808.1	Mise	nifH	vnfH	6.00E-171	563.1	283
233	WP_103878867.1	Mise	nifH	vnfH	6.10E-171	563.1	287
234	WP_141376974.1	Mise	nifH	nifH	6.10E-171	562.9	289
235	WP_080139688.1	Mise	nifH	nifH	6.20E-171	561.2	289
236	WP_214433605.1	Mise	nifH	vnfH	6.20E-171	563.1	289
237	WP_138497161.1	Mise	nifH	vnfH	6.20E-171	563.1	289
238	WP_102563932.1	Mise	nifH	vnfH	6.30E-171	563.1	287
239	WP_200245964.1	Mise	nifH	nifH	6.50E-171	562.8	289
240	WP_093360020.1	Mise	nifH	nifH	6.60E-171	562.8	288
241	WP_205434803.1	Mise	nifH	nifH	6.80E-171	562.8	289
242	WP_020159953.1	Mise	nifH	vnfH	7.40E-171	562.8	286
243	WP_158046206.1	Mise	nifH	nifH	7.80E-171	562.6	289
244	WP_072284978.1	Mise	nifH	nifH	8.20E-171	562.5	285
245	WP_186407936.1	Mise	nifH	vnfH	8.40E-171	562.6	287
246	WP_033159060.1	Mise	nifH	nifH	8.40E-171	562.5	287
247	WP_100181331.1	Mise	nifH	nifH	8.40E-171	560.8	289
248	WP_041797500.1	Mise	nifH	nifH	8.50E-171	562.4	288
249	WP_057846786.1	Mise	nifH	nifH	8.70E-171	560.7	289
250	WP_016919583.1	Mise	nifH	nifH	8.70E-171	562.4	290
251	WP_169161048.1	Mise	nifH	nifH	8.80E-171	562.4	289
252	WP_027525675.1	Mise	nifH	nifH	8.90E-171	560.7	289
253	WP_057742294.1	Mise	nifH	nifH	9.00E-171	560.7	289
254	WP_085442124.1	Mise	nifH	vnfH	9.20E-171	562.5	287
255	WP_121428196.1	Mise	nifH	nifH	9.20E-171	562.3	288
256	WP_036278185.1	Mise	nifH	nifH	9.40E-171	562.3	287
257	WP_132694348.1	Mise	nifH	nifH	9.60E-171	562.3	289
258	WP_075788404.1	Mise	nifH	nifH	9.60E-171	560.6	289
259	WP_006786686.1	Mise	nifH	vnfH	9.80E-171	562.4	287
260	WP_137042962.1	Mise	nifH	nifH	9.90E-171	562.2	289
261	WP_183358976.1	Mise	nifH	nifH	1.00E-170	562.1	286
262	WP_072910030.1	Mise	nifH	nifH	1.00E-170	562.2	286
263	WP_132872172.1	Mise	nifH	vnfH	1.00E-170	562.3	285
264	WP_110806937.1	Mise	nifH	nifH	1.10E-170	562.1	289
265	WP_004675840.1	Mise	nifH	nifH	1.10E-170	558.6	289
266	WP_009540176.1	Mise	nifH	nifH	1.10E-170	562.1	290
267	WP_100929798.1	Mise	nifH	nifH	1.10E-170	562	289
268	WP_188579588.1	Mise	nifH	nifH	1.10E-170	560.4	289
269	WP_074124751.1	Mise	nifH	nifH	1.10E-170	560.4	289
270	WP_084882843.1	Mise	nifH	vnfH	1.20E-170	562.2	287
271	WP_200230945.1	Mise	nifH	nifH	1.20E-170	561.9	289
272	WP_213992178.1	Mise	nifH	nifH	1.20E-170	561.9	289
273	WP_109041643.1	Mise	nifH	nifH	1.20E-170	561.9	287
274	WP_015437658.1	Mise	nifH	nifH	1.20E-170	561.9	289
275	WP_066098062.1	Mise	nifH	nifH	1.20E-170	561.9	286
276	WP_101253241.1	Mise	nifH	nifH	1.30E-170	561.8	288
277	WP_153345975.1	Mise	nifH	nifH	1.30E-170	561.8	289
278	WP_114418420.1	Mise	nifH	vnfH	1.30E-170	562	287
279	WP_076603833.1	Mise	nifH	nifH	1.30E-170	561.8	289
280	WP_126398426.1	Mise	nifH	vnfH	1.40E-170	561.9	289
281	WP_103116561.1	Mise	nifH	nifH	1.40E-170	561.8	285
282	WP_078709045.1	Mise	nifH	nifH	1.40E-170	561.7	288
283	WP_125403596.1	Mise	nifH	nifH	1.50E-170	561.6	289
284	WP_150097122.1	Mise	nifH	nifH	1.50E-170	561.6	289
285	WP_119333496.1	Mise	nifH	nifH	1.50E-170	561.6	286
286	WP_039285924.1	Mise	nifH	nifH	1.50E-170	561.6	289
287	WP_165227768.1	Mise	nifH	vnfH	1.50E-170	561.9	287
288	WP_109012212.1	Mise	nifH	vnfH	1.50E-170	560.1	289
289	WP_055209654.1	Mise	nifH	nifH	1.60E-170	561.5	289
290	WP_136494585.1	Mise	nifH	nifH	1.60E-170	559.9	288
291	WP_182942625.1	Mise	nifH	nifH	1.70E-170	561.4	289
292	WP_114278826.1	Mise	nifH	nifH	1.70E-170	561.5	289
293	WP_124704039.1	Mise	nifH	nifH	1.70E-170	561.5	289
294	WP_138400501.1	Mise	nifH	nifH	1.80E-170	559.7	289
295	WP_092078502.1	Mise	nifH	nifH	1.80E-170	561.4	285
296	WP_022990315.1	Mise	nifH	vnfH	1.80E-170	561.6	287
297	WP_134181405.1	Mise	nifH	nifH	1.90E-170	561.3	289
298	WP_139557892.1	Mise	nifH	nifH	1.90E-170	561.3	287
299	WP_141934356.1	Mise	nifH	nifH	1.90E-170	559.6	289
300	WP_092786517.1	Mise	nifH	nifH	2.00E-170	561.2	289
301	WP_135282082.1	Mise	nifH	nifH	2.00E-170	561.2	287
302	WP_026379576.1	Mise	nifH	nifH	2.00E-170	561.2	289
303	WP_123104633.1	Mise	nifH	nifH	2.00E-170	561.2	288
304	WP_126089867.1	Mise	nifH	nifH	2.10E-170	559.5	289
305	WP_141150239.1	Mise	nifH	nifH	2.10E-170	561.1	288
306	WP_041972736.1	Mise	nifH	nifH	2.10E-170	561.2	286
307	WP_099558078.1	Mise	nifH	nifH	2.10E-170	561.1	288
308	WP_042462679.1	Mise	nifH	nifH	2.10E-170	561.2	289
309	WP_216130992.1	Mise	nifH	nifH	2.20E-170	561.1	288
310	WP_113525799.1	Mise	nifH	nifH	2.20E-170	561.1	289
311	WP_044431865.1	Mise	nifH	nifH	2.20E-170	561.1	289
312	WP_184043750.1	Mise	nifH	nifH	2.20E-170	561.1	289
313	WP_016403298.1	Mise	nifH	vnfH	2.20E-170	561.2	287
314	WP_066729567.1	Mise	nifH	nifH	2.30E-170	561	285
315	WP_092419747.1	Mise	nifH	nifH	2.40E-170	561	288
316	WP_096643608.1	Mise	nifH	vnfH	2.40E-170	559.5	287
317	WP_194972099.1	Mise	nifH	vnfH	2.40E-170	561.2	286
318	WP_013949240.1	Mise	nifH	nifH	2.40E-170	559.3	289
319	WP_028534981.1	Mise	nifH	nifH	2.40E-170	561	289
320	WP_045868724.1	Mise	nifH	vnfH	2.50E-170	559.5	287
321	WP_057741165.1	Mise	nifH	nifH	2.50E-170	560.9	289
322	WP_111359696.1	Mise	nifH	nifH	2.60E-170	560.8	289
323	WP_121621370.1	Mise	nifH	nifH	2.60E-170	559.2	290
324	WP_011712868.1	Mise	nifH	vnfH	2.60E-170	561	287
325	WP_020505238.1	Mise	nifH	nifH	2.80E-170	560.8	288
326	WP_203194474.1	Mise	nifH	nifH	2.80E-170	559.1	290
327	WP_057834394.1	Mise	nifH	nifH	2.80E-170	559.1	289
328	WP_104506638.1	Mise	nifH	nifH	2.90E-170	560.7	289
329	WP_014892102.1	Mise	nifH	nifH	3.00E-170	559	289
330	WP_085216561.1	Mise	nifH	nifH	3.00E-170	560.6	289
331	WP_076398282.1	Mise	nifH	nifH	3.20E-170	560.5	289
332	WP_169139560.1	Mise	nifH	nifH	3.30E-170	560.5	288
333	WP_136525263.1	Mise	nifH	nifH	3.40E-170	560.4	286
334	WP_012333316.1	Mise	nifH	nifH	3.40E-170	560.5	288
335	WP_022850366.1	Mise	nifH	vnfH	3.60E-170	560.6	285
336	WP_176854722.1	Mise	nifH	nifH	3.70E-170	560.3	287
337	WP_116703141.1	Mise	nifH	nifH	3.70E-170	560.3	289
338	WP_018292023.1	Mise	nifH	nifH	3.70E-170	560.3	289
339	WP_054186393.1	Mise	nifH	nifH	3.90E-170	558.6	289
340	WP_012171966.1	Mise	nifH	nifH	4.10E-170	558.5	289
341	WP_127029521.1	Mise	nifH	nifH	4.40E-170	560.1	288
342	WP_041531819.1	Mise	nifH	nifH	4.40E-170	560.1	286
343	WP_201153566.1	Mise	nifH	nifH	4.40E-170	560.1	289
344	WP_076601595.1	Mise	nifH	nifH	4.40E-170	560.1	288
345	WP_108102155.1	Mise	nifH	nifH	4.50E-170	560	280
346	WP_100083431.1	Mise	nifH	nifH	4.50E-170	560.1	289
347	WP_088953253.1	Mise	nifH	nifH	4.50E-170	560.1	289
348	WP_096684461.1	Mise	nifH	vnfH	4.60E-170	558.6	288
349	WP_094327394.1	Mise	nifH	vnfH	4.60E-170	558.6	289
350	WP_114948803.1	Mise	nifH	nifH	4.60E-170	560	288
351	WP_018097454.1	Mise	nifH	nifH	4.80E-170	560	289
352	WP_044559158.1	Mise	nifH	nifH	4.90E-170	559.9	289
353	WP_200987982.1	Mise	nifH	vnfH	4.90E-170	560.1	280
354	WP_210223910.1	Mise	nifH	nifH	5.00E-170	559.9	289
355	WP_088520362.1	Mise	nifH	nifH	5.00E-170	558.3	289
356	WP_150060742.1	Mise	nifH	nifH	5.10E-170	559.9	289
357	WP_184437621.1	Mise	nifH	nifH	5.10E-170	559.9	289
358	WP_104518296.1	Mise	nifH	nifH	5.10E-170	558.2	287
359	WP_092811147.1	Mise	nifH	nifH	5.20E-170	559.8	289
360	WP_034434636.1	Mise	nifH	nifH	5.30E-170	559.8	289
361	WP_012407220.1	Mise	nifH	vnfH	5.30E-170	560	289
362	WP_085770883.1	Mise	nifH	nifH	5.50E-170	558.1	289
363	WP_096580147.1	Mise	nifH	vnfH	5.60E-170	559.9	287
364	WP_190954475.1	Mise	nifH	vnfH	5.60E-170	558.3	286
365	WP_012647654.1	Mise	nifH	nifH	5.70E-170	559.7	286
366	WP_128929930.1	Mise	nifH	nifH	5.90E-170	558	288
367	WP_054357844.1	Mise	nifH	nifH	6.00E-170	559.6	289
368	WP_132461202.1	Mise	nifH	nifH	6.10E-170	559.6	289
369	WP_215876762.1	Mise	nifH	nifH	6.20E-170	559.6	289
370	WP_046120159.1	Mise	nifH	nifH	6.20E-170	558	288
371	WP_145980786.1	Mise	nifH	vnfH	6.40E-170	559.8	289
372	WP_112175014.1	Mise	nifH	nifH	6.80E-170	559.5	289
373	WP_059419395.1	Mise	nifH	nifH	7.10E-170	559.4	289
374	WP_027715372.1	Mise	nifH	nifH	7.40E-170	559.3	285
375	WP_121621551.1	Mise	nifH	nifH	7.50E-170	559.3	290
376	WP_010959594.1	Mise	nifH	nifH	7.90E-170	559.3	289
377	WP_112691676.1	Mise	nifH	nifH	7.90E-170	559.2	288
378	WP_024300793.1	Mise	nifH	nifH	8.00E-170	559.2	288
379	WP_132029300.1	Mise	nifH	nifH	8.10E-170	557.6	289
380	WP_100918830.1	Mise	nifH	nifH	8.20E-170	559.2	289
381	WP_027846702.1	Mise	nifH	vnfH	8.30E-170	559.4	289
382	WP_190700437.1	Mise	nifH	vnfH	8.30E-170	557.7	284
383	WP_040622284.1	Mise	nifH	nifH	8.60E-170	559.1	289
384	WP_092052900.1	Mise	nifH	nifH	8.60E-170	559.1	286
