	GenomeID	nifH	nifD	nifK	vnfD	vnfH	vnfK	anfD	anfH	anfK	nflD	nflH	ChlN	ChIl	ChlB
15	GB_GCA_903939765.1	CAJAIK010000116.1_4	CAJAIK010000116.1_1	CAJAIK010000120.1_2									CAJAIK010000036.1_55	CAJAIK010000036.1_53	CAJAIK010000036.1_54
16	GB_GCA_004193545.1	RPGO01000033.1_46	RPGO01000033.1_49	RPGO01000033.1_50											
17	GB_GCA_902158745.1	CABGHH010000072.1_4	CABGHH010000072.1_7	CABGHH010000123.1_6											
18	GB_GCA_016281495.1	JAEEIU010000003.1_17	JAEEIU010000003.1_37	JAEEIU010000003.1_38											
19	GB_GCA_002419025.1	DIFG01000025.1_3	DIFG01000025.1_6	DIFG01000025.1_7											
20	RS_GCF_000020525.1	NC_011026.1_1064	NC_011026.1_1061	NC_011026.1_1060				NC_011026.1_1872	NC_011026.1_1869	NC_011026.1_1874			NC_011026.1_1405	NC_011026.1_1403	NC_011026.1_1404
21	GB_GCA_902779445.1	CACZBM010000023.1_30	CACZBM010000023.1_39	CACZBM010000023.1_38											
22	GB_GCA_002414225.1	DHYV01000024.1_164	DHYV01000024.1_161	DHYV01000024.1_160											
23	RS_GCF_000955725.1	NZ_LACM01000001.1_683	NZ_LACM01000001.1_686	NZ_LACM01000001.1_687											
24	GB_GCA_018902765.1	JAHIQC010000277.1_1	JAHIQC010000277.1_2	JAHIQC010000277.1_3											
25	GB_GCA_018817165.1	JAHITY010000070.1_33	JAHITY010000070.1_36	JAHITY010000070.1_37											
26	GB_GCA_011390985.1	JAABRJ010000485.1_2	JAABRJ010000485.1_5	JAABRJ010000485.1_6											
27	RS_GCF_008086615.1	NZ_RXYB01000002.1_77	NZ_RXYB01000019.1_33	NZ_RXYB01000019.1_32											
28	GB_GCA_903994525.1	CAJEXW010000021.1_9	CAJEXW010000021.1_12	CAJEXW010000021.1_13									CAJEXW010000001.1_147	CAJEXW010000001.1_145	CAJEXW010000001.1_146
29	RS_GCF_017873415.1	NZ_JAGGKD010000007.1_28	NZ_JAGGKD010000007.1_25	NZ_JAGGKD010000007.1_24							NZ_JAGGKD010000008.1_69	NZ_JAGGKD010000008.1_68			
30	GB_GCA_013334335.1	JAAXXR010000002.1_58	JAAXXR010000002.1_55	JAAXXR010000002.1_54				JAAXXR010000070.1_5	JAAXXR010000070.1_2	JAAXXR010000070.1_7			JAAXXR010000005.1_47	JAAXXR010000005.1_49	JAAXXR010000005.1_48
31	GB_GCA_002327235.1	DCUX01000006.1_23	DCUX01000054.1_17	DCUX01000054.1_16											
32	GB_GCA_009712225.1	WASP01000006.1_131	WASP01000006.1_128	WASP01000006.1_127											
33	GB_GCA_002347095.1	DDWZ01000016.1_79	DDWZ01000016.1_82	DDWZ01000016.1_83											
34	GB_GCA_903929845.1	CAIYWF010000039.1_1	CAIYWF010000191.1_1	CAIYWF010000191.1_2									CAIYWF010000096.1_3	CAIYWF010000320.1_4	CAIYWF010000320.1_5
35	GB_GCA_014382295.1	JACNJZ010000081.1_4	JACNJZ010000081.1_7	JACNJZ010000081.1_8											
36	GB_GCA_002840245.1	PHAA01000005.1_61	PHAA01000005.1_62	PHAA01000005.1_63											
37	GB_GCA_017959225.1	JAGDBD010000039.1_1	JAGDBD010000017.1_2	JAGDBD010000107.1_4											
38	GB_GCA_900552855.1	USBG01000104.1_3	USBG01000104.1_2	USBG01000001.1_9											
39	RS_GCF_000359585.1	NZ_APMH01000045.1_12	NZ_APMH01000045.1_9	NZ_APMH01000045.1_8											
40	RS_GCF_000686525.1	NZ_JMKT01000002.1_27	NZ_JMKT01000002.1_24	NZ_JMKT01000002.1_23											
41	GB_GCA_017449765.1	JAFTFE010000027.1_19	JAFTFE010000027.1_14	JAFTFE010000027.1_17											
42	GB_GCA_002840405.1	PHAR01000004.1_10	PHAR01000004.1_13	PHAR01000004.1_14											
43	GB_GCA_017430385.1	JAFRNB010000033.1_15	JAFRNB010000129.1_5	JAFRNB010000129.1_4											
44	GB_GCA_016208225.1	JACQYM010000212.1_1	JACQYM010000212.1_4	JACQYM010000212.1_5											
45	GB_GCA_002392545.1	DGHF01000158.1_8	DGHF01000158.1_12	DGHF01000158.1_11											
46	GB_GCA_013334865.1	JAAXWS010000004.1_90	JAAXWS010000004.1_87	JAAXWS010000004.1_86									JAAXWS010000017.1_36	JAAXWS010000017.1_34	JAAXWS010000017.1_35
47	GB_GCA_013334925.1	JAAXWP010000005.1_26	JAAXWP010000005.1_23	JAAXWP010000005.1_22				JAAXWP010000011.1_19	JAAXWP010000011.1_16	JAAXWP010000011.1_21			JAAXWP010000001.1_157	JAAXWP010000001.1_159	JAAXWP010000001.1_158
48	GB_GCA_011390435.1	JAABSK010000025.1_18	JAABSK010000036.1_3	JAABSK010000036.1_4											
49	GB_GCA_011051825.1	DRKH01000477.1_5	DRKH01000477.1_2	DRKH01000151.1_1											
50	GB_GCA_002307275.1	DBTX01000018.1_24	DBTX01000018.1_21	DBTX01000018.1_20											
51	RS_GCF_004801255.1	NZ_CP036295.1_1118	NZ_CP036295.1_1115	NZ_CP036295.1_1114				NZ_CP036295.1_2437	NZ_CP036295.1_2440	NZ_CP036295.1_2435					
52	RS_GCF_000519265.1	NZ_KI912608.1_870	NZ_KI912608.1_867	NZ_KI912608.1_866											
53	GB_GCA_013334965.1	JAAXWO010000013.1_14	JAAXWO010000013.1_11	JAAXWO010000013.1_10									JAAXWO010000020.1_5	JAAXWO010000020.1_3	JAAXWO010000020.1_4
54	RS_GCF_000427425.1	NZ_KE386494.1_453	NZ_KE386494.1_450	NZ_KE386494.1_449											
55	GB_GCA_903929135.1	CAIYTH010000014.1_118	CAIYTH010000014.1_115	CAIYTH010000014.1_114									CAIYTH010000013.1_21	CAIYTH010000013.1_23	CAIYTH010000013.1_22
56	GB_GCA_017394565.1	JAFPXW010000381.1_3	JAFPXW010000073.1_4	JAFPXW010000195.1_2											
57	GB_GCA_019262145.1	CP076745.1_439	CP076745.1_442	CP076745.1_443							CP076745.1_472	CP076745.1_469			
58	RS_GCF_011207455.1	NZ_CP048877.1_540	NZ_CP048877.1_537	NZ_CP048877.1_536											
59	GB_GCA_002413075.1	DHWG01000082.1_9	DHWG01000082.1_10	DHWG01000082.1_11											
60	GB_GCA_013334525.1	JAAXXK010000002.1_56	JAAXXK010000002.1_59	JAAXXK010000002.1_60											
61	GB_GCA_903882665.1	CAIRXW010000011.1_16	CAIRXW010000011.1_13	CAIRXW010000011.1_12									CAIRXW010000013.1_26	CAIRXW010000013.1_24	CAIRXW010000013.1_25
62	GB_GCA_008534395.1	SHMQ01000037.1_17	SHMQ01000037.1_13	SHMQ01000037.1_12											
63	RS_GCF_002933875.1	NZ_BFAV01000073.1_47	NZ_BFAV01000073.1_50	NZ_BFAV01000073.1_51											
64	RS_GCF_000374545.1	NZ_KB894582.1_18	NZ_KB894582.1_21	NZ_KB894582.1_22											
65	RS_GCF_000008765.1	NC_003030.1_260	NC_003030.1_263	NC_003030.1_264											
66	GB_GCA_015709205.1	JACCQO010000001.1_37	JACCQO010000001.1_40	JACCQO010000001.1_41				JACCQO010000008.1_40	JACCQO010000008.1_43	JACCQO010000008.1_38					
67	GB_GCA_009930495.1	RZYB01000174.1_2	RZYB01000236.1_5	RZYB01000236.1_1											
68	GB_GCA_003245395.1	QKDF01000214.1_4	QKDF01000214.1_7	QKDF01000214.1_8											
69	GB_GCA_900100095.1	FMTN01000009.1_120	FMTN01000009.1_124	FMTN01000009.1_123											
70	GB_GCA_009929795.1	RZZR01000164.1_4	RZZR01000240.1_1	RZZR01000293.1_1											
71	GB_GCA_017460905.1	JAFTZZ010000140.1_1	JAFTZZ010000140.1_2	JAFTZZ010000088.1_5											
72	RS_GCF_002204185.1	NZ_MXPU01000050.1_4	NZ_MXPU01000050.1_3	NZ_MXPU01000050.1_2											
73	RS_GCF_002051585.1	NZ_MZGX01000024.1_42	NZ_MZGX01000024.1_45	NZ_MZGX01000024.1_46				NZ_MZGX01000002.1_102	NZ_MZGX01000018.1_69	NZ_MZGX01000002.1_104					
74	GB_GCA_003249165.1	QKJV01000407.1_5	QKJV01000407.1_2	QKJV01000026.1_1											
75	RS_GCF_009720655.1	NZ_WNKS01000009.1_109	NZ_WNKS01000026.1_2	NZ_WNKS01000026.1_3	NZ_WNKS01000005.1_235	NZ_WNKS01000061.1_1	NZ_WNKS01000005.1_233	NZ_WNKS01000020.1_63	NZ_WNKS01000020.1_64	NZ_WNKS01000020.1_61			NZ_WNKS01000002.1_127	NZ_WNKS01000002.1_130	NZ_WNKS01000002.1_128
76	GB_GCA_007127655.1	SKYX01000079.1_12	SKYX01000079.1_9	SKYX01000079.1_8											
77	RS_GCF_000376385.1	NZ_AQWN01000004.1_179	NZ_AQWN01000004.1_182	NZ_AQWN01000004.1_183											
78	GB_GCA_013792005.1	VMSU01000077.1_9	VMSU01000077.1_12	VMSU01000077.1_14											
79	GB_GCA_016208105.1	JACQYS010000027.1_36	JACQYS010000027.1_33	JACQYS010000027.1_32											
80	RS_GCF_900142375.1	NZ_FRAR01000012.1_92	NZ_FRAR01000012.1_95	NZ_FRAR01000012.1_96											
81	GB_GCA_004284765.1	NQJD01000006.1_21	NQJD01000006.1_24	NQJD01000006.1_25											
82	GB_GCA_015066975.1	SVNI01000023.1_1	SVNI01000096.1_3	SVNI01000026.1_17											
83	RS_GCF_900114115.1	NZ_FORX01000022.1_19	NZ_FORX01000022.1_16	NZ_FORX01000022.1_15											
84	RS_GCF_900130065.1	NZ_FQXV01000005.1_191	NZ_FQXV01000005.1_194	NZ_FQXV01000005.1_195											
85	RS_GCF_000717475.1	NZ_JPIK01000011.1_120	NZ_JPIK01000011.1_117	NZ_JPIK01000011.1_116											
86	RS_GCF_001458595.1	NZ_LN890327.1_474	NZ_LN890327.1_471	NZ_LN890328.1_1325											
87	GB_GCA_011389745.1	JAABTQ010000009.1_31	JAABTQ010000009.1_34	JAABTQ010000009.1_35											
88	GB_GCA_018817425.1	JAHITX010000079.1_100	JAHITX010000079.1_97	JAHITX010000079.1_96											
89	GB_GCA_002309305.1	DBWR01000008.1_11	DBWR01000008.1_33	DBWR01000008.1_34											
90	GB_GCA_016280355.1	JAEEGO010000245.1_11	JAEEGO010000245.1_7	JAEEGO010000245.1_6											
91	RS_GCF_008086595.1	NZ_RXYA01000010.1_12	NZ_RXYA01000010.1_9	NZ_RXYA01000010.1_8				NZ_RXYA01000003.1_86	NZ_RXYA01000003.1_83	NZ_RXYA01000003.1_88					
92	GB_GCA_001604385.1	LVBK01000047.1_4	LVBK01000047.1_7	LVBK01000047.1_8											
93	GB_GCA_000769715.1	JROS01000008.1_53	JROS01000008.1_50	JROS01000008.1_49											
94	RS_GCF_001675165.1	NZ_LROS01000077.1_65	NZ_LROS01000077.1_68	NZ_LROS01000077.1_69											
95	RS_GCF_004369225.1	NZ_QFFZ01000025.1_39	NZ_QFFZ01000025.1_42	NZ_QFFZ01000025.1_44											
96	GB_GCA_011391865.1	JAABPV010000013.1_17	JAABPV010000013.1_14	JAABPV010000013.1_13											
97	RS_GCF_018141405.1	NZ_CP058648.1_420	NZ_CP058648.1_417	NZ_CP058648.1_416											
98	RS_GCF_002896855.1	NZ_CP021850.1_1009	NZ_CP021850.1_1013	NZ_CP021850.1_1014											
99	RS_GCF_001904635.1	NZ_MRCB01000004.1_91	NZ_MRCB01000006.1_64	NZ_MRCB01000006.1_65									NZ_MRCB01000009.1_29	NZ_MRCB01000009.1_28	NZ_MRCB01000003.1_3
100	GB_GCA_001443525.1	LKPX01000013.1_58	LKPX01000013.1_55	LKPX01000013.1_54				LKPX01000006.1_66	LKPX01000006.1_69	LKPX01000006.1_64					
101	GB_GCA_903869265.1	CAIPYE010000007.1_11	CAIPYE010000007.1_14	CAIPYE010000007.1_15											
102	GB_GCA_002069975.1	MWCJ01000005.1_8	MWCJ01000005.1_5	MWCJ01000005.1_4											
103	GB_GCA_002403385.1	DHHR01000071.1_13	DHHR01000071.1_16	DHHR01000071.1_17											
104	GB_GCA_000383295.1	KB911066.1_386	KB911066.1_378	KB911066.1_379											
105	RS_GCF_900142215.1	NZ_FRAC01000032.1_36	NZ_FRAC01000032.1_39	NZ_FRAC01000032.1_40				NZ_FRAC01000010.1_253	NZ_FRAC01000010.1_250	NZ_FRAC01000010.1_255					
106	RS_GCF_003149105.1	NZ_QGDS01000018.1_30	NZ_QGDS01000018.1_33	NZ_QGDS01000018.1_34											
107	GB_GCA_016722945.1	JAEQMT010000021.1_44	JAEQMT010000021.1_41	JAEQMT010000021.1_32											
108	GB_GCA_902775565.1	CACYMP010000012.1_42	CACYMP010000012.1_44	CACYMP010000012.1_43											
109	RS_GCF_900112195.1	NZ_FOKR01000003.1_167	NZ_FOKR01000003.1_170	NZ_FOKR01000003.1_171											
110	RS_GCF_000429305.1	NZ_AUBP01000007.1_118	NZ_AUBP01000007.1_115	NZ_AUBP01000007.1_114											
111	RS_GCF_000468495.1	NC_022444.1_1199	NC_022444.1_1196	NC_022444.1_1195											
112	RS_GCF_013388255.1	NZ_CP058215.1_399	NZ_CP058215.1_396	NZ_CP058215.1_395							NZ_CP058215.1_736	NZ_CP058215.1_737			
113	GB_GCA_017480195.1	JAFVBE010000003.1_61	JAFVBE010000003.1_66	JAFVBE010000003.1_63											
114	GB_GCA_003159495.1	PLPI01000144.1_14	PLPI01000144.1_17	PLPI01000144.1_18											
115	RS_GCF_004006395.2	NZ_CP029758.2_387	NZ_CP029758.2_390	NZ_CP029758.2_391											
116	GB_GCA_002841405.1	PGZR01000154.1_5	PGZR01000154.1_2	PGZR01000154.1_1											
117	GB_GCA_900316885.1	ONEQ01000111.1_8	ONEQ01000237.1_2	ONEQ01000049.1_12											
118	GB_GCA_017421145.1	JAFOTA010000242.1_1	JAFOTA010000076.1_11	JAFOTA010000076.1_6											
119	GB_GCA_002316675.1	DCDZ01000030.1_42	DCDZ01000030.1_40	DCDZ01000030.1_41											
120	RS_GCF_000577895.1	NZ_HG917869.1_430	NZ_HG917869.1_427	NZ_HG917869.1_426											
121	RS_GCF_000422205.1	NZ_ATHV01000020.1_10	NZ_ATHV01000020.1_7	NZ_ATHV01000020.1_6											
122	RS_GCF_003046795.1	NZ_PZKN01000004.1_114	NZ_PZKN01000004.1_111	NZ_PZKN01000004.1_110											
123	GB_GCA_018224505.1	JAGTVD010000121.1_2	JAGTVD010000177.1_5	JAGTVD010000177.1_4											
124	GB_GCA_004796465.1	QZKZ01000234.1_5	QZKZ01000234.1_8	QZKZ01000234.1_9											
125	RS_GCF_900699765.1	NZ_CAADHO010000014.1_7	NZ_CAADHO010000014.1_10	NZ_CAADHO010000014.1_11											
126	GB_GCA_003245785.1	QKCE01000036.1_13	QKCE01000036.1_10	QKCE01000036.1_9											
127	RS_GCF_008830225.1	NZ_WAIE01000001.1_513	NZ_WAIE01000001.1_516	NZ_WAIE01000001.1_517											
128	GB_GCA_014174405.1	JACEGA010000001.1_1420	JACEGA010000001.1_1423	JACEGA010000001.1_1424											
129	GB_GCA_007244385.1	SCVX01000094.1_243	SCVX01000094.1_240	SCVX01000094.1_239											
130	RS_GCF_000016665.1	NC_009523.1_1294	NC_009523.1_1292	NC_009523.1_1291									NC_009523.1_2057	NC_009523.1_2055	NC_009523.1_2056
131	RS_GCF_018861905.1	NZ_JAHLDU010000006.1_178	NZ_JAHLDU010000006.1_175	NZ_JAHLDU010000006.1_174											
132	GB_GCA_004028505.1	MTKO01000030.1_13	MTKO01000030.1_16	MTKO01000069.1_43											
133	GB_GCA_002307055.1	DBTM01000036.1_119	DBTM01000036.1_116	DBTM01000036.1_115											
134	GB_GCA_009774535.1	VSNY01000047.1_2	VSNY01000047.1_25	VSNY01000047.1_5											
135	RS_GCF_000746025.2	NZ_CP045798.1_388	NZ_CP045798.1_391	NZ_CP045798.1_392											
136	GB_GCA_900498215.1	LR026962.1_650	LR026962.1_653	LR026962.1_654											
137	GB_GCA_903874585.1	CAIQSY010000120.1_5	CAIQSY010000120.1_8	CAIQSY010000120.1_9									CAIQSY010000070.1_3	CAIQSY010000070.1_5	CAIQSY010000070.1_4
138	RS_GCF_014218355.1	NZ_AP023368.1_643	NZ_AP023368.1_646	NZ_AP023368.1_647											
139	RS_GCF_900143015.1	NZ_FSRT01000003.1_163	NZ_FSRT01000003.1_177	NZ_FSRT01000003.1_176											
140	GB_GCA_013139985.1	WSZT01000042.1_4	WSZT01000042.1_1	WSZT01000099.1_2							WSZT01000123.1_2	WSZT01000228.1_7			
141	GB_GCA_903820085.1	CAIJGA010000021.1_17	CAIJGA010000021.1_14	CAIJGA010000021.1_13									CAIJGA010000030.1_38	CAIJGA010000030.1_36	CAIJGA010000030.1_37
142	GB_GCA_902803645.1	CADCQT010000147.1_6	CADCQT010000131.1_2	CADCQT010000131.1_3											
143	RS_GCF_000420085.1	NZ_ATUG01000002.1_1628	NZ_ATUG01000002.1_1625	NZ_ATUG01000002.1_1624											
144	GB_GCA_903884655.1	CAISFO010000066.1_10	CAISFO010000066.1_11	CAISFO010000066.1_12											
145	RS_GCF_000526575.1	NZ_JAGI01000003.1_533	NZ_JAGI01000003.1_530	NZ_JAGI01000003.1_529											
146	RS_GCF_001730225.1	NZ_MIJE01000032.1_125	NZ_MIJE01000032.1_122	NZ_MIJE01000032.1_121											
147	GB_GCA_003164295.1	PLTA01000007.1_16	PLTA01000007.1_18	PLTA01000007.1_19											
148	GB_GCA_903915955.1	CAIWUU010000156.1_12	CAIWUU010000156.1_9	CAIWUU010000156.1_8									CAIWUU010000121.1_35	CAIWUU010000121.1_37	CAIWUU010000121.1_36
149	GB_GCA_902779965.1	CACZDK010000057.1_10	CACZDK010000049.1_14	CACZDK010000049.1_15											
150	GB_GCA_003054655.1	QAYZ01000015.1_118	QAYZ01000015.1_117	QAYZ01000015.1_116											
151	GB_GCA_016342325.1	JAEINR010000051.1_31	JAEINR010000051.1_34	JAEINR010000051.1_35											
152	RS_GCF_000245055.1	NZ_JH600068.1_2058	NZ_JH600068.1_2061	NZ_JH600068.1_2062				NZ_JH600068.1_2614	NZ_JH600068.1_2611	NZ_JH600068.1_2616					
153	GB_GCA_902766345.1	CACXDK010000379.1_3	CACXDK010000030.1_4	CACXDK010000379.1_5											
154	RS_GCF_001749745.1	NZ_JWTM01000549.1_47	NZ_JWTM01000549.1_50	NZ_JWTM01000549.1_51											
155	RS_GCF_000687555.1	NZ_JHWJ01000012.1_127	NZ_JHWJ01000012.1_124	NZ_JHWJ01000012.1_123											
156	GB_GCA_015484845.1	WFUT01000007.1_22	WFUT01000007.1_19	WFUT01000007.1_18											
157	RS_GCF_000233715.2	NC_021184.1_2329	NC_021184.1_2326	NC_021184.1_2325											
158	RS_GCF_009746625.1	NZ_VWXL01000053.1_24	NZ_VWXL01000053.1_21	NZ_VWXL01000053.1_20											
159	RS_GCF_007115105.1	NZ_SULJ01000002.1_48	NZ_SULJ01000002.1_45	NZ_SULJ01000002.1_44											
160	GB_GCA_016841205.1	JAENZP010000001.1_252	JAENZP010000001.1_249	JAENZP010000001.1_248											
161	GB_GCA_003246335.1	QKAR01000145.1_49	QKAR01000145.1_52	QKAR01000145.1_53				QKAR01000043.1_11	QKAR01000043.1_14	QKAR01000043.1_9					
162	RS_GCF_000017805.1	NC_009767.1_4472	NC_009767.1_4470	NC_009767.1_4469									NC_009767.1_1688	NC_009767.1_1691	NC_009767.1_1690
163	GB_GCA_003245635.1	QKCO01000110.1_8	QKCO01000110.1_5	QKCO01000110.1_4											
164	RS_GCF_004340685.1	NZ_SLUN01000019.1_21	NZ_SLUN01000019.1_24	NZ_SLUN01000019.1_25											
165	RS_GCF_000190635.1	NC_015172.1_2811	NC_015172.1_2810	NC_015172.1_2809				NC_015172.1_2820	NC_015172.1_2823	NC_015172.1_2818					
166	GB_GCA_902776765.1	CACYRP010000117.1_2	CACYRP010000083.1_3	CACYRP010000083.1_2											
167	GB_GCA_017446685.1	JAFSQI010000054.1_58	JAFSQI010000013.1_8	JAFSQI010000054.1_56											
168	GB_GCA_903836465.1	CAILRB010000025.1_5	CAILRB010000025.1_8	CAILRB010000025.1_9									CAILRB010000023.1_75	CAILRB010000041.1_3	CAILRB010000041.1_2
169	RS_GCF_000251105.1	NC_017034.1_141	NC_017034.1_144	NC_017034.1_145							NC_017034.1_63	NC_017034.1_64			
170	RS_GCF_017351175.1	NZ_JAFMPN010000006.1_12	NZ_JAFMPN010000006.1_9	NZ_JAFMPN010000006.1_8											
171	RS_GCF_000934755.1	NZ_KN882176.1_59	NZ_KN882176.1_62	NZ_KN882176.1_63											
172	GB_GCA_002410325.1	DHRK01000019.1_68	DHRK01000019.1_71	DHRK01000019.1_72											
173	GB_GCA_900314495.1	OMVJ01000012.1_54	OMVJ01000012.1_57	OMVJ01000012.1_56											
174	GB_GCA_000681355.2	JJNX02000025.1_4	JJNX02000025.1_7	JJNX02000025.1_8											
175	RS_GCF_009688965.1	NZ_AP021875.1_3043	NZ_AP021875.1_3040	NZ_AP021875.1_3039											
176	GB_GCA_016934975.1	JAFGRV010000395.1_22	JAFGRV010000395.1_19	JAFGRV010000395.1_18											
177	RS_GCF_900130055.1	NZ_FQXU01000006.1_177	NZ_FQXU01000006.1_180	NZ_FQXU01000006.1_181				NZ_FQXU01000020.1_42	NZ_FQXU01000020.1_41	NZ_FQXU01000020.1_44					
178	RS_GCF_900143695.1	NZ_FRFE01000005.1_216	NZ_FRFE01000005.1_219	NZ_FRFE01000005.1_220											
179	GB_GCA_001603845.1	LUZZ01000315.1_2	LUZZ01000315.1_5	LUZZ01000315.1_6											
180	GB_GCA_002067275.1	MVQX01000087.1_97	MVQX01000087.1_94	MVQX01000087.1_93							MVQX01000060.1_20	MVQX01000060.1_21			
181	RS_GCF_000020365.1	NC_012108.1_971	NC_012108.1_974	NC_012108.1_975											
182	GB_GCA_003054495.1	CP028514.1_2327	CP028514.1_2326	CP028514.1_2325											
183	GB_GCA_903865705.1	CAIPKT010000043.1_10	CAIPKT010000043.1_13	CAIPKT010000119.1_3									CAIPKT010000126.1_19	CAIPKT010000126.1_17	CAIPKT010000126.1_18
184	RS_GCF_000020645.1	NC_011060.1_1961	NC_011060.1_1964	NC_011060.1_1965									NC_011060.1_319	NC_011060.1_321	NC_011060.1_320
185	RS_GCF_003966735.1	NZ_AP017378.1_1483	NZ_AP017378.1_1480	NZ_AP017378.1_1479											
186	GB_GCA_903843305.1	CAIMPI010000015.1_135	CAIMPI010000015.1_138	CAIMPI010000015.1_139				CAIMPI010000031.1_90	CAIMPI010000031.1_87	CAIMPI010000031.1_92			CAIMPI010000016.1_95	CAIMPI010000016.1_97	CAIMPI010000016.1_96
187	GB_GCA_000306725.1	CP003083.1_1272	CP003083.1_1275	CP003083.1_1276							CP003083.1_904	CP003083.1_903			
188	GB_GCA_017526985.1	JAFXQR010000075.1_11	JAFXQR010000075.1_13	JAFXQR010000075.1_12											
189	GB_GCA_018901125.1	JAHIFE010000121.1_54	JAHIFE010000121.1_51	JAHIFE010000121.1_50											
190	GB_GCA_002373165.1	DFJS01000090.1_6	DFJS01000090.1_11	DFJS01000090.1_10											
191	RS_GCF_017312485.1	NZ_BMBA01000015.1_12	NZ_BMBA01000015.1_9	NZ_BMBA01000015.1_8											
192	RS_GCF_000226255.1	NZ_AGFG01000060.1_111	NZ_AGFG01000060.1_114	NZ_AGFG01000060.1_115											
193	RS_GCF_000725345.1	NZ_CP008852.1_33	NZ_CP008852.1_36	NZ_CP008852.1_37				NZ_CP008852.1_3861	NZ_CP008852.1_3864	NZ_CP008852.1_3859					
194	RS_GCF_013376475.1	NZ_CP045508.1_2571	NZ_CP045508.1_2574	NZ_CP045508.1_2575											
195	GB_GCA_016218715.1	JACRDG010000112.1_73	JACRDG010000112.1_76	JACRDG010000112.1_77											
196	GB_GCA_016715065.1	JADKBN010000029.1_652	JADKBN010000029.1_653	JADKBN010000029.1_654											
197	RS_GCF_900129195.1	NZ_FQUY01000008.1_83	NZ_FQUY01000008.1_80	NZ_FQUY01000008.1_79											
198	GB_GCA_002399405.1	DHDP01000019.1_200	DHDP01000019.1_197	DHDP01000019.1_196											
199	RS_GCF_001613545.1	NZ_BDCO01000002.1_1283	NZ_BDCO01000002.1_1284	NZ_BDCO01000002.1_1285											
200	GB_GCA_013180565.1	QBUN01000420.1_27	QBUN01000420.1_24	QBUN01000420.1_23											
201	RS_GCF_011758645.1	NZ_JAAMOZ010000001.1_1728	NZ_JAAMOZ010000001.1_1727	NZ_JAAMOZ010000001.1_1726				NZ_JAAMOZ010000001.1_2438	NZ_JAAMOZ010000001.1_2439	NZ_JAAMOZ010000001.1_2436					
202	RS_GCF_001571775.1	NZ_LRVM01000004.1_230	NZ_LRVM01000004.1_233	NZ_LRVM01000004.1_234											
203	RS_GCF_002607855.1	NZ_AWQQ01000020.1_77	NZ_AWQQ01000020.1_80	NZ_AWQQ01000020.1_84											
204	GB_GCA_902762795.1	CACWPM010000001.1_1	CACWPM010000083.1_2	CACWPM010000083.1_3											
205	RS_GCF_000179635.2	NC_014833.1_2466	NC_014833.1_1965	NC_014833.1_528											
206	RS_GCF_000143685.1	NC_014328.1_462	NC_014328.1_465	NC_014328.1_466											
207	RS_GCF_000020545.1	NC_010831.1_1780	NC_010831.1_1783	NC_010831.1_1784									NC_010831.1_2292	NC_010831.1_2290	NC_010831.1_2291
208	GB_GCA_011051875.1	DRKI01000083.1_1	DRKI01000083.1_4	DRKI01000083.1_5											
