	SeqID	Database	OrgGene	Gene	EValue	Bitscore	AlnLength
151	Q0GY15	FunGene	nifD	nifD	1.7e-244	806.6	488
152	B6A0Y7	FunGene	nifD	nifD	1.7e-244	806.6	487
153	A3PLS8	FunGene	nifD	nifD	1.9e-244	806.9	490
154	A1Z1X8	FunGene	nifD	nifD	2e-244	806.3	483
155	A1Z1W0	FunGene	nifD	nifD	2.2e-244	806.2	483
156	Q2W6Z8	FunGene	nifD	nifD	2.9999999999999995e-244	805.7	478
157	C4LAS6	FunGene	nifD	nifD	3.4e-244	805.6	475
158	B2AIZ6	FunGene	nifD	nifD	3.8e-244	805.4	489
159	B8ITG6	FunGene	nifD	nifD	4e-244	805.3	494
160	C6B4Z1	FunGene	nifD	nifD	5.2999999999999995e-244	805.0	482
161	Q44485	FunGene	nifD	nifD	5.999999999999999e-244	804.8	479
162	B9KKT8	FunGene	nifD	nifD	7.8e-244	804.8	490
163	A1KYJ7	FunGene	nifD	nifD	1.4e-243	803.6	475
164	Q2JTL8	FunGene	nifD	nifD	2.9999999999999996e-243	802.4	478
165	A3IL29	FunGene	nifD	nifD	3.1e-243	802.9	477
166	B3F2J1	FunGene	nifD	nifD	4.4999999999999997e-243	801.9	483
167	A5Y6I8	FunGene	nifD	nifD	5.399999999999999e-243	801.8	488
168	O07642	FunGene	nifD	nifD	5.899999999999999e-243	801.5	477
169	B8HWE4	FunGene	nifD	nifD	6.4e-243	801.4	481
170	Q7X5B4	FunGene	nifD	nifD	7.299999999999999e-243	801.4	486
171	Q7X5B2	FunGene	nifD	nifD	8.399999999999999e-243	801.0	486
172	A0YNZ6	FunGene	nifD	nifD	8.999999999999999e-243	801.1	483
173	Q8GPM4	FunGene	nifD	nifD	1.4e-242	800.3	489
174	B3F2J0	FunGene	nifD	nifD	1.4e-242	800.2	479
175	B3F2I9	FunGene	nifD	nifD	2.2e-242	800.0	483
176	B9YWG6	FunGene	nifD	nifD	2.5e-242	799.6	486
177	B3F2I4	FunGene	nifD	nifD	4e-242	799.2	483
178	Q2JP77	FunGene	nifD	nifD	4.1999999999999995e-242	798.9	478
179	Q00239	FunGene	nifD	nifD	8.3e-242	797.7	483
180	Q8GPM8	FunGene	nifD	nifD	1.1e-241	797.7	486
181	Q4C2Y7	FunGene	nifD	nifD	1.3e-241	797.1	475
182	Q7X5B1	FunGene	nifD	nifD	1.5e-241	796.9	484
183	Q8GPM6	FunGene	nifD	nifD	2.1e-241	796.4	486
184	B3F2I6	FunGene	nifD	nifD	2.4e-241	796.7	483
185	Q8GPM2	FunGene	nifD	nifD	2.6e-241	796.5	484
186	B3F2J3	FunGene	nifD	nifD	3.1e-241	796.2	483
187	Q8GPM9	FunGene	nifD	nifD	4.7e-241	795.2	484
188	Q7WTA7	FunGene	nifD	nifD	5.2e-241	795.2	472
189	Q589A1	FunGene	nifD	nifD	5.7e-241	794.9	483
190	C8S0T3	FunGene	nifD	nifD	6.3e-241	794.8	486
191	Q7X5B0	FunGene	nifD	nifD	6.3e-241	795.0	484
192	C6C8T2	FunGene	nifD	nifD	8.8e-241	794.3	475
193	O84929	FunGene	nifD	nifD	9.3e-241	794.2	479
194	Q8KC89	FunGene	nifD	nifD	9.4e-241	794.2	530
195	B3F2J4	FunGene	nifD	nifD	1e-240	794.1	479
196	Q8GPN0	FunGene	nifD	nifD	1.9e-240	793.7	484
197	P00464	FunGene	nifD	nifD	2.4999999999999997e-240	792.8	485
198	Q4PJU5	FunGene	nifD	nifD	3.2999999999999996e-240	792.4	484
199	Q8GPM5	FunGene	nifD	nifD	5.3e-240	791.9	486
200	A2V8A0	FunGene	nifD	nifD	1.2e-239	790.6	477
201	A1WTQ5	FunGene	nifD	nifD	1.3e-239	790.5	480
202	B3F2H8	FunGene	nifD	nifD	3.2e-239	789.1	477
203	Q44045	FunGene	nifD	nifD	4.4e-239	788.7	488
204	Q53UA0	FunGene	nifD	nifD	4.6e-239	788.6	474
205	B0TAP4	FunGene	nifD	nifD	4.9e-239	788.5	473
206	A1BEG7	FunGene	nifD	nifD	5.2e-239	788.4	521
207	Q3S2V5	FunGene	nifD	nifD	1.1e-238	787.4	485
208	B3F2I0	FunGene	nifD	nifD	1.7e-238	786.8	477
209	Q7X5B3	FunGene	nifD	nifD	2.1e-238	786.5	484
210	Q24PI3	FunGene	nifD	nifD	2.6e-238	786.1	482
211	Q3B2P3	FunGene	nifD	nifD	2.6e-238	786.1	530
212	B9X243	FunGene	nifD	nifD	2.7e-238	786.1	474
213	B7TB35	FunGene	nifD	nifD	4.4e-238	785.4	477
214	Q7MRF8	FunGene	nifD	nifD	4.6e-238	785.3	478
215	A4SFU9	FunGene	nifD	nifD	5e-238	785.2	526
216	B9X2C0	FunGene	nifD	nifD	7.8e-238	784.6	471
217	B3EH85	FunGene	nifD	nifD	9.4e-238	784.3	524
218	B3F2I3	FunGene	nifD	nifD	9.8e-238	784.2	478
219	Q8GPM3	FunGene	nifD	nifD	1.4999999999999998e-237	783.6	474
220	B9M0S3	FunGene	nifD	nifD	1.8e-237	783.3	469
221	B3QQ15	FunGene	nifD	nifD	1.8999999999999998e-237	783.3	529
222	Q5NLG2	FunGene	nifD	nifD	2.5e-237	782.9	484
223	Q6D2Y9	FunGene	nifD	nifD	7.2e-237	781.4	479
224	B9X2A1	FunGene	nifD	nifD	1.6000000000000002e-236	780.2	480
225	B5ECQ3	FunGene	nifD	nifD	1.7000000000000001e-236	780.2	475
226	B8FAC1	FunGene	nifD	nifD	2.1000000000000002e-236	779.8	531
227	C8WE14	FunGene	nifD	nifD	2.2e-236	780.2	484
228	Q9F0V8	FunGene	nifD	nifD	3.4000000000000002e-236	779.6	432
229	B4S9H8	FunGene	nifD	nifD	3.4000000000000002e-236	779.2	529
230	B8DR77	FunGene	nifD	nifD	5.1e-236	778.6	532
231	B3EL84	FunGene	nifD	nifD	1.4e-235	777.1	527
232	A1AUP0	FunGene	nifD	nifD	1.5e-235	777.0	470
233	A5GAL1	FunGene	nifD	nifD	1.7e-235	776.8	468
234	Q0YUY7	FunGene	nifD	nifD	2.2e-235	776.5	530
235	A8L2C3	FunGene	nifD	nifD	2.3e-235	776.4	474
236	C8Q2M4	FunGene	nifD	nifD	2.3999999999999998e-235	776.3	474
237	C6E9A1	FunGene	nifD	nifD	2.3999999999999998e-235	776.8	469
238	C8R0M9	FunGene	nifD	nifD	2.5e-235	776.3	530
239	B4WRV2	FunGene	nifD	nifD	2.8999999999999997e-235	776.1	477
240	A7HET0	FunGene	nifD	nifD	3.2e-235	775.9	470
241	Q3AR67	FunGene	nifD	nifD	3.6e-235	775.8	537
242	B4SC62	FunGene	nifD	nifD	5.2e-235	775.2	528
243	Q8PYX7	FunGene	nifD	nifD	8.2e-235	774.6	517
244	Q47885	FunGene	nifD	nifD	8.8e-235	774.9	474
245	Q7X5A9	FunGene	nifD	nifD	1.1e-234	774.3	484
246	Q0RAV5	FunGene	nifD	nifD	1.8e-234	773.4	474
247	C0GSM9	FunGene	nifD	nifD	2.6e-234	772.9	527
248	C7LPB2	FunGene	nifD	nifD	2.8e-234	772.8	531
249	Q8KQ03	FunGene	nifD	nifD	3.0999999999999996e-234	773.1	474
250	Q749C3	FunGene	nifD	nifD	3.4999999999999996e-234	772.5	468
251	Q3A2R8	FunGene	nifD	nifD	3.6e-234	772.5	472
252	Q1NW43	FunGene	nifD	nifD	5e-234	772.0	537
253	C6MRS8	FunGene	nifD	nifD	5.399999999999999e-234	771.9	468
254	B5YH17	FunGene	nifD	nifD	5.5e-234	771.8	471
255	Q2J4F9	FunGene	nifD	nifD	7e-234	771.5	474
256	D1KS43	FunGene	nifD	nifD	9.2e-234	771.3	474
257	P00466	FunGene	nifD	nifD	1.8e-233	770.2	476
258	C4XRJ9	FunGene	nifD	nifD	2.6e-233	769.6	530
259	C6BX31	FunGene	nifD	nifD	3.1e-233	769.4	532
260	Q39XW9	FunGene	nifD	nifD	3.6e-233	769.2	472
261	C0GKD5	FunGene	nifD	nifD	4.0999999999999995e-233	769.0	523
262	Q46G39	FunGene	nifD	nifD	6.3e-233	768.4	517
263	A0LH08	FunGene	nifD	nifD	1.7e-232	767.0	531
264	Q8TJ90	FunGene	nifD	nifD	2.2e-232	766.6	516
265	C8W444	FunGene	nifD	nifD	2.2e-232	766.5	533
266	B3E3W1	FunGene	nifD	nifD	2.7e-232	766.3	470
267	P55170	FunGene	nifD	nifD	3.5e-232	765.9	517
268	Q47927	FunGene	nifD	nifD	2.4999999999999998e-231	763.1	480
269	C6PCX3	FunGene	nifD	nifD	2.9999999999999997e-231	762.8	526
270	A4J8B9	FunGene	nifD	nifD	3.9e-231	762.4	528
271	A5N1U0	FunGene	nifD	nifD	4.6999999999999996e-231	762.2	532
272	B4ULZ0	FunGene	nifD	nifD	7.3e-231	761.5	470
273	P06662	FunGene	nifD	nifD	1.1999999999999999e-230	760.8	474
274	B8GEW4	FunGene	nifD	nifD	1.6e-230	760.4	532
275	B3QXW8	FunGene	nifD	nifD	6.699999999999999e-230	758.4	529
276	A6TTY0	FunGene	nifD	nifD	1.7999999999999996e-229	756.9	526
277	C0QKL1	FunGene	nifD	nifD	3e-229	756.2	534
278	Q0W440	FunGene	nifD	nifD	5.799999999999999e-229	755.3	528
279	B5JMT9	FunGene	nifD	nifD	5.2e-228	752.1	526
280	Q3Z7D0	FunGene	nifD	nifD	9.9e-228	751.2	526
281	C0A2R7	FunGene	nifD	nifD	6e-227	748.6	522
282	Q56JU4	FunGene	nifD	nifD	9.9e-227	747.9	435
283	A1VI38	FunGene	nifD	nifD	1.3999999999999999e-226	747.9	528
284	Q72WS7	FunGene	nifD	nifD	1.6e-226	747.2	528
285	A7I7F2	FunGene	nifD	nifD	4.499999999999999e-226	745.7	533
286	P25313	FunGene	nifD	nifD	6.4e-226	745.2	475
287	EGS31172.1|Peptoniphilus_sp._1	Zehr	nifH	nflH	6.9e-226	750.3	688
288	Q47923	FunGene	nifD	nifD	9.199999999999999e-226	744.7	474
289	Q1K0I7	FunGene	nifD	nifD	9.100000000000001e-225	741.4	469
290	Q97ME2	FunGene	nifD	nifD	9.100000000000001e-225	741.4	527
291	C7IGE7	FunGene	nifD	nifD	1.1e-224	741.1	523
292	A0ZAV9	FunGene	nifD	nifD	4.900000000000001e-224	739.0	450
293	C5RN63	FunGene	nifD	nifD	7.800000000000001e-224	738.3	522
294	B6YRI9	FunGene	nifD	nifD	3.8e-223	736.0	535
295	B4VJP5	FunGene	nifD	nifD	5.5e-222	732.2	518
296	Q7BKZ3	FunGene	nifD	nifD	7.3e-221	729.0	524
297	A6LUZ2	FunGene	nifD	nifD	1.3e-220	728.2	524
298	C1SID1	FunGene	nifD	nifD	3.5e-220	726.2	473
299	Q6DQY7	FunGene	nifD	nifD	8.9e-220	724.9	524
300	P00467	FunGene	nifD	nifD	3.1e-219	723.1	525
301	Q3M664	FunGene	nifD	nifD	6.6e-219	722.0	450
302	B1QUW1	FunGene	nifD	nifD	2.9e-216	713.3	528
303	Q1KX98	FunGene	nifD	nifD	1.5e-212	701.3	433
304	CDB02908.1|Firmicutes_bacterium_1	Zehr	nifH	nflH	7.7e-212	703.9	685
305	EEN15621.1|Desulfotomaculum_acetoxidans_1	Zehr	nifH	nflH	1.9e-210	699.3	675
306	P08717	FunGene	nifD	nifD	8.3e-210	692.0	466
307	ACV61347.1|Desulfotomaculum_acetoxidans_1	Zehr	nifH	nflH	6.099999999999999e-208	692.4	669
308	Q02452	FunGene	nifD	nifD	3e-193	637.3	474
309	AGN26900.1|Methanomassiliicoccus_sp._1	Zehr	nifH	nflH	1.5999999999999998e-189	630.1	717
310	Q50788	FunGene	nifD	nifD	7.5e-185	609.5	458
311	WP_190982866.1	Mise	nifH	vnfH	9.499999999999999e-183	600.2	288
312	WP_190682846.1	Mise	nifH	vnfH	9.999999999999999e-183	600.5	288
313	gi|186680941|ref|YP_001864137.1|	FunGene	nifH	vnfH	1.1e-182	596.7	291
314	WP_167723396.1	Mise	nifH	vnfH	1.5e-182	599.5	290
315	WP_109328314.1	Mise	nifH	vnfH	1.5e-182	601.7	291
316	WP_190591593.1	Mise	nifH	vnfH	1.6e-182	600.3	288
317	WP_014239786.1	Mise	nifH	vnfH	1.6e-182	599.5	291
318	O27605	FunGene	nifD	nifD	1.6e-182	601.8	457
319	WP_190966596.1	Mise	nifH	vnfH	1.7e-182	600.2	288
320	WP_190539391.1	Mise	nifH	vnfH	2.8000000000000003e-182	599.1	287
321	WP_209768162.1	Mise	nifH	vnfH	4.3e-182	599.7	291
322	WP_029011025.1	Mise	nifH	vnfH	4.4e-182	599.7	290
323	WP_045868439.1	Mise	nifH	vnfH	4.5000000000000005e-182	598.8	286
324	gi|289474534|gb|ADC97878.1|	FunGene	nifH	vnfH	5.3e-182	594.4	290
325	WP_209872947.1	Mise	nifH	vnfH	6.7e-182	599.1	291
326	WP_149166707.1	Mise	nifH	vnfH	9.9e-182	599.3	291
327	WP_017314873.1	Mise	nifH	vnfH	1.1e-181	598.4	291
328	gi|189219887|ref|YP_001940528.1|	FunGene	nifH	vnfH	1.3e-181	593.3	290
329	WP_038528978.1	Mise	nifH	vnfH	1.4e-181	598.5	291
330	WP_014430473.1	Mise	nifH	vnfH	1.4e-181	598.0	291
331	WP_109117984.1	Mise	nifH	vnfH	1.4e-181	598.0	290
332	WP_094327394.1	Mise	nifH	vnfH	1.5999999999999998e-181	596.2	291
333	WP_138497161.1	Mise	nifH	vnfH	2e-181	597.5	292
334	WP_109012212.1	Mise	nifH	vnfH	2e-181	595.9	291
335	WP_214433605.1	Mise	nifH	vnfH	2.0999999999999998e-181	597.5	291
336	WP_096643608.1	Mise	nifH	vnfH	2.0999999999999998e-181	595.8	287
337	WP_149468961.1	Mise	nifH	vnfH	2.3999999999999998e-181	597.8	291
338	WP_180285251.1	Mise	nifH	vnfH	2.8e-181	597.0	291
339	WP_096580546.1	Mise	nifH	vnfH	3.0000000000000003e-181	595.7	286
340	WP_009857506.1	Mise	nifH	vnfH	3.2999999999999996e-181	597.6	291
341	AAB02342.1|Azospirillum_brasilense_1	Zehr	nifH	vnfH	3.4e-181	599.5	291
342	WP_190581391.1	Mise	nifH	vnfH	3.5e-181	595.9	288
343	WP_012407220.1	Mise	nifH	vnfH	3.6e-181	596.7	291
344	WP_190954475.1	Mise	nifH	vnfH	3.7e-181	595.0	286
345	WP_190746162.1	Mise	nifH	vnfH	4e-181	595.3	286
346	WP_100900502.1	Mise	nifH	vnfH	4e-181	595.3	291
347	WP_118163822.1	Mise	nifH	vnfH	4.0999999999999996e-181	594.8	292
348	WP_096731754.1	Mise	nifH	vnfH	4.2999999999999995e-181	595.6	286
349	WP_085088510.1	Mise	nifH	vnfH	4.4e-181	596.4	290
350	WP_185566649.1	Mise	nifH	vnfH	4.6e-181	595.1	286
351	WP_190634695.1	Mise	nifH	vnfH	5e-181	595.4	286
352	WP_190700437.1	Mise	nifH	vnfH	5.299999999999999e-181	594.5	287
353	WP_096542070.1	Mise	nifH	vnfH	5.299999999999999e-181	594.9	282
354	7211602X51500_1	Buckley	nifH	vnfH	5.4e-181	598.9	290
355	WP_015210664.1	Mise	nifH	vnfH	5.6e-181	596.5	292
356	gi|218667119|ref|YP_002425950.1|	FunGene	nifH	vnfH	6.199999999999999e-181	590.9	290
357	WP_096587343.1	Mise	nifH	vnfH	6.399999999999999e-181	594.7	289
358	WP_190918984.1	Mise	nifH	vnfH	6.8e-181	596.2	291
359	WP_190456639.1	Mise	nifH	vnfH	6.899999999999999e-181	595.7	291
360	WP_099067842.1	Mise	nifH	vnfH	7.000000000000001e-181	594.9	286
